"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANCHEZ CARRION (000)",46943,137770,121834,,3514,88.4,2.6
"De 12 a 14 años (001)",5828,35,35,,6,100,17.1
"De 15 a 19 años (002)",7023,1196,1155,422,96.6,35.3,
"De 20 a 24 años (003)",5699,5772,5581,883,96.7,15.3,
"De 25 a 29 años (004)",4624,9456,9076,734,96,7.8,
"De 30 a 34 años (005)",4252,13406,12783,661,95.4,4.9,
"De 35 a 39 años (006)",4054,16909,15859,503,93.8,3,
"De 40 a 44 años (007)",3300,16531,15227,256,92.1,1.5,
"De 45 a 49 años (008)",2637,14931,13416,49,89.9,0.3,
"De 50 y más años (009)",9526,59534,48702,,81.8,,
"Conviviente (010)",16989,63942,58304,2646,91.2,4.1,
"De 12 a 14 años (011)",67,17,17,2,100,11.8,
"De 15 a 19 años (012)",1202,874,845,311,96.7,35.6,
"De 20 a 24 años (013)",2857,4330,4170,697,96.3,16.1,
"De 25 a 29 años (014)",2798,6967,6696,580,96.1,8.3,
"De 30 a 34 años (015)",2565,9112,8703,504,95.5,5.5,
"De 35 a 39 años (016)",2258,10457,9787,347,93.6,3.3,
"De 40 a 44 años (017)",1627,8961,8300,167,92.6,1.9,
"De 45 a 49 años (018)",1112,6965,6265,38,89.9,0.5,
"De 50 y más años (019)",2503,16259,13521,,83.2,,
"Separado(a) (020)",3123,8095,7401,252,91.4,3.1,
"De 12 a 14 años (021)",3,5,5,1,100,20,
"De 15 a 19 años (022)",191,188,183,71,97.3,37.8,
"De 20 a 24 años (023)",487,589,581,77,98.6,13.1,
"De 25 a 29 años (024)",430,744,708,41,95.2,5.5,
"De 30 a 34 años (025)",416,889,852,27,95.8,3,
"De 35 a 39 años (026)",370,985,943,21,95.7,2.1,
"De 40 a 44 años (027)",325,1068,983,13,92,1.2,
"De 45 a 49 años (028)",264,1006,924,1,91.8,0.1,
"De 50 y más años (029)",637,2621,2222,,84.8,,
"Casado(a) (030)",8153,45344,39799,512,87.8,1.1,
"De 12 a 14 años (031)",4,2,2,,100,,
"De 15 a 19 años (032)",56,39,37,12,94.9,30.8,
"De 20 a 24 años (033)",339,599,587,77,98,12.9,
"De 25 a 29 años (034)",539,1439,1383,97,96.1,6.7,
"De 30 a 34 años (035)",793,2908,2766,120,95.1,4.1,
