"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LORETO (000)",13193,20,118,342,804,2159,6767,2983
"De 12 a 14 años (001)",51,,,,,,8,43
"De 15 a 19 años (002)",1119,,,,,,713,406
"De 20 a 24 años (003)",2158,,,,,4,1514,640
"De 25 a 29 años (004)",1932,,,,,57,1466,409
"De 30 a 34 años (005)",1647,,,,2,164,1212,269
"De 35 a 39 años (006)",1557,,,,4,336,972,245
"De 40 a 44 años (007)",1215,,,,30,448,565,172
"De 45 a 49 años (008)",975,,,1,70,493,264,147
"De 50 y más años (009)",2539,20,118,341,698,657,53,652
"Conviviente (010)",8273,2,26,76,266,1078,5020,1805
"De 12 a 14 años (011)",39,,,,,,4,35
"De 15 a 19 años (012)",865,,,,,,543,322
"De 20 a 24 años (013)",1663,,,,,2,1204,457
"De 25 a 29 años (014)",1461,,,,,38,1153,270
"De 30 a 34 años (015)",1184,,,,1,96,903,184
"De 35 a 39 años (016)",976,,,,4,183,652,137
"De 40 a 44 años (017)",698,,,,15,216,368,99
"De 45 a 49 años (018)",542,,,,37,260,164,81
"De 50 y más años (019)",845,2,26,76,209,283,29,220
"Separado(a) (020)",419,2,5,6,30,82,193,101
"De 15 a 19 años (022)",46,,,,,,32,14
"De 20 a 24 años (023)",73,,,,,,50,23
"De 25 a 29 años (024)",59,,,,,4,43,12
"De 30 a 34 años (025)",53,,,,,12,31,10
"De 35 a 39 años (026)",42,,,,,12,22,8
"De 40 a 44 años (027)",38,,,,4,21,7,6
"De 45 a 49 años (028)",31,,,,2,13,6,10
"De 50 y más años (029)",77,2,5,6,24,20,2,18
"Casado(a) (030)",3032,4,41,159,381,827,1098,522
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",24,,,,,,14,10
"De 20 a 24 años (033)",128,,,,,,102,26
"De 25 a 29 años (034)",230,,,,,5,193,32
"De 30 a 34 años (035)",308,,,,,32,229,47
"De 35 a 39 años (036)",455,,,,,112,278,65
"De 40 a 44 años (037)",400,,,,5,173,177,45
"De 45 a 49 años (038)",356,,,1,25,195,87,48
"De 50 y más años (039)",1130,4,41,158,351,310,18,248
"Viudo(a) (040)",568,12,44,96,115,85,40,176
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",6,,,,,,2,4
"De 20 a 24 años (043)",5,,,,,,4,1
"De 25 a 29 años (044)",12,,,,,2,7,3
"De 30 a 34 años (045)",12,,,,,2,7,3
"De 35 a 39 años (046)",16,,,,,8,4,4
"De 40 a 44 años (047)",35,,,,2,17,8,8
"De 45 a 49 años (048)",27,,,,4,16,4,3
"De 50 y más años (049)",454,12,44,96,109,40,4,149
