"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAZ (000)",52505,527,16737,19351,12829,3061
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",141,,12,65,62,2
"Profes., científicos e intelectuales (002)",8625,,1671,4611,2234,109
"Técnicos de nivel medio y trab. asimilados (003)",2857,,1054,1114,625,64
"Jefes y empleados de oficina (004)",2760,,1176,959,603,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7716,43,2734,2641,1883,415
"Agricult. trabaj. calif.agrop. y pesqueros (006)",6690,25,1211,1979,2144,1331
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3703,15,1397,1244,841,206
"Obreros construc., conf., papel, fab., instr. (008)",5209,10,1648,2164,1240,147
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",13634,433,5504,4111,2904,682
"Otra (010)",330,,34,231,65,
"Ocupación no especificada (011)",840,1,296,232,228,83
"Hombres (012)",33984,330,10543,12363,8440,2308
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",106,,9,49,46,2
"Profes., científicos e intelectuales (014)",4774,,813,2476,1389,96
"Técnicos de nivel medio y trab. asimilados (015)",1824,,660,708,409,47
"Jefes y empleados de oficina (016)",1251,,454,457,325,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3445,20,1332,1160,744,189
"Agricult. trabaj. calif.agrop. y pesqueros (018)",5931,18,1055,1749,1916,1193
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3239,12,1247,1082,717,181
"Obreros construc., conf., papel, fab., instr. (020)",5089,6,1612,2123,1207,141
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",7693,274,3206,2260,1534,419
"Otra (022)",313,,30,221,62,
"Ocupación no especificada (023)",319,,125,78,91,25
"Mujeres (024)",18521,197,6194,6988,4389,753
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",35,,3,16,16,
"Profes., científicos e intelectuales (026)",3851,,858,2135,845,13
"Técnicos de nivel medio y trab. asimilados (027)",1033,,394,406,216,17
"Jefes y empleados de oficina (028)",1509,,722,502,278,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",4271,23,1402,1481,1139,226
"Agricult. trabaj. calif.agrop. y pesqueros (030)",759,7,156,230,228,138
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",464,3,150,162,124,25
"Obreros construc., conf., papel, fab., instr. (032)",120,4,36,41,33,6
