"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia RIOJA (000)",104882,102505,1708,669
"Hombres (001)",54292,53271,665,356
"Mujeres (002)",50590,49234,1043,313
"Menores de 1 año (003)",2298,1856,313,129
"Hombres (004)",1152,935,150,67
"Mujeres (005)",1146,921,163,62
"De 1 a 5 años (006)",12660,11343,825,492
"Hombres (007)",6500,5833,396,271
"Mujeres (008)",6160,5510,429,221
"De 6 a 14 años (009)",24395,24326,57,12
"Hombres (010)",12456,12418,32,6
"Mujeres (011)",11939,11908,25,6
"De 15 a 29 años (012)",28708,28665,36,7
"Hombres (013)",14612,14601,9,2
"Mujeres (014)",14096,14064,27,5
"De 30 a 44 años (015)",20330,20249,77,4
"Hombres (016)",10490,10474,13,3
"Mujeres (017)",9840,9775,64,1
"De 45 a 64 años (018)",12578,12436,134,8
"Hombres (019)",7003,6983,17,3
"Mujeres (020)",5575,5453,117,5
"De 65 a más años (021)",3913,3630,266,17
"Hombres (022)",2079,2027,48,4
"Mujeres (023)",1834,1603,218,13
,,,,
"URBANA (024)",75251,73684,1078,489
"Hombres (025)",38456,37785,423,248
"Mujeres (026)",36795,35899,655,241
"Menores de 1 año (027)",1570,1297,190,83
"Hombres (028)",787,652,95,40
"Mujeres (029)",783,645,95,43
"De 1 a 5 años (030)",8480,7587,520,373
"Hombres (031)",4330,3884,252,194
"Mujeres (032)",4150,3703,268,179
"De 6 a 14 años (033)",16905,16857,40,8
"Hombres (034)",8558,8531,22,5
"Mujeres (035)",8347,8326,18,3
"De 15 a 29 años (036)",20493,20472,19,2
"Hombres (037)",10207,10202,5,
"Mujeres (038)",10286,10270,14,2
"De 30 a 44 años (039)",15490,15439,49,2
"Hombres (040)",7835,7827,6,2
"Mujeres (041)",7655,7612,43,
"De 45 a 64 años (042)",9392,9306,79,7
"Hombres (043)",5233,5220,10,3
"Mujeres (044)",4159,4086,69,4
"De 65 a más años (045)",2921,2726,181,14
"Hombres (046)",1506,1469,33,4
"Mujeres (047)",1415,1257,148,10
,,,,
"RURAL (048)",29631,28821,630,180
"Hombres (049)",15836,15486,242,108
"Mujeres (050)",13795,13335,388,72
"Menores de 1 año (051)",728,559,123,46
"Hombres (052)",365,283,55,27
"Mujeres (053)",363,276,68,19
"De 1 a 5 años (054)",4180,3756,305,119
"Hombres (055)",2170,1949,144,77
"Mujeres (056)",2010,1807,161,42
"De 6 a 14 años (057)",7490,7469,17,4
"Hombres (058)",3898,3887,10,1
"Mujeres (059)",3592,3582,7,3
"De 15 a 29 años (060)",8215,8193,17,5
"Hombres (061)",4405,4399,4,2
"Mujeres (062)",3810,3794,13,3
"De 30 a 44 años (063)",4840,4810,28,2
"Hombres (064)",2655,2647,7,1
"Mujeres (065)",2185,2163,21,1
"De 45 a 64 años (066)",3186,3130,55,1
"Hombres (067)",1770,1763,7,
"Mujeres (068)",1416,1367,48,1
"De 65 a más años (069)",992,904,85,3
"Hombres (070)",573,558,15,
"Mujeres (071)",419,346,70,3
