"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",242045,12012,28493,32042,27496,41253,32937,50967,16845
"Sabe leer y escribir (001)",206054,,20937,31479,27004,39961,31135,44303,11235
"No sabe leer y escribir (002)",35991,12012,7556,563,492,1292,1802,6664,5610
"Hombres (004)",119979,6045,14477,16475,14030,20051,15386,24876,8639
"Sabe leer y escribir (005)",104935,,10554,16198,13800,19596,14881,23179,6727
"No sabe leer y escribir (006)",15044,6045,3923,277,230,455,505,1697,1912
"Mujeres (008)",122066,5967,14016,15567,13466,21202,17551,26091,8206
"Sabe leer y escribir (009)",101119,,10383,15281,13204,20365,16254,21124,4508
"No sabe leer y escribir (010)",20947,5967,3633,286,262,837,1297,4967,3698
,,,,,,,,,
"URBANA (012)",117884,5287,12234,14237,13259,20983,16708,26842,8334
"Sabe leer y escribir (013)",106103,,9785,14068,13143,20682,16307,25328,6790
"No sabe leer y escribir (014)",11781,5287,2449,169,116,301,401,1514,1544
"Hombres (016)",56836,2663,6209,7248,6581,9958,7426,12645,4106
"Sabe leer y escribir (017)",51629,,4931,7151,6523,9836,7295,12271,3622
"No sabe leer y escribir (018)",5207,2663,1278,97,58,122,131,374,484
"Mujeres (020)",61048,2624,6025,6989,6678,11025,9282,14197,4228
"Sabe leer y escribir (021)",54474,,4854,6917,6620,10846,9012,13057,3168
"No sabe leer y escribir (022)",6574,2624,1171,72,58,179,270,1140,1060
,,,,,,,,,
"RURAL (024)",124161,6725,16259,17805,14237,20270,16229,24125,8511
"Sabe leer y escribir (025)",99951,,11152,17411,13861,19279,14828,18975,4445
"No sabe leer y escribir (026)",24210,6725,5107,394,376,991,1401,5150,4066
"Hombres (028)",63143,3382,8268,9227,7449,10093,7960,12231,4533
"Sabe leer y escribir (029)",53306,,5623,9047,7277,9760,7586,10908,3105
"No sabe leer y escribir (030)",9837,3382,2645,180,172,333,374,1323,1428
"Mujeres (032)",61018,3343,7991,8578,6788,10177,8269,11894,3978
"Sabe leer y escribir (033)",46645,,5529,8364,6584,9519,7242,8067,1340
"No sabe leer y escribir (034)",14373,3343,2462,214,204,658,1027,3827,2638
