"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CASTROVIRREYNA (000)",19500,19281,134,85
"Hombres (001)",10216,10140,31,45
"Mujeres (002)",9284,9141,103,40
"Menores de 1 año (003)",322,278,29,15
"Hombres (004)",185,157,16,12
"Mujeres (005)",137,121,13,3
"De 1 a 5 años (006)",2179,2100,15,64
"Hombres (007)",1115,1079,3,33
"Mujeres (008)",1064,1021,12,31
"De 6 a 14 años (009)",4071,4070,1,
"Hombres (010)",2047,2046,1,
"Mujeres (011)",2024,2024,,
"De 15 a 29 años (012)",4202,4196,6,
"Hombres (013)",2300,2299,1,
"Mujeres (014)",1902,1897,5,
"De 30 a 44 años (015)",3794,3786,5,3
"Hombres (016)",2144,2143,1,
"Mujeres (017)",1650,1643,4,3
"De 45 a 64 años (018)",3029,3023,5,1
"Hombres (019)",1590,1590,,
"Mujeres (020)",1439,1433,5,1
"De 65 a más años (021)",1903,1828,73,2
"Hombres (022)",835,826,9,
"Mujeres (023)",1068,1002,64,2
,,,,
"URBANA (024)",6128,6094,20,14
"Hombres (025)",3331,3317,4,10
"Mujeres (026)",2797,2777,16,4
"Menores de 1 año (027)",88,81,4,3
"Hombres (028)",48,42,3,3
"Mujeres (029)",40,39,1,
"De 1 a 5 años (030)",537,526,1,10
"Hombres (031)",277,270,,7
"Mujeres (032)",260,256,1,3
"De 6 a 14 años (033)",1061,1061,,
"Hombres (034)",511,511,,
"Mujeres (035)",550,550,,
"De 15 a 29 años (036)",1538,1538,,
"Hombres (037)",894,894,,
"Mujeres (038)",644,644,,
"De 30 a 44 años (039)",1368,1368,,
"Hombres (040)",790,790,,
"Mujeres (041)",578,578,,
"De 45 a 64 años (042)",1000,1000,,
"Hombres (043)",574,574,,
"Mujeres (044)",426,426,,
"De 65 a más años (045)",536,520,15,1
"Hombres (046)",237,236,1,
"Mujeres (047)",299,284,14,1
,,,,
"RURAL (048)",13372,13187,114,71
"Hombres (049)",6885,6823,27,35
"Mujeres (050)",6487,6364,87,36
"Menores de 1 año (051)",234,197,25,12
"Hombres (052)",137,115,13,9
"Mujeres (053)",97,82,12,3
"De 1 a 5 años (054)",1642,1574,14,54
"Hombres (055)",838,809,3,26
"Mujeres (056)",804,765,11,28
"De 6 a 14 años (057)",3010,3009,1,
"Hombres (058)",1536,1535,1,
"Mujeres (059)",1474,1474,,
"De 15 a 29 años (060)",2664,2658,6,
"Hombres (061)",1406,1405,1,
"Mujeres (062)",1258,1253,5,
"De 30 a 44 años (063)",2426,2418,5,3
"Hombres (064)",1354,1353,1,
"Mujeres (065)",1072,1065,4,3
"De 45 a 64 años (066)",2029,2023,5,1
"Hombres (067)",1016,1016,,
"Mujeres (068)",1013,1007,5,1
"De 65 a más años (069)",1367,1308,58,1
"Hombres (070)",598,590,8,
"Mujeres (071)",769,718,50,1
