"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MANU (000)",4400,4116,40,1205,1020,739,717,293,79,23,284,11389
"De 12 a 14 años (001)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (002)",270,224,3,199,16,6,,,,,46,249
"De 20 a 24 años (003)",918,825,11,523,232,50,8,1,,,93,1179
"De 25 a 29 años (004)",810,745,7,245,280,156,51,5,1,,65,1531
"De 30 a 34 años (005)",705,671,4,111,204,194,131,23,4,,34,1838
"De 35 a 39 años (006)",571,557,7,48,129,139,167,58,5,4,14,1906
"De 40 a 44 años (007)",420,417,2,29,72,87,146,59,16,6,3,1651
"De 45 a 49 años (008)",286,279,2,18,39,47,97,53,21,2,7,1214
"De 50 y más años (009)",414,395,4,29,48,60,117,94,32,11,19,1818
"Conviviente (010)",2997,2861,28,924,747,513,432,165,40,12,136,7355
"De 12 a 14 años (011)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (012)",222,179,2,158,14,5,,,,,43,201
"De 20 a 24 años (013)",737,694,8,433,206,39,7,1,,,43,1000
"De 25 a 29 años (014)",643,626,5,197,239,137,42,5,1,,17,1305
"De 30 a 34 años (015)",507,492,4,70,147,152,97,19,3,,15,1382
"De 35 a 39 años (016)",380,376,4,29,76,90,122,50,2,3,4,1355
"De 40 a 44 años (017)",230,228,,11,36,45,86,35,10,5,2,954
"De 45 a 49 años (018)",143,139,2,11,16,24,47,26,12,1,4,601
"De 50 y más años (019)",130,125,3,13,13,21,31,29,12,3,5,555
"Separado(a) (020)",241,238,2,93,53,35,33,19,2,1,3,595
"De 15 a 19 años (022)",22,22,,21,1,,,,,,,23
"De 20 a 24 años (023)",54,54,2,39,10,3,,,,,,68
"De 25 a 29 años (024)",31,30,,12,13,4,1,,,,1,54
