"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",441,411,12,5,13
"Educación inicial (062)",11,10,,1,
"Primaria (063)",1369,1240,63,26,40
"Secundaria (064)",1293,1026,89,64,114
"Superior no univ. incompleta (065)",318,226,21,15,56
"Superior no univ. completa (066)",959,423,93,110,333
"Superior univ. incompleta (067)",163,86,19,19,39
"Superior univ. completa (068)",511,170,54,69,218
"De 06 a 14 años (070)",68,63,5,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",48,45,3,,
"Secundaria (074)",17,15,2,,
"De 15 a 29 años (080)",1451,1057,120,88,186
"Sin nivel (081)",51,46,3,,2
"Educación inicial (082)",6,5,,1,
"Primaria (083)",224,199,14,5,6
"Secundaria (084)",581,470,46,35,30
"Superior no univ. incompleta (085)",160,125,12,6,17
"Superior no univ. completa (086)",249,128,32,25,64
"Superior univ. incompleta (087)",73,45,5,5,18
"Superior univ. completa (088)",107,39,8,11,49
"De 30 a 44 años (090)",1867,1134,149,139,445
"Sin nivel (091)",92,82,3,2,5
"Educación inicial (092)",3,3,,,
"Primaria (093)",419,359,21,14,25
"Secundaria (094)",415,313,30,22,50
"Superior no univ. incompleta (095)",108,68,7,6,27
"Superior no univ. completa (096)",511,205,46,50,210
"Superior univ. incompleta (097)",62,27,12,9,14
"Superior univ. completa (098)",257,77,30,36,114
"De 45 a 64 años (100)",1273,962,63,78,170
"Sin nivel (101)",189,181,1,2,5
"Primaria (103)",471,437,19,6,9
"Secundaria (104)",233,186,10,7,30
"Superior no univ. incompleta (105)",45,29,2,3,11
"Superior no univ. completa (106)",178,74,14,34,56
"Superior univ. incompleta (107)",26,12,2,5,7
"Superior univ. completa (108)",131,43,15,21,52
"De 65 y más años (110)",406,376,14,4,12
"Sin nivel (111)",108,101,5,1,1
"Primaria (113)",207,200,6,1,
"Secundaria (114)",47,42,1,,4
"Superior no univ. incompleta (115)",5,4,,,1
"Superior no univ. completa (116)",21,16,1,1,3
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",16,11,1,1,3
,,,,,
"RURAL (120)",11581,10514,504,297,266
"Sin nivel (121)",2597,2498,62,28,9
"Educación inicial (122)",27,25,2,,
"Primaria (123)",6160,5788,226,108,38
"Secundaria (124)",1971,1722,133,73,43
"Superior no univ. incompleta (125)",179,136,17,13,13
"Superior no univ. completa (126)",438,228,45,49,116
"Superior univ. incompleta (127)",50,35,4,3,8
"Superior univ. completa (128)",159,82,15,23,39
"De 06 a 14 años (130)",248,238,9,1,
"Sin nivel (131)",40,37,3,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",183,178,4,1,
"Secundaria (134)",24,22,2,,
"De 15 a 29 años (140)",3884,3474,197,131,82
"Sin nivel (141)",303,290,6,6,1
"Educación inicial (142)",18,16,2,,
"Primaria (143)",1988,1865,73,40,10
"Secundaria (144)",1226,1068,85,50,23
"Superior no univ. incompleta (145)",114,88,10,11,5
"Superior no univ. completa (146)",154,94,16,15,29
"Superior univ. incompleta (147)",28,21,2,,5
"Superior univ. completa (148)",53,32,3,9,9
"De 30 a 44 años (150)",3660,3251,161,108,140
"Sin nivel (151)",593,568,13,11,1
"Educación inicial (152)",8,8,,,
"Primaria (153)",2154,2023,71,42,18
"Secundaria (154)",539,476,36,14,13
"Superior no univ. incompleta (155)",53,39,6,2,6
"Superior no univ. completa (156)",216,92,24,24,76
"Superior univ. incompleta (157)",17,9,2,3,3
"Superior univ. completa (158)",80,36,9,12,23
"De 45 a 64 años (160)",2718,2506,119,50,43
"Sin nivel (161)",1028,983,31,8,6
"Primaria (163)",1437,1334,70,23,10
"Secundaria (164)",157,133,9,8,7
"Superior no univ. incompleta (165)",12,9,1,,2
"Superior no univ. completa (166)",60,35,5,9,11
"Superior univ. incompleta (167)",4,4,,,
"Superior univ. completa (168)",20,8,3,2,7
"De 65 y más años (170)",1071,1045,18,7,1
"Sin nivel (171)",633,620,9,3,1
"Primaria (173)",398,388,8,2,
"Secundaria (174)",25,23,1,1,
"Superior no univ. completa (176)",8,7,,1,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",6,6,,,
