"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JAEN (000)",45065,142,630,1815,4466,9571,17224,11217
"De 12 a 14 años (001)",87,,,,,,5,82
"De 15 a 19 años (002)",1756,,,,,,994,762
"De 20 a 24 años (003)",5417,,,,,14,3302,2101
"De 25 a 29 años (004)",6218,,,,,394,3997,1827
"De 30 a 34 años (005)",5966,,,,1,1044,3589,1332
"De 35 a 39 años (006)",5738,,,,62,1811,2803,1062
"De 40 a 44 años (007)",4822,,,1,275,2073,1652,821
"De 45 a 49 años (008)",3938,,,13,635,1912,745,633
"De 50 y más años (009)",11123,142,630,1801,3493,2323,137,2597
"Sin nivel (010)",8076,90,400,890,1578,1602,1545,1971
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",69,,,,,,33,36
"De 20 a 24 años (013)",228,,,,,,148,80
"De 25 a 29 años (014)",320,,,,,9,229,82
"De 30 a 34 años (015)",381,,,,,40,248,93
"De 35 a 39 años (016)",593,,,,5,150,335,103
"De 40 a 44 años (017)",672,,,,23,230,300,119
"De 45 a 49 años (018)",681,,,1,58,318,195,109
"De 50 y más años (019)",5128,90,400,889,1492,855,57,1345
"Educacion Inicial (020)",57,,,,,5,31,21
"De 15 a 19 años (022)",3,,,,,,,3
"De 20 a 24 años (023)",4,,,,,,3,1
"De 25 a 29 años (024)",19,,,,,3,10,6
"De 30 a 34 años (025)",18,,,,,1,12,5
"De 35 a 39 años (026)",13,,,,,1,6,6
"Primaria (030)",20231,47,195,739,2050,5015,8197,3988
"De 12 a 14 años (031)",46,,,,,,5,41
"De 15 a 19 años (032)",751,,,,,,454,297
"De 20 a 24 años (033)",2098,,,,,12,1432,654
"De 25 a 29 años (034)",2635,,,,,197,1874,564
"De 30 a 34 años (035)",2671,,,,1,515,1699,456
"De 35 a 39 años (036)",2740,,,,36,907,1369,428
"De 40 a 44 años (037)",2499,,,1,150,1126,885,337
"De 45 a 49 años (038)",2109,,,6,336,1053,409,305
"De 50 y más años (039)",4682,47,195,732,1527,1205,70,906
"Secundaria (040)",10382,3,26,111,499,1828,5045,2870
"De 12 a 14 años (041)",37,,,,,,,37
"De 15 a 19 años (042)",878,,,,,,476,402
"De 20 a 24 años (043)",2148,,,,,1,1369,778
"De 25 a 29 años (044)",2001,,,,,150,1282,569
"De 30 a 34 años (045)",1668,,,,,324,981,363
"De 35 a 39 años (046)",1349,,,,10,491,610,238
"De 40 a 44 años (047)",914,,,,76,420,245,173
"De 45 a 49 años (048)",620,,,3,151,279,76,111
"De 50 y más años (049)",767,3,26,108,262,163,6,199
