"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JAUJA (000)",36536,101734,92140,,1395,90.6,1.4
"De 12 a 14 años (001)",3453,14,14,,1,100,7.1
"De 15 a 19 años (002)",4493,445,430,135,96.6,30.3,
"De 20 a 24 años (003)",3655,2438,2365,334,97,13.7,
"De 25 a 29 años (004)",3207,4630,4510,334,97.4,7.2,
"De 30 a 34 años (005)",2948,6734,6512,285,96.7,4.2,
"De 35 a 39 años (006)",3086,9742,9341,211,95.9,2.2,
"De 40 a 44 años (007)",2808,10808,10213,77,94.5,0.7,
"De 45 a 49 años (008)",2433,10600,9927,18,93.7,0.2,
"De 50 y más años (009)",10453,56323,48828,,86.7,,
"Sin nivel (010)",3829,20866,17557,45,84.1,0.2,
"De 12 a 14 años (011)",34,4,4,1,100,25,
"De 15 a 19 años (012)",37,10,8,,80,,
"De 20 a 24 años (013)",48,35,32,4,91.4,11.4,
"De 25 a 29 años (014)",75,127,125,7,98.4,5.5,
"De 30 a 34 años (015)",120,350,337,12,96.3,3.4,
"De 35 a 39 años (016)",173,680,636,15,93.5,2.2,
"De 40 a 44 años (017)",172,817,764,5,93.5,0.6,
"De 45 a 49 años (018)",207,1109,986,1,88.9,0.1,
"De 50 y más años (019)",2963,17734,14665,,82.7,,
"Educacion Inicial (020)",28,44,43,2,97.7,4.5,
"De 12 a 14 años (021)",6,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",3,6,6,1,100,16.7,
"De 25 a 29 años (024)",6,15,15,,100,,
"De 30 a 34 años (025)",4,8,8,,100,,
"De 35 a 39 años (026)",5,15,14,1,93.3,6.7,
"Primaria (030)",11573,47506,42695,424,89.9,0.9,
"De 12 a 14 años (031)",1299,2,2,,100,,
"De 15 a 19 años (032)",374,118,117,37,99.2,31.4,
"De 20 a 24 años (033)",477,577,555,55,96.2,9.5,
"De 25 a 29 años (034)",639,1513,1454,94,96.1,6.2,
"De 30 a 34 años (035)",780,2494,2383,86,95.5,3.4,
"De 35 a 39 años (036)",1012,4121,3898,94,94.6,2.3,
"De 40 a 44 años (037)",997,4816,4483,45,93.1,0.9,
"De 45 a 49 años (038)",955,5054,4699,13,93,0.3,
"De 50 y más años (039)",5040,28811,25104,,87.1,,
