"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",3,2,,,1,,1,,,,1,7
"De 30 a 34 años (025)",1,1,,,,,1,,,,,4
"De 35 a 39 años (026)",2,2,,,,,2,,,,,10
"Primaria (030)",3051,2985,10,408,454,450,778,541,246,98,66,12717
"De 12 a 14 años (031)",6,4,,4,,,,,,,2,4
"De 15 a 19 años (032)",85,82,2,70,8,2,,,,,3,92
"De 20 a 24 años (033)",294,278,2,129,107,29,11,,,,16,476
"De 25 a 29 años (034)",319,311,1,54,107,90,53,6,,,8,808
"De 30 a 34 años (035)",356,346,1,32,73,87,109,40,4,,10,1197
"De 35 a 39 años (036)",366,360,,25,37,67,151,64,16,,6,1512
"De 40 a 44 años (037)",392,390,,18,33,55,131,111,31,11,2,1926
"De 45 a 49 años (038)",301,298,,18,24,37,81,81,43,14,3,1573
"De 50 y más años (039)",932,916,4,58,65,83,242,239,152,73,16,5129
"Secundaria (040)",1183,1128,10,400,249,189,194,59,24,3,55,2903
"De 12 a 14 años (041)",3,,,,,,,,,,3,
"De 15 a 19 años (042)",128,121,1,106,12,2,,,,,7,136
"De 20 a 24 años (043)",314,292,6,178,88,16,4,,,,22,418
"De 25 a 29 años (044)",251,242,2,75,80,48,36,1,,,9,536
"De 30 a 34 años (045)",145,142,,19,31,42,44,4,2,,3,438
"De 35 a 39 años (046)",126,122,,9,21,46,35,8,3,,4,410
"De 40 a 44 años (047)",72,71,1,4,5,15,30,14,2,,1,297
"De 45 a 49 años (048)",55,54,,4,4,7,20,14,5,,1,249
"De 50 y más años (049)",89,84,,5,8,13,25,18,12,3,5,419
"Sup. no Univ. incompleta (050)",106,101,1,40,23,16,12,5,3,1,5,255
"De 15 a 19 años (052)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (053)",19,16,1,13,2,,,,,,3,17
"De 25 a 29 años (054)",26,25,,18,4,2,1,,,,1,36
"De 30 a 34 años (055)",10,10,,4,4,2,,,,,,18
"De 35 a 39 años (056)",13,12,,3,4,5,,,,,1,26
"De 40 a 44 años (057)",9,9,,,3,2,2,1,1,,,34
"De 45 a 49 años (058)",9,9,,,1,3,4,,,1,,40
"De 50 y más años (059)",17,17,,,4,2,5,4,2,,,80
"Sup. no Univ. completa (060)",224,218,2,63,61,44,26,15,6,1,6,586
"De 20 a 24 años (063)",16,14,,11,3,,,,,,2,17
"De 25 a 29 años (064)",36,33,,16,10,5,2,,,,3,59
"De 30 a 34 años (065)",40,39,1,18,15,5,,,,,1,63
"De 35 a 39 años (066)",51,51,,9,18,13,9,2,,,,135
"De 40 a 44 años (067)",30,30,,4,7,10,5,4,,,,94
"De 45 a 49 años (068)",11,11,,,1,5,2,,3,,,51
"De 50 y más años (069)",40,40,1,5,7,6,8,9,3,1,,167
"Sup. Univ. incompleta (070)",113,100,3,37,21,10,18,7,3,1,13,265
"De 20 a 24 años (073)",26,19,1,16,2,,,,,,7,20
"De 25 a 29 años (074)",20,15,2,7,6,,,,,,5,19
"De 30 a 34 años (075)",16,15,,5,6,2,2,,,,1,33
"De 35 a 39 años (076)",15,15,,5,3,2,5,,,,,37
"De 40 a 44 años (077)",10,10,,2,2,2,3,1,,,,30
"De 45 a 49 años (078)",7,7,,,,2,1,3,1,,,39
"De 50 y más años (079)",19,19,,2,2,2,7,3,2,1,,87
"Sup. Univ. completa (080)",296,264,,80,72,50,43,13,6,,32,694
"De 20 a 24 años (083)",11,6,,3,2,,1,,,,5,11
"De 25 a 29 años (084)",28,19,,14,5,,,,,,9,24
"De 30 a 34 años (085)",73,65,,32,25,3,5,,,,8,113
"De 35 a 39 años (086)",47,41,,13,7,12,7,2,,,6,105
"De 40 a 44 años (087)",41,39,,5,16,8,8,2,,,2,105
"De 45 a 49 años (088)",31,31,,3,5,11,11,,1,,,104
"De 50 y más años (089)",65,63,,10,12,16,11,9,5,,2,232
,,,,,,,,,,,,
"URBANA (100)",3992,3877,27,659,615,600,944,616,318,98,115,15550
"De 12 a 14 años (101)",7,3,,3,,,,,,,4,3
"De 15 a 19 años (102)",100,93,3,83,5,1,1,,,,7,100
"De 20 a 24 años (103)",343,308,8,181,97,17,5,,,,35,446
"De 25 a 29 años (104)",376,352,4,120,119,74,34,1,,,24,736
"De 30 a 34 años (105)",405,395,1,73,107,97,97,19,1,,10,1123
"De 35 a 39 años (106)",432,425,,45,67,117,148,41,6,1,7,1495
"De 40 a 44 años (107)",402,399,2,23,52,80,137,76,24,5,3,1710
"De 45 a 49 años (108)",324,321,,16,24,55,100,75,42,9,3,1613
"De 50 y más años (109)",1603,1581,9,115,144,159,422,404,245,83,22,8324
"Sin nivel (110)",1170,1152,8,74,108,138,330,281,171,42,18,5882
"De 12 a 14 años (111)",1,,,,,,,,,,1,
"De 15 a 19 años (112)",4,4,,3,,,1,,,,,7
"De 20 a 24 años (113)",11,9,2,4,3,,,,,,2,10
"De 25 a 29 años (114)",25,24,,5,7,8,4,,,,1,60
"De 30 a 34 años (115)",53,51,,3,6,14,24,4,,,2,184
"De 35 a 39 años (116)",66,65,,2,8,13,26,11,4,1,1,286
"De 40 a 44 años (117)",75,75,1,2,5,16,24,16,11,,,365
"De 45 a 49 años (118)",75,74,,2,2,10,24,23,11,2,1,404
"De 50 y más años (119)",860,850,5,53,77,77,227,227,145,39,10,4566
"Educacion Inicial (120)",1,,,,,,,,,,1,
"De 25 a 29 años (124)",1,,,,,,,,,,1,
"Primaria (130)",1495,1471,6,193,209,225,405,261,121,51,24,6317
"De 12 a 14 años (131)",3,3,,3,,,,,,,,3
"De 15 a 19 años (132)",33,32,2,29,1,,,,,,1,31
"De 20 a 24 años (133)",97,88,1,43,32,7,5,,,,9,148
"De 25 a 29 años (134)",118,115,,26,43,31,14,1,,,3,276
"De 30 a 34 años (135)",153,151,,17,38,42,40,13,1,,2,478
"De 35 a 39 años (136)",180,178,,14,19,38,83,23,1,,2,685
"De 40 a 44 años (137)",197,197,,10,24,34,69,43,12,5,,897
"De 45 a 49 años (138)",160,159,,8,14,22,47,38,24,6,1,831
"De 50 y más años (139)",554,548,3,43,38,51,147,143,83,40,6,2968
"Secundaria (140)",765,730,7,228,164,142,133,41,13,2,35,1950
"De 12 a 14 años (141)",3,,,,,,,,,,3,
"De 15 a 19 años (142)",60,54,1,49,3,1,,,,,6,58
"De 20 a 24 años (143)",181,171,3,102,56,10,,,,,10,244
"De 25 a 29 años (144)",149,143,2,46,50,29,16,,,,6,301
"De 30 a 34 años (145)",102,102,,13,25,33,29,2,,,,302
"De 35 a 39 años (146)",97,94,,7,17,40,25,4,1,,3,300
"De 40 a 44 años (147)",59,58,1,4,4,14,26,9,,,1,225
"De 45 a 49 años (148)",43,42,,3,3,6,16,11,3,,1,189
"De 50 y más años (149)",71,66,,4,6,9,21,15,9,2,5,331
"Sup. no Univ. incompleta (150)",82,79,1,32,18,13,8,5,1,1,3,194
"De 15 a 19 años (152)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (153)",15,12,1,9,2,,,,,,3,13
"De 25 a 29 años (154)",21,21,,16,3,2,,,,,,28
"De 30 a 34 años (155)",4,4,,2,1,1,,,,,,7
"De 35 a 39 años (156)",10,10,,3,3,4,,,,,,21
"De 40 a 44 años (157)",9,9,,,3,2,2,1,1,,,34
"De 45 a 49 años (158)",7,7,,,1,2,3,,,1,,33
"De 50 y más años (159)",13,13,,,4,2,3,4,,,,54
"Sup. no Univ. completa (160)",176,171,2,47,46,35,22,13,5,1,5,475
"De 20 a 24 años (163)",13,11,,8,3,,,,,,2,14
"De 25 a 29 años (164)",27,24,,12,8,4,,,,,3,40
"De 30 a 34 años (165)",29,29,1,13,12,3,,,,,,46
"De 35 a 39 años (166)",42,42,,8,13,11,8,2,,,,114
"De 40 a 44 años (167)",22,22,,2,4,7,5,4,,,,77
"De 45 a 49 años (168)",8,8,,,,5,1,,2,,,36
"De 50 y más años (169)",35,35,1,4,6,5,8,7,3,1,,148
"Sup. Univ. incompleta (170)",92,81,3,29,16,8,15,6,3,1,11,223
"De 20 a 24 años (173)",20,14,1,12,1,,,,,,6,14
"De 25 a 29 años (174)",16,12,2,5,5,,,,,,4,15
"De 30 a 34 años (175)",15,14,,5,5,2,2,,,,1,31
"De 35 a 39 años (176)",11,11,,4,2,2,3,,,,,26
"De 40 a 44 años (177)",9,9,,2,2,1,3,1,,,,27
"De 45 a 49 años (178)",6,6,,,,1,1,3,1,,,36
"De 50 y más años (179)",15,15,,1,1,2,6,2,2,1,,74
"Sup. Univ. completa (180)",211,193,,56,54,39,31,9,4,,18,509
"De 20 a 24 años (183)",6,3,,3,,,,,,,3,3
"De 25 a 29 años (184)",19,13,,10,3,,,,,,6,16
"De 30 a 34 años (185)",49,44,,20,20,2,2,,,,5,75
"De 35 a 39 años (186)",26,25,,7,5,9,3,1,,,1,63
"De 40 a 44 años (187)",31,29,,3,10,6,8,2,,,2,85
"De 45 a 49 años (188)",25,25,,3,4,9,8,,1,,,84
"De 50 y más años (189)",55,54,,10,12,13,10,6,3,,1,183
,,,,,,,,,,,,
"RURAL (200)",3387,3287,17,542,479,419,777,623,326,104,100,14078
"De 12 a 14 años (201)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (202)",131,128,,107,18,3,,,,,3,152
"De 20 a 24 años (203)",386,361,4,189,122,32,12,2,,,25,591
"De 25 a 29 años (204)",377,363,1,76,117,88,74,7,,,14,933
"De 30 a 34 años (205)",371,353,1,50,65,72,117,41,7,,18,1227
"De 35 a 39 años (206)",359,348,,28,41,53,128,73,22,3,11,1518
"De 40 a 44 años (207)",316,313,,15,20,36,88,109,33,12,3,1662
"De 45 a 49 años (208)",266,263,,15,20,26,65,74,48,15,3,1459
"De 50 y más años (209)",1177,1156,11,60,76,109,293,317,216,74,21,6534
"Sin nivel (210)",1227,1209,10,97,105,122,316,318,185,56,18,6303
"De 12 a 14 años (211)",1,1,,1,,,,,,,,1
"De 15 a 19 años (212)",9,9,,7,2,,,,,,,11
"De 20 a 24 años (213)",37,35,,16,12,4,1,2,,,2,68
"De 25 a 29 años (214)",45,44,,7,16,9,11,1,,,1,120
"De 30 a 34 años (215)",82,79,,10,12,14,29,12,2,,3,300
"De 35 a 39 años (216)",105,105,,7,10,12,41,27,5,3,,492
"De 40 a 44 años (217)",89,88,,3,1,8,22,36,12,6,1,521
"De 45 a 49 años (218)",101,100,,4,7,6,22,28,26,7,1,612
"De 50 y más años (219)",758,748,10,42,45,69,190,212,140,40,10,4178
"Educacion Inicial (220)",8,7,,2,1,,4,,,,1,23
"De 15 a 19 años (222)",2,2,,2,,,,,,,,2
"De 20 a 24 años (223)",1,,,,,,,,,,1,
"De 25 a 29 años (224)",2,2,,,1,,1,,,,,7
"De 30 a 34 años (225)",1,1,,,,,1,,,,,4
"De 35 a 39 años (226)",2,2,,,,,2,,,,,10
"Primaria (230)",1556,1514,4,215,245,225,373,280,125,47,42,6400
"De 12 a 14 años (231)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (232)",52,50,,41,7,2,,,,,2,61
"De 20 a 24 años (233)",197,190,1,86,75,22,6,,,,7,328
"De 25 a 29 años (234)",201,196,1,28,64,59,39,5,,,5,532
"De 30 a 34 años (235)",203,195,1,15,35,45,69,27,3,,8,719
"De 35 a 39 años (236)",186,182,,11,18,29,68,41,15,,4,827
"De 40 a 44 años (237)",195,193,,8,9,21,62,68,19,6,2,1029
"De 45 a 49 años (238)",141,139,,10,10,15,34,43,19,8,2,742
"De 50 y más años (239)",378,368,1,15,27,32,95,96,69,33,10,2161
"Secundaria (240)",418,398,3,172,85,47,61,18,11,1,20,953
"De 15 a 19 años (242)",68,67,,57,9,1,,,,,1,78
"De 20 a 24 años (243)",133,121,3,76,32,6,4,,,,12,174
"De 25 a 29 años (244)",102,99,,29,30,19,20,1,,,3,235
"De 30 a 34 años (245)",43,40,,6,6,9,15,2,2,,3,136
"De 35 a 39 años (246)",29,28,,2,4,6,10,4,2,,1,110
"De 40 a 44 años (247)",13,13,,,1,1,4,5,2,,,72
"De 45 a 49 años (248)",12,12,,1,1,1,4,3,2,,,60
"De 50 y más años (249)",18,18,,1,2,4,4,3,3,1,,88
"Sup. no Univ. incompleta (250)",24,22,,8,5,3,4,,2,,2,61
"De 20 a 24 años (253)",4,4,,4,,,,,,,,4
"De 25 a 29 años (254)",5,4,,2,1,,1,,,,1,8
"De 30 a 34 años (255)",6,6,,2,3,1,,,,,,11
"De 35 a 39 años (256)",3,2,,,1,1,,,,,1,5
"De 45 a 49 años (258)",2,2,,,,1,1,,,,,7
"De 50 y más años (259)",4,4,,,,,2,,2,,,26
"Sup. no Univ. completa (260)",48,47,,16,15,9,4,2,1,,1,111
"De 20 a 24 años (263)",3,3,,3,,,,,,,,3
"De 25 a 29 años (264)",9,9,,4,2,1,2,,,,,19
"De 30 a 34 años (265)",11,10,,5,3,2,,,,,1,17
"De 35 a 39 años (266)",9,9,,1,5,2,1,,,,,21
"De 40 a 44 años (267)",8,8,,2,3,3,,,,,,17
"De 45 a 49 años (268)",3,3,,,1,,1,,1,,,15
"De 50 y más años (269)",5,5,,1,1,1,,2,,,,19
"Sup. Univ. incompleta (270)",21,19,,8,5,2,3,1,,,2,42
"De 20 a 24 años (273)",6,5,,4,1,,,,,,1,6
"De 25 a 29 años (274)",4,3,,2,1,,,,,,1,4
"De 30 a 34 años (275)",1,1,,,1,,,,,,,2
"De 35 a 39 años (276)",4,4,,1,1,,2,,,,,11
"De 40 a 44 años (277)",1,1,,,,1,,,,,,3
"De 45 a 49 años (278)",1,1,,,,1,,,,,,3
"De 50 y más años (279)",4,4,,1,1,,1,1,,,,13
"Sup. Univ. completa (280)",85,71,,24,18,11,12,4,2,,14,185
"De 20 a 24 años (283)",5,3,,,2,,1,,,,2,8
"De 25 a 29 años (284)",9,6,,4,2,,,,,,3,8
"De 30 a 34 años (285)",24,21,,12,5,1,3,,,,3,38
"De 35 a 39 años (286)",21,16,,6,2,3,4,1,,,5,42
"De 40 a 44 años (287)",10,10,,2,6,2,,,,,,20
"De 45 a 49 años (288)",6,6,,,1,2,3,,,,,20
"De 50 y más años (289)",10,9,,,,3,1,3,2,,1,49
