"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",195,13,1,56,56,19,30,6,14
"Agricult.trabaj. calif.agrop. y pesquros (042)",154,35,1,47,39,6,12,1,13
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",81,2,1,8,39,7,12,5,7
"Obreros. construc., conf., papel, fab., instr (044)",67,,,16,25,9,8,2,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",206,28,1,70,67,10,13,7,10
"Otra (046)",1,,,,,,1,,
"Ocupación no especificada (047)",60,12,,14,12,4,5,3,10
"Hombres (048)",796,39,3,130,204,45,155,50,170
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",7,,,,2,,1,,4
"Profes., científicos e intelectuales (050)",203,,,,2,7,69,19,106
"Técnicos de nivel medio ytrab.asimilados (051)",27,,,,3,2,12,3,7
"Jefes y empleados de oficina (052)",66,,,1,29,1,17,9,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",78,,1,25,23,6,13,4,6
"Agricult.trabaj. calif.agrop. y pesquros (054)",139,29,1,42,36,6,12,1,12
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",72,2,,6,34,7,11,5,7
"Obreros. construc., conf., papel, fab., instr (056)",67,,,16,25,9,8,2,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",123,7,1,38,45,7,11,6,8
"Otra (058)",1,,,,,,1,,
"Ocupación no especificada (059)",13,1,,2,5,,,1,4
"Mujeres (060)",507,51,1,82,96,40,127,17,93
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,,,1,,1
"Profes., científicos e intelectuales (062)",147,,,,4,4,61,7,71
"Técnicos de nivel medio ytrab.asimilados (063)",28,,,,1,4,20,,3
"Jefes y empleados de oficina (064)",59,,,,21,12,20,5,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",117,13,,31,33,13,17,2,8
"Agricult.trabaj. calif.agrop. y pesquros (066)",15,6,,5,3,,,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",9,,1,2,5,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",83,21,,32,22,3,2,1,2
"Ocupación no especificada (071)",47,11,,12,7,4,5,2,6
,,,,,,,,,
"RURAL (072)",3789,1086,9,1514,784,70,178,40,108
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,,,1,,1
"Profes., científicos e intelectuales (074)",215,,,,18,26,87,10,74
"Técnicos de nivel medio ytrab.asimilados (075)",27,,,1,6,1,12,4,3
"Jefes y empleados de oficina (076)",81,,,5,36,10,18,8,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",81,22,,30,24,1,2,,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",1834,571,5,878,333,10,23,5,9
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",128,15,,30,64,4,8,4,3
"Obreros. construc., conf., papel, fab., instr (080)",90,20,1,34,23,5,5,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1114,361,3,470,241,13,12,5,9
"Ocupación no especificada (083)",217,97,,66,39,,10,2,3
"Hombres (084)",2931,699,8,1284,651,44,134,30,81
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,,,1,,1
"Profes., científicos e intelectuales (086)",147,,,,11,11,65,9,51
"Técnicos de nivel medio ytrab.asimilados (087)",13,,,1,3,,6,1,2
"Jefes y empleados de oficina (088)",40,,,4,11,6,12,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",31,5,,13,11,,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",1730,504,5,846,331,10,20,5,9
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",109,11,,27,53,4,8,3,3
"Obreros. construc., conf., papel, fab., instr (092)",90,20,1,34,23,5,5,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",716,143,2,346,194,8,11,5,7
"Ocupación no especificada (095)",53,16,,13,14,,5,2,3
"Mujeres (096)",858,387,1,230,133,26,44,10,27
"Profes., científicos e intelectuales (098)",68,,,,7,15,22,1,23
"Técnicos de nivel medio ytrab.asimilados (099)",14,,,,3,1,6,3,1
"Jefes y empleados de oficina (100)",41,,,1,25,4,6,5,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",50,17,,17,13,1,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",104,67,,32,2,,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",19,4,,3,11,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",398,218,1,124,47,5,1,,2
"Ocupación no especificada (107)",164,81,,53,25,,5,,
