"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",861,23,464,235,103,36
"Conviviente (001)",259,2,125,95,26,11
"Separado(a) (002)",22,,5,13,3,1
"Casado(a) (003)",175,,24,77,57,17
"Viudo(a) (004)",18,,1,2,10,5
"Divorciado(a) (005)",2,,,1,1,
"Soltero(a) (006)",385,21,309,47,6,2
"Hombres (008)",655,16,316,196,92,35
"Conviviente (009)",221,1,95,88,26,11
"Separado(a) (010)",8,,,6,1,1
"Casado(a) (011)",160,,19,70,54,17
"Viudo(a) (012)",15,,,2,8,5
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",250,15,202,29,3,1
"Mujeres (016)",206,7,148,39,11,1
"Conviviente (017)",38,1,30,7,,
"Separado(a) (018)",14,,5,7,2,
"Casado(a) (019)",15,,5,7,3,
"Viudo(a) (020)",3,,1,,2,
"Divorciado(a) (021)",1,,,,1,
"Soltero(a) (022)",135,6,107,18,3,1
,,,,,,
"AREA URBANA (024)",267,6,144,81,31,5
"Conviviente (025)",79,,43,31,5,
"Separado(a) (026)",11,,1,7,2,1
"Casado(a) (027)",47,,7,20,18,2
"Viudo(a) (028)",6,,,1,3,2
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",123,6,93,22,2,
"Hombres (032)",186,5,90,61,25,5
"Conviviente (033)",60,,27,28,5,
"Separado(a) (034)",4,,,2,1,1
"Casado(a) (035)",39,,4,17,16,2
"Viudo(a) (036)",5,,,1,2,2
"Soltero(a) (038)",78,5,59,13,1,
"Mujeres (040)",81,1,54,20,6,
"Conviviente (041)",19,,16,3,,
"Separado(a) (042)",7,,1,5,1,
"Casado(a) (043)",8,,3,3,2,
"Viudo(a) (044)",1,,,,1,
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",45,1,34,9,1,
,,,,,,
"AREA RURAL (048)",594,17,320,154,72,31
"Conviviente (049)",180,2,82,64,21,11
"Separado(a) (050)",11,,4,6,1,
"Casado(a) (051)",128,,17,57,39,15
"Viudo(a) (052)",12,,1,1,7,3
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",262,15,216,25,4,2
"Hombres (056)",469,11,226,135,67,30
"Conviviente (057)",161,1,68,60,21,11
"Separado(a) (058)",4,,,4,,
"Casado(a) (059)",121,,15,53,38,15
"Viudo(a) (060)",10,,,1,6,3
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",172,10,143,16,2,1
"Mujeres (064)",125,6,94,19,5,1
"Conviviente (065)",19,1,14,4,,
"Separado(a) (066)",7,,4,2,1,
"Casado(a) (067)",7,,2,4,1,
"Viudo(a) (068)",2,,1,,1,
"Soltero(a) (070)",90,5,73,9,2,1
