"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hogares privados con servicio doméstico (129)",172,,,,,,,,,172,,
"Actividad economica no especificada (131)",131,,,,5,,,,,,,126
,,,,,,,,,,,,
"RURAL (132)",28944,43,563,88,150,771,12747,1017,637,12455,5,468
"Agric., ganadería, caza y silvicultura (133)",23763,,,5,,,12727,3,12,11016,,
"Pesca (134)",39,1,,1,1,,20,,,16,,
"Explotación de minas y canteras (135)",479,,2,1,2,,,375,4,95,,
"Industrias manufactureras (136)",591,,,10,1,1,,557,15,7,,
"Suministro de electricidad, gas y agua (137)",8,,,,,,,5,,3,,
"Construcción (138)",773,,4,2,2,,,11,335,419,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1035,,,2,,652,,64,10,307,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",53,,,,,1,,42,10,,,
"Comercio al por mayor (141)",49,,,1,,48,,,,,,
"Comercio al por menor (142)",933,,,1,,603,,22,,307,,
"Hoteles y restaurantes (143)",174,,,1,,77,,,,96,,
"Trans., almac. y comunicaciones (144)",418,,,1,3,,,,246,168,,
"Intermediación financiera (145)",2,,,,1,1,,,,,,
"Activid.inmobil., empres. y alquileres (146)",69,,10,9,5,21,,,9,15,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",234,38,4,11,107,3,,,6,60,5,
"Enseñanza (148)",560,4,530,1,18,,,,,7,,
"Servicios sociales y de salud (149)",54,,10,29,6,6,,,,3,,
"Otras activ. serv.comun.soc y personales (150)",61,,2,14,2,10,,2,,31,,
"Hogares privados con servicio doméstico (151)",212,,,,,,,,,212,,
"Actividad economica no especificada (153)",472,,1,1,2,,,,,,,468
"Hombres (154)",17052,32,475,70,126,369,9186,827,629,5127,5,206
"Agric., ganadería, caza y silvicultura (155)",13404,,,5,,,9168,3,12,4216,,
"Pesca (156)",31,,,,1,,18,,,12,,
"Explotación de minas y canteras (157)",452,,2,1,2,,,357,4,86,,
"Industrias manufactureras (158)",416,,,9,1,1,,386,12,7,,
"Suministro de electricidad, gas y agua (159)",8,,,,,,,5,,3,,
"Construcción (160)",758,,4,2,2,,,11,331,408,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",519,,,1,,321,,64,10,123,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",53,,,,,1,,42,10,,,
"Comercio al por mayor (163)",38,,,1,,37,,,,,,
"Comercio al por menor (164)",428,,,,,283,,22,,123,,
"Hoteles y restaurantes (165)",39,,,1,,17,,,,21,,
"Trans., almac. y comunicaciones (166)",407,,,,1,,,,245,161,,
"Activid.inmobil., empres. y alquileres (168)",58,,7,6,4,20,,,9,12,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",203,28,4,11,93,3,,,6,53,5,
"Enseñanza (170)",476,4,450,1,16,,,,,5,,
"Servicios sociales y de salud (171)",32,,5,18,5,3,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",27,,2,14,,4,,1,,6,,
"Hogares privados con servicio doméstico (173)",13,,,,,,,,,13,,
"Actividad economica no especificada (175)",209,,1,1,1,,,,,,,206
"Mujeres (176)",11892,11,88,18,24,402,3561,190,8,7328,,262
"Agric., ganadería, caza y silvicultura (177)",10359,,,,,,3559,,,6800,,
"Pesca (178)",8,1,,1,,,2,,,4,,
"Explotación de minas y canteras (179)",27,,,,,,,18,,9,,
"Industrias manufactureras (180)",175,,,1,,,,171,3,,,
"Construcción (182)",15,,,,,,,,4,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",516,,,1,,331,,,,184,,
"Comercio al por mayor (185)",11,,,,,11,,,,,,
"Comercio al por menor (186)",505,,,1,,320,,,,184,,
"Hoteles y restaurantes (187)",135,,,,,60,,,,75,,
"Trans., almac. y comunicaciones (188)",11,,,1,2,,,,1,7,,
"Intermediación financiera (189)",2,,,,1,1,,,,,,
"Activid.inmobil., empres. y alquileres (190)",11,,3,3,1,1,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",31,10,,,14,,,,,7,,
"Enseñanza (192)",84,,80,,2,,,,,2,,
"Servicios sociales y de salud (193)",22,,5,11,1,3,,,,2,,
"Otras activ. serv.comun.soc y personales (194)",34,,,,2,6,,1,,25,,
"Hogares privados con servicio doméstico (195)",199,,,,,,,,,199,,
"Actividad economica no especificada (197)",263,,,,1,,,,,,,262
