"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia AZANGARO (000)",38599,86,2248,376,604,2311,14003,1822,1538,14845,80,686
"Agric., ganadería, caza y silvicultura (001)",25909,,6,13,,,13983,4,16,11887,,
"Pesca (002)",42,1,1,1,1,,20,,,18,,
"Explotación de minas y canteras (003)",716,,4,1,2,,,556,9,144,,
"Industrias manufactureras (004)",1096,,2,18,3,1,,1026,36,10,,
"Suministro de electricidad, gas y agua (005)",37,,1,6,3,,,11,4,12,,
"Construcción (006)",1767,2,28,54,27,,,37,876,743,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2872,,2,12,1,1994,,174,14,675,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",154,,,1,,30,,109,13,1,,
"Comercio al por mayor (009)",127,,,3,,124,,,,,,
"Comercio al por menor (010)",2591,,2,8,1,1840,,65,1,674,,
"Hoteles y restaurantes (011)",481,,,5,4,201,,,,271,,
"Trans., almac. y comunicaciones (012)",906,,2,5,8,,,2,542,347,,
"Intermediación financiera (013)",12,,2,,9,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",226,,53,32,31,37,,5,15,53,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",821,68,41,39,425,7,,2,18,141,80,
"Enseñanza (016)",2114,15,2027,2,44,,,,1,25,,
"Servicios sociales y de salud (017)",292,,65,134,28,37,,1,4,23,,
"Otras activ. serv.comun.soc y personales (018)",211,,13,53,7,33,,4,3,98,,
"Hogares privados con servicio doméstico (019)",398,,,,,,,,,398,,
"Actividad economica no especificada (021)",699,,1,1,11,,,,,,,686
"Hombres (022)",22914,69,1629,273,391,815,10062,1431,1510,6361,75,298
"Agric., ganadería, caza y silvicultura (023)",14738,,6,13,,,10044,4,16,4655,,
"Pesca (024)",31,,,,1,,18,,,12,,
"Explotación de minas y canteras (025)",674,,4,1,2,,,527,9,131,,
"Industrias manufactureras (026)",727,,2,14,3,1,,670,27,10,,
"Suministro de electricidad, gas y agua (027)",34,,,6,2,,,11,4,11,,
"Construcción (028)",1714,2,23,46,22,,,36,866,719,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1117,,1,9,1,686,,172,13,235,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",134,,,1,,11,,109,12,1,,
"Comercio al por mayor (031)",72,,,3,,69,,,,,,
"Comercio al por menor (032)",911,,1,5,1,606,,63,1,234,,
"Hoteles y restaurantes (033)",104,,,2,2,53,,,,47,,
"Trans., almac. y comunicaciones (034)",862,,,3,6,,,2,534,317,,
"Intermediación financiera (035)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",172,,43,26,17,36,,4,15,31,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",615,54,36,34,267,7,,2,18,122,75,
"Enseñanza (038)",1543,13,1473,2,36,,,,1,18,,
"Servicios sociales y de salud (039)",143,,27,67,20,20,,1,4,4,,
"Otras activ. serv.comun.soc y personales (040)",104,,12,49,4,12,,2,3,22,,
"Hogares privados con servicio doméstico (041)",27,,,,,,,,,27,,
"Actividad economica no especificada (043)",305,,1,1,5,,,,,,,298
"Mujeres (044)",15685,17,619,103,213,1496,3941,391,28,8484,5,388
"Agric., ganadería, caza y silvicultura (045)",11171,,,,,,3939,,,7232,,
"Pesca (046)",11,1,1,1,,,2,,,6,,
"Explotación de minas y canteras (047)",42,,,,,,,29,,13,,
"Industrias manufactureras (048)",369,,,4,,,,356,9,,,
"Suministro de electricidad, gas y agua (049)",3,,1,,1,,,,,1,,
"Construcción (050)",53,,5,8,5,,,1,10,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1755,,1,3,,1308,,2,1,440,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",20,,,,,19,,,1,,,
"Comercio al por mayor (053)",55,,,,,55,,,,,,
"Comercio al por menor (054)",1680,,1,3,,1234,,2,,440,,
"Hoteles y restaurantes (055)",377,,,3,2,148,,,,224,,
"Trans., almac. y comunicaciones (056)",44,,2,2,2,,,,8,30,,
"Intermediación financiera (057)",8,,1,,6,1,,,,,,
"Activid.inmobil., empres. y alquileres (058)",54,,10,6,14,1,,1,,22,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",206,14,5,5,158,,,,,19,5,
"Enseñanza (060)",571,2,554,,8,,,,,7,,
"Servicios sociales y de salud (061)",149,,38,67,8,17,,,,19,,
"Otras activ. serv.comun.soc y personales (062)",107,,1,4,3,21,,2,,76,,
"Hogares privados con servicio doméstico (063)",371,,,,,,,,,371,,
"Actividad economica no especificada (065)",394,,,,6,,,,,,,388
,,,,,,,,,,,,
"URBANA (066)",9655,43,1685,288,454,1540,1256,805,901,2390,75,218
"Agric., ganadería, caza y silvicultura (067)",2146,,6,8,,,1256,1,4,871,,
"Pesca (068)",3,,1,,,,,,,2,,
"Explotación de minas y canteras (069)",237,,2,,,,,181,5,49,,
"Industrias manufactureras (070)",505,,2,8,2,,,469,21,3,,
"Suministro de electricidad, gas y agua (071)",29,,1,6,3,,,6,4,9,,
"Construcción (072)",994,2,24,52,25,,,26,541,324,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1837,,2,10,1,1342,,110,4,368,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",101,,,1,,29,,67,3,1,,
"Comercio al por mayor (075)",78,,,2,,76,,,,,,
"Comercio al por menor (076)",1658,,2,7,1,1237,,43,1,367,,
"Hoteles y restaurantes (077)",307,,,4,4,124,,,,175,,
"Trans., almac. y comunicaciones (078)",488,,2,4,5,,,2,296,179,,
"Intermediación financiera (079)",10,,2,,8,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",157,,43,23,26,16,,5,6,38,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",587,30,37,28,318,4,,2,12,81,75,
"Enseñanza (082)",1554,11,1497,1,26,,,,1,18,,
"Servicios sociales y de salud (083)",238,,55,105,22,31,,1,4,20,,
"Otras activ. serv.comun.soc y personales (084)",150,,11,39,5,23,,2,3,67,,
"Hogares privados con servicio doméstico (085)",186,,,,,,,,,186,,
"Actividad economica no especificada (087)",227,,,,9,,,,,,,218
"Hombres (088)",5862,37,1154,203,265,446,876,604,881,1234,70,92
"Agric., ganadería, caza y silvicultura (089)",1334,,6,8,,,876,1,4,439,,
"Explotación de minas y canteras (091)",222,,2,,,,,170,5,45,,
"Industrias manufactureras (092)",311,,2,5,2,,,284,15,3,,
"Suministro de electricidad, gas y agua (093)",26,,,6,2,,,6,4,8,,
"Construcción (094)",956,2,19,44,20,,,25,535,311,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",598,,1,8,1,365,,108,3,112,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",81,,,1,,10,,67,2,1,,
"Comercio al por mayor (097)",34,,,2,,32,,,,,,
"Comercio al por menor (098)",483,,1,5,1,323,,41,1,111,,
"Hoteles y restaurantes (099)",65,,,1,2,36,,,,26,,
"Trans., almac. y comunicaciones (100)",455,,,3,5,,,2,289,156,,
"Intermediación financiera (101)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",114,,36,20,13,16,,4,6,19,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",412,26,32,23,174,4,,2,12,69,70,
"Enseñanza (104)",1067,9,1023,1,20,,,,1,13,,
"Servicios sociales y de salud (105)",111,,22,49,15,17,,1,4,3,,
"Otras activ. serv.comun.soc y personales (106)",77,,10,35,4,8,,1,3,16,,
"Hogares privados con servicio doméstico (107)",14,,,,,,,,,14,,
"Actividad economica no especificada (109)",96,,,,4,,,,,,,92
"Mujeres (110)",3793,6,531,85,189,1094,380,201,20,1156,5,126
"Agric., ganadería, caza y silvicultura (111)",812,,,,,,380,,,432,,
"Pesca (112)",3,,1,,,,,,,2,,
"Explotación de minas y canteras (113)",15,,,,,,,11,,4,,
"Industrias manufactureras (114)",194,,,3,,,,185,6,,,
"Suministro de electricidad, gas y agua (115)",3,,1,,1,,,,,1,,
"Construcción (116)",38,,5,8,5,,,1,6,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1239,,1,2,,977,,2,1,256,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",20,,,,,19,,,1,,,
"Comercio al por mayor (119)",44,,,,,44,,,,,,
"Comercio al por menor (120)",1175,,1,2,,914,,2,,256,,
"Hoteles y restaurantes (121)",242,,,3,2,88,,,,149,,
"Trans., almac. y comunicaciones (122)",33,,2,1,,,,,7,23,,
"Intermediación financiera (123)",6,,1,,5,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",43,,7,3,13,,,1,,19,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",175,4,5,5,144,,,,,12,5,
"Enseñanza (126)",487,2,474,,6,,,,,5,,
"Servicios sociales y de salud (127)",127,,33,56,7,14,,,,17,,
"Otras activ. serv.comun.soc y personales (128)",73,,1,4,1,15,,1,,51,,
