"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PAITA (000)",37045,6611,12405,12445,647,1626,597,2714
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",70,66,,,4,,,
"Profes., científicos e intelectuales (002)",1543,1302,,198,37,6,,
"Técnicos de nivel medio y trab. asimilados (003)",1515,1050,,386,62,12,5,
"Jefes y empleados de oficina (004)",1527,1506,,9,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4172,1061,93,2531,118,369,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5600,2,894,4395,273,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4725,,3602,1047,47,29,,
"Obreros construc.,conf.,papel, fab., instr. (008)",4021,380,1138,2397,65,41,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",10170,840,6472,1239,25,1002,592,
"Otra (010)",229,229,,,,,,
"Ocupación no especificada (011)",759,175,206,243,16,119,,
"Desocupado (012)",2714,,,,,,,2714
"Hombres (013)",27884,3998,10330,9660,527,1139,32,2198
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",52,50,,,2,,,
"Profes., científicos e intelectuales (015)",662,521,,108,31,2,,
"Técnicos de nivel medio y trab. asimilados (016)",1029,728,,252,44,4,1,
"Jefes y empleados de oficina (017)",789,779,,2,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1830,695,51,946,57,81,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5522,2,879,4336,271,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3606,,2657,881,44,24,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3936,374,1107,2357,60,38,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",7719,559,5519,668,12,930,31,
"Otra (023)",224,224,,,,,,
"Ocupación no especificada (024)",317,66,117,110,6,18,,
"Desocupado (025)",2198,,,,,,,2198
"Mujeres (026)",9161,2613,2075,2785,120,487,565,516
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",18,16,,,2,,,
"Profes., científicos e intelectuales (028)",881,781,,90,6,4,,
"Técnicos de nivel medio y trab. asimilados (029)",486,322,,134,18,8,4,
"Jefes y empleados de oficina (030)",738,727,,7,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2342,366,42,1585,61,288,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",78,,15,59,2,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",1119,,945,166,3,5,,
"Obreros construc.,conf.,papel, fab., instr. (034)",85,6,31,40,5,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2451,281,953,571,13,72,561,
"Otra (036)",5,5,,,,,,
"Ocupación no especificada (037)",442,109,89,133,10,101,,
"Desocupado (038)",516,,,,,,,516
,,,,,,,,
"URBANA (039)",35415,6465,11832,11856,645,1477,580,2560
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",67,63,,,4,,,
"Profes., científicos e intelectuales (041)",1518,1281,,194,37,6,,
"Técnicos de nivel medio y trab. asimilados (042)",1499,1035,,385,62,12,5,
"Jefes y empleados de oficina (043)",1487,1466,,9,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4070,1030,90,2472,118,360,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5160,2,890,3961,271,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",4579,,3489,1016,47,27,,
"Obreros construc.,conf.,papel, fab., instr. (047)",3926,376,1091,2353,65,41,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",9572,814,6070,1223,25,865,575,
"Otra (049)",226,226,,,,,,
"Ocupación no especificada (050)",751,172,202,243,16,118,,
"Desocupado (051)",2560,,,,,,,2560
"Hombres (052)",26440,3888,9811,9124,525,1008,32,2052
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",51,49,,,2,,,
"Profes., científicos e intelectuales (054)",655,516,,106,31,2,,
"Técnicos de nivel medio y trab. asimilados (055)",1016,716,,251,44,4,1,
"Jefes y empleados de oficina (056)",757,747,,2,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1772,667,48,920,57,80,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5086,2,875,3906,269,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",3489,,2566,857,44,22,,
"Obreros construc.,conf.,papel, fab., instr. (060)",3841,370,1060,2313,60,38,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",7190,537,5149,659,12,802,31,
"Otra (062)",221,221,,,,,,
"Ocupación no especificada (063)",310,63,113,110,6,18,,
"Desocupado (064)",2052,,,,,,,2052
"Mujeres (065)",8975,2577,2021,2732,120,469,548,508
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",16,14,,,2,,,
"Profes., científicos e intelectuales (067)",863,765,,88,6,4,,
"Técnicos de nivel medio y trab. asimilados (068)",483,319,,134,18,8,4,
"Jefes y empleados de oficina (069)",730,719,,7,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2298,363,42,1552,61,280,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",74,,15,55,2,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",1090,,923,159,3,5,,
"Obreros construc.,conf.,papel, fab., instr. (073)",85,6,31,40,5,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2382,277,921,564,13,63,544,
"Otra (075)",5,5,,,,,,
"Ocupación no especificada (076)",441,109,89,133,10,100,,
"Desocupado (077)",508,,,,,,,508
,,,,,,,,
"RURAL (078)",1630,146,573,589,2,149,17,154
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",25,21,,4,,,,
"Técnicos de nivel medio y trab. asimilados (081)",16,15,,1,,,,
"Jefes y empleados de oficina (082)",40,40,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",102,31,3,59,,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",440,,4,434,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",146,,113,31,,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",95,4,47,44,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",598,26,402,16,,137,17,
"Otra (088)",3,3,,,,,,
"Ocupación no especificada (089)",8,3,4,,,1,,
"Desocupado (090)",154,,,,,,,154
"Hombres (091)",1444,110,519,536,2,131,,146
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",7,5,,2,,,,
"Técnicos de nivel medio y trab. asimilados (094)",13,12,,1,,,,
"Jefes y empleados de oficina (095)",32,32,,,,,,
