"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1866,,,,301,839,369,335,22
"Superior no univ. completo (036)",2145,,,,,682,691,733,39
"Superior univ. incompleto (037)",1143,,,,149,505,216,258,15
"Superior univ. completo (038)",2040,,,,,467,655,870,48
"Hombres (040)",29004,1715,3592,4256,3534,4565,3865,6142,1335
"Sin nivel (041)",2383,1715,266,48,28,66,37,124,99
"Educación inicial (042)",898,,870,11,2,6,9,,
"Primaria (043)",11599,,2456,2897,602,875,1119,2650,1000
"Secundaria (044)",10064,,,1300,2681,2291,1642,2003,147
"Superior no univ. incompleto (045)",1064,,,,150,466,202,230,16
"Superior no univ. completo (046)",1116,,,,,347,351,395,23
"Superior univ. incompleto (047)",677,,,,71,275,134,185,12
"Superior univ. completo (048)",1203,,,,,239,371,555,38
"Mujeres (050)",28951,1627,3468,4130,3648,4868,4098,5689,1423
"Sin nivel (051)",2986,1627,225,39,33,86,128,449,399
"Educación inicial (052)",841,,811,18,3,3,6,,
"Primaria (053)",13033,,2432,2756,799,1411,1605,3121,909
"Secundaria (054)",8957,,,1317,2584,2202,1486,1288,80
"Superior no univ. incompleto (055)",802,,,,151,373,167,105,6
"Superior no univ. completo (056)",1029,,,,,335,340,338,16
"Superior univ. incompleto (057)",466,,,,78,230,82,73,3
"Superior univ. completo (058)",837,,,,,228,284,315,10
,,,,,,,,,
"RURAL (060)",37335,3143,6789,5651,3769,6161,4709,6121,992
"Sin nivel (061)",9203,3143,1655,237,305,788,987,1724,364
"Educación inicial (062)",927,,888,14,8,13,4,,
"Primaria (063)",22427,,4246,5007,2284,3763,2807,3718,602
"Secundaria (064)",4276,,,393,1159,1427,728,546,23
"Superior no univ. incompleto (065)",143,,,,13,64,40,26,
"Superior no univ. completo (066)",167,,,,,40,75,52,
"Superior univ. incompleto (067)",66,,,,,34,18,13,1
"Superior univ. completo (068)",126,,,,,32,50,42,2
"Hombres (070)",19737,1568,3390,3004,1945,3185,2566,3529,550
"Sin nivel (071)",3716,1568,800,88,69,172,265,638,116
"Educación inicial (072)",465,,452,8,2,3,,,
"Primaria (073)",12195,,2138,2673,1118,1910,1623,2325,408
"Secundaria (074)",3002,,,235,746,983,553,462,23
"Superior no univ. incompleto (075)",112,,,,10,50,30,22,
"Superior no univ. completo (076)",109,,,,,24,46,39,
"Superior univ. incompleto (077)",50,,,,,23,14,12,1
"Superior univ. completo (078)",88,,,,,20,35,31,2
"Mujeres (080)",17598,1575,3399,2647,1824,2976,2143,2592,442
"Sin nivel (081)",5487,1575,855,149,236,616,722,1086,248
"Educación inicial (082)",462,,436,6,6,10,4,,
"Primaria (083)",10232,,2108,2334,1166,1853,1184,1393,194
"Secundaria (084)",1274,,,158,413,444,175,84,
"Superior no univ. incompleto (085)",31,,,,3,14,10,4,
"Superior no univ. completo (086)",58,,,,,16,29,13,
"Superior univ. incompleto (087)",16,,,,,11,4,1,
"Superior univ. completo (088)",38,,,,,12,15,11,
