"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Trans., almac. y comunicaciones (122)",305,,9,56,72,3,,2,70,93,,
"Intermediación financiera (123)",159,,10,41,99,,,,,9,,
"Activid.inmobil., empres. y alquileres (124)",867,1,184,246,304,7,,2,7,116,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",603,12,67,84,313,14,,,9,70,34,
"Enseñanza (126)",4030,43,3869,26,69,,,,,23,,
"Servicios sociales y de salud (127)",970,,341,491,71,28,,2,,37,,
"Otras activ. serv.comun.soc y personales (128)",1098,1,36,68,94,215,,4,,680,,
"Hogares privados con servicio doméstico (129)",1864,,,5,,1,,,,1858,,
"Actividad economica no especificada (131)",1133,,3,14,174,,,,,8,,934
,,,,,,,,,,,,
"RURAL (132)",8463,10,103,65,44,356,2786,169,232,4401,39,258
"Agric., ganadería, caza y silvicultura (133)",6634,,2,6,5,,2758,,3,3860,,
"Pesca (134)",89,,1,,,,28,2,,58,,
"Explotación de minas y canteras (135)",30,,2,1,,,,16,,11,,
"Industrias manufactureras (136)",149,,1,3,3,,,110,2,30,,
"Suministro de electricidad, gas y agua (137)",15,,,,1,,,4,5,5,,
"Construcción (138)",69,,,,,,,5,44,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",420,,3,12,8,268,,28,4,97,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",28,,,,,2,,22,1,3,,
"Comercio al por mayor (141)",42,,1,3,8,18,,,1,11,,
"Comercio al por menor (142)",350,,2,9,,248,,6,2,83,,
"Hoteles y restaurantes (143)",95,,,1,1,54,,,,39,,
"Trans., almac. y comunicaciones (144)",200,,,,2,1,,1,166,30,,
"Intermediación financiera (145)",2,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",79,,2,5,6,28,,2,7,29,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",73,5,2,6,10,1,,,1,9,39,
"Enseñanza (148)",95,4,82,4,4,,,,,1,,
"Servicios sociales y de salud (149)",27,,6,20,,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",110,,2,5,4,4,,1,,94,,
"Hogares privados con servicio doméstico (151)",116,,,,,,,,,116,,
"Actividad economica no especificada (153)",260,,,1,,,,,,1,,258
"Hombres (154)",7487,6,44,33,31,182,2706,140,229,3877,39,200
"Agric., ganadería, caza y silvicultura (155)",6246,,2,5,4,,2678,,3,3554,,
"Pesca (156)",85,,1,,,,28,2,,54,,
"Explotación de minas y canteras (157)",27,,2,,,,,14,,11,,
"Industrias manufactureras (158)",114,,,1,3,,,84,2,24,,
"Suministro de electricidad, gas y agua (159)",15,,,,1,,,4,5,5,,
"Construcción (160)",65,,,,,,,5,42,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",253,,2,6,8,142,,28,4,63,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",28,,,,,2,,22,1,3,,
"Comercio al por mayor (163)",35,,1,1,8,13,,,1,11,,
"Comercio al por menor (164)",190,,1,5,,127,,6,2,49,,
"Hoteles y restaurantes (165)",11,,,,,9,,,,2,,
"Trans., almac. y comunicaciones (166)",197,,,,1,1,,1,165,29,,
"Intermediación financiera (167)",1,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",69,,2,4,3,28,,1,7,24,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",66,4,2,4,8,1,,,1,7,39,
"Enseñanza (170)",36,1,30,3,2,,,,,,,
"Servicios sociales y de salud (171)",7,,2,5,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",84,,1,5,1,1,,1,,75,,
"Hogares privados con servicio doméstico (173)",10,,,,,,,,,10,,
"Actividad economica no especificada (175)",201,,,,,,,,,1,,200
"Mujeres (176)",976,4,59,32,13,174,80,29,3,524,,58
"Agric., ganadería, caza y silvicultura (177)",388,,,1,1,,80,,,306,,
"Pesca (178)",4,,,,,,,,,4,,
"Explotación de minas y canteras (179)",3,,,1,,,,2,,,,
"Industrias manufactureras (180)",35,,1,2,,,,26,,6,,
"Construcción (182)",4,,,,,,,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",167,,1,6,,126,,,,34,,
"Comercio al por mayor (185)",7,,,2,,5,,,,,,
"Comercio al por menor (186)",160,,1,4,,121,,,,34,,
"Hoteles y restaurantes (187)",84,,,1,1,45,,,,37,,
"Trans., almac. y comunicaciones (188)",3,,,,1,,,,1,1,,
"Intermediación financiera (189)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",10,,,1,3,,,1,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,1,,2,2,,,,,2,,
"Enseñanza (192)",59,3,52,1,2,,,,,1,,
"Servicios sociales y de salud (193)",20,,4,15,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",26,,1,,3,3,,,,19,,
"Hogares privados con servicio doméstico (195)",106,,,,,,,,,106,,
"Actividad economica no especificada (197)",59,,,1,,,,,,,,58
