"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SANTA CRUZ (000)",43856,22012,21844,9192,4565,4627,34664,17447,17217
"Menores de 1 año (001)",715,361,354,147,75,72,568,286,282
"Menores de 1 mes (002)",51,26,25,14,4,10,37,22,15
"De 1 a 11 meses (003)",664,335,329,133,71,62,531,264,267
"De 1 a 4 años (004)",3588,1852,1736,678,346,332,2910,1506,1404
"1 año (005)",795,407,388,147,81,66,648,326,322
"2 años (006)",954,486,468,170,86,84,784,400,384
"3 años (007)",930,509,421,190,97,93,740,412,328
"4 años (008)",909,450,459,171,82,89,738,368,370
"De 5 a 9 años (009)",4809,2446,2363,900,446,454,3909,2000,1909
"5 años (010)",885,458,427,176,89,87,709,369,340
"6 años (011)",870,441,429,167,78,89,703,363,340
"7 años (012)",993,514,479,186,88,98,807,426,381
"8 años (013)",998,501,497,179,81,98,819,420,399
"9 años (014)",1063,532,531,192,110,82,871,422,449
"De 10 a 14 años (015)",6079,3132,2947,1154,595,559,4925,2537,2388
"10 años (016)",1233,629,604,207,113,94,1026,516,510
"11 años (017)",1215,625,590,242,124,118,973,501,472
"12 años (018)",1260,647,613,244,127,117,1016,520,496
"13 años (019)",1205,625,580,230,112,118,975,513,462
"14 años (020)",1166,606,560,231,119,112,935,487,448
"De 15 a 19 años (021)",4146,2282,1864,828,416,412,3318,1866,1452
"15 años (022)",1101,605,496,225,126,99,876,479,397
"16 años (023)",955,533,422,204,105,99,751,428,323
"17 años (024)",834,478,356,137,66,71,697,412,285
"18 años (025)",702,385,317,138,64,74,564,321,243
"19 años (026)",554,281,273,124,55,69,430,226,204
"De 20 a 24 años (027)",3016,1520,1496,689,312,377,2327,1208,1119
"20 años (028)",605,319,286,135,67,68,470,252,218
"21 años (029)",509,238,271,134,58,76,375,180,195
"22 años (030)",632,353,279,140,62,78,492,291,201
"23 años (031)",632,292,340,145,68,77,487,224,263
"24 años (032)",638,318,320,135,57,78,503,261,242
"De 25 a 29 años (033)",2696,1335,1361,580,281,299,2116,1054,1062
"25 años (034)",569,280,289,113,58,55,456,222,234
"26 años (035)",499,253,246,113,64,49,386,189,197
"27 años (036)",568,277,291,124,51,73,444,226,218
"28 años (037)",571,277,294,125,61,64,446,216,230
"29 años (038)",489,248,241,105,47,58,384,201,183
"De 30 a 34 años (039)",2705,1289,1416,640,305,335,2065,984,1081
"30 años (040)",654,301,353,147,66,81,507,235,272
"31 años (041)",450,220,230,119,56,63,331,164,167
"32 años (042)",579,292,287,134,68,66,445,224,221
"33 años (043)",516,248,268,122,64,58,394,184,210
"34 años (044)",506,228,278,118,51,67,388,177,211
"De 35 a 39 años (045)",2831,1341,1490,772,366,406,2059,975,1084
