"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONTUMAZA (000)",9137,1591,2076,4121,119,1065,165
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,28,,,1,,
"Profes., científicos e intelectuales (002)",907,856,,48,2,1,
"Técnicos de nivel medio y trab. asimilados (003)",178,136,,39,2,,1
"Jefes y empleados de oficina (004)",188,187,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",706,126,8,489,17,66,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2718,2,1,2641,74,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",504,,126,331,6,41,
"Obreros construc.,conf., papel, fab., instr. (008)",515,65,191,234,13,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",3183,114,1707,285,3,910,164
"Otra (010)",45,45,,,,,
"Ocupación no especificada (011)",164,32,43,53,1,35,
"Hombres (012)",7162,879,1909,3389,106,877,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",24,23,,,1,,
"Profes., científicos e intelectuales (014)",440,410,,27,2,1,
"Técnicos de nivel medio y trab. asimilados (015)",120,85,,33,2,,
"Jefes y empleados de oficina (016)",102,101,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",314,74,1,215,9,15,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",2647,2,1,2573,71,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",313,,115,169,6,23,
"Obreros construc.,conf., papel, fab., instr. (020)",508,65,188,230,13,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2565,59,1576,114,1,813,2
"Otra (022)",45,45,,,,,
"Ocupación no especificada (023)",84,15,28,27,1,13,
"Mujeres (024)",1975,712,167,732,13,188,163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",467,446,,21,,,
"Técnicos de nivel medio y trab. asimilados (027)",58,51,,6,,,1
"Jefes y empleados de oficina (028)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",392,52,7,274,8,51,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",71,,,68,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",191,,11,162,,18,
"Obreros construc.,conf., papel, fab., instr. (032)",7,,3,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",618,55,131,171,2,97,162
"Ocupación no especificada (035)",80,17,15,26,,22,
,,,,,,,
"URBANA (036)",4444,1429,978,1628,75,209,125
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,25,,,1,,
"Profes., científicos e intelectuales (038)",808,766,,39,2,1,
"Técnicos de nivel medio y trab. asimilados (039)",159,123,,33,2,,1
"Jefes y empleados de oficina (040)",179,178,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",564,103,4,390,13,54,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",567,1,,530,36,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",305,,106,187,6,6,
"Obreros construc.,conf., papel, fab., instr. (044)",434,61,161,195,13,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1267,103,680,231,2,127,124
"Otra (046)",42,42,,,,,
"Ocupación no especificada (047)",93,27,27,22,,17,
"Hombres (048)",2968,782,862,1132,64,127,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,20,,,1,,
"Profes., científicos e intelectuales (050)",397,373,,21,2,1,
"Técnicos de nivel medio y trab. asimilados (051)",103,73,,28,2,,
"Jefes y empleados de oficina (052)",96,95,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",243,54,,170,7,12,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",535,1,,501,33,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",231,,96,124,6,5,
"Obreros construc.,conf., papel, fab., instr. (056)",428,61,158,192,13,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",825,52,590,84,,98,1
"Otra (058)",42,42,,,,,
"Ocupación no especificada (059)",47,11,18,11,,7,
"Mujeres (060)",1476,647,116,496,11,82,124
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",411,393,,18,,,
"Técnicos de nivel medio y trab. asimilados (063)",56,50,,5,,,1
"Jefes y empleados de oficina (064)",83,83,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",321,49,4,220,6,42,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",32,,,29,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",74,,10,63,,1,
"Obreros construc.,conf., papel, fab., instr. (068)",6,,3,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",442,51,90,147,2,29,123
"Ocupación no especificada (071)",46,16,9,11,,10,
,,,,,,,
"RURAL (072)",4693,162,1098,2493,44,856,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",99,90,,9,,,
"Técnicos de nivel medio y trab. asimilados (075)",19,13,,6,,,
"Jefes y empleados de oficina (076)",9,9,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",142,23,4,99,4,12,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2151,1,1,2111,38,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",199,,20,144,,35,
"Obreros construc.,conf., papel, fab., instr. (080)",81,4,30,39,,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1916,11,1027,54,1,783,40
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",71,5,16,31,1,18,
"Hombres (084)",4194,97,1047,2257,42,750,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",43,37,,6,,,
"Técnicos de nivel medio y trab. asimilados (087)",17,12,,5,,,
"Jefes y empleados de oficina (088)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",71,20,1,45,2,3,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2112,1,1,2072,38,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",82,,19,45,,18,
"Obreros construc.,conf., papel, fab., instr. (092)",80,4,30,38,,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1740,7,986,30,1,715,1
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",37,4,10,16,1,6,
"Mujeres (096)",499,65,51,236,2,106,39
"Profes., científicos e intelectuales (098)",56,53,,3,,,
"Técnicos de nivel medio y trab. asimilados (099)",2,1,,1,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",71,3,3,54,2,9,
