"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PURUS (000)",1140,3162,2825,,108,89.3,3.4
"De 12 a 14 años (001)",148,6,6,,3,100,50
"De 15 a 19 años (002)",191,128,120,28,93.8,21.9,
"De 20 a 24 años (003)",141,220,210,25,95.5,11.4,
"De 25 a 29 años (004)",161,455,424,23,93.2,5.1,
"De 30 a 34 años (005)",130,446,413,15,92.6,3.4,
"De 35 a 39 años (006)",98,433,396,10,91.5,2.3,
"De 40 a 44 años (007)",86,431,401,4,93,0.9,
"De 45 a 49 años (008)",56,292,257,,88,,
"De 50 y más años (009)",129,751,598,,79.6,,
"Conviviente (010)",653,2158,1907,94,88.4,4.4,
"De 12 a 14 años (011)",15,5,5,2,100,40,
"De 15 a 19 años (012)",103,105,98,23,93.3,21.9,
"De 20 a 24 años (013)",108,183,173,21,94.5,11.5,
"De 25 a 29 años (014)",128,374,344,20,92,5.3,
"De 30 a 34 años (015)",95,356,326,14,91.6,3.9,
"De 35 a 39 años (016)",66,320,289,10,90.3,3.1,
"De 40 a 44 años (017)",52,292,268,4,91.8,1.4,
"De 45 a 49 años (018)",29,167,147,,88,,
"De 50 y más años (019)",57,356,257,,72.2,,
"Separado(a) (020)",34,101,95,1,94.1,1,
"De 15 a 19 años (022)",8,7,6,1,85.7,14.3,
"De 20 a 24 años (023)",4,8,8,,100,,
"De 25 a 29 años (024)",4,10,9,,90,,
"De 30 a 34 años (025)",3,14,14,,100,,
"De 35 a 39 años (026)",3,6,6,,100,,
"De 40 a 44 años (027)",4,17,17,,100,,
"De 45 a 49 años (028)",5,20,19,,95,,
"De 50 y más años (029)",3,19,16,,84.2,,
"Casado(a) (030)",126,576,545,7,94.6,1.2,
"De 15 a 19 años (032)",3,3,3,1,100,33.3,
"De 20 a 24 años (033)",4,8,8,2,100,25,
"De 25 a 29 años (034)",19,58,58,3,100,5.2,
"De 30 a 34 años (035)",18,66,64,1,97,1.5,
"De 35 a 39 años (036)",19,82,79,,96.3,,
"De 40 a 44 años (037)",20,91,87,,95.6,,
"De 45 a 49 años (038)",14,82,71,,86.6,,
"De 50 y más años (039)",29,186,175,,94.1,,
"Viudo(a) (040)",54,252,204,,81,,
"De 15 a 19 años (042)",1,1,1,,100,,
"De 25 a 29 años (044)",1,6,6,,100,,
