"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TRUJILLO (000)",316229,198882,35640,35031,46676
"Hombres (001)",197197,119763,24745,22718,29971
"Mujeres (002)",119032,79119,10895,12313,16705
"De 06 a 14 años (003)",3308,2708,397,152,51
"Hombres (004)",2234,1741,325,124,44
"Mujeres (005)",1074,967,72,28,7
"De 15 a 29 años (006)",109670,65771,15830,13629,14440
"Hombres (007)",67346,38628,10851,8770,9097
"Mujeres (008)",42324,27143,4979,4859,5343
"De 30 a 44 años (009)",114569,69060,12569,13950,18990
"Hombres (010)",70197,41026,8501,8784,11886
"Mujeres (011)",44372,28034,4068,5166,7104
"De 45 a 64 años (012)",77366,51964,6203,6820,12379
"Hombres (013)",49279,31853,4542,4648,8236
"Mujeres (014)",28087,20111,1661,2172,4143
"De 65 y más años (015)",11316,9379,641,480,816
"Hombres (016)",8141,6515,526,392,708
"Mujeres (017)",3175,2864,115,88,108
,,,,,
"URBANA (018)",309049,193224,35109,34490,46226
"Hombres (019)",191548,115342,24314,22262,29630
"Mujeres (020)",117501,77882,10795,12228,16596
"De 06 a 14 años (021)",3154,2574,380,149,51
"Hombres (022)",2113,1638,309,122,44
"Mujeres (023)",1041,936,71,27,7
"De 15 a 29 años (024)",107167,63921,15602,13392,14252
"Hombres (025)",65396,37197,10669,8576,8954
"Mujeres (026)",41771,26724,4933,4816,5298
"De 30 a 44 años (027)",112244,67319,12381,13738,18806
"Hombres (028)",68380,39673,8347,8605,11755
"Mujeres (029)",43864,27646,4034,5133,7051
"De 45 a 64 años (030)",75680,50520,6111,6743,12306
"Hombres (031)",47955,30735,4469,4578,8173
"Mujeres (032)",27725,19785,1642,2165,4133
"De 65 y más años (033)",10804,8890,635,468,811
"Hombres (034)",7704,6099,520,381,704
"Mujeres (035)",3100,2791,115,87,107
,,,,,
"RURAL (036)",7180,5658,531,541,450
"Hombres (037)",5649,4421,431,456,341
"Mujeres (038)",1531,1237,100,85,109
"De 06 a 14 años (039)",154,134,17,3,
"Hombres (040)",121,103,16,2,
"Mujeres (041)",33,31,1,1,
"De 15 a 29 años (042)",2503,1850,228,237,188
"Hombres (043)",1950,1431,182,194,143
"Mujeres (044)",553,419,46,43,45
"De 30 a 44 años (045)",2325,1741,188,212,184
"Hombres (046)",1817,1353,154,179,131
"Mujeres (047)",508,388,34,33,53
"De 45 a 64 años (048)",1686,1444,92,77,73
"Hombres (049)",1324,1118,73,70,63
"Mujeres (050)",362,326,19,7,10
"De 65 y más años (051)",512,489,6,12,5
"Hombres (052)",437,416,6,11,4
"Mujeres (053)",75,73,,1,1
