"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Actividad economica no especificada (043)",1222,54,,284,510,80,126,50,118
"Mujeres (044)",25130,1239,21,5344,6815,1944,5492,1214,3061
"Agric., ganadería, caza y silvicultura (045)",1223,141,1,563,345,39,67,22,45
"Pesca (046)",38,1,,12,14,2,4,1,4
"Explotación de minas y canteras (047)",11,1,,1,1,,5,,3
"Industrias manufactureras (048)",1425,45,2,339,567,107,224,60,81
"Suministro de electricidad, gas y agua (049)",20,,,1,5,1,7,3,3
"Construcción (050)",87,5,,17,29,7,13,3,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",8283,443,6,2058,2862,700,1398,345,471
"Venta, mant.y rep. veh.autom.y motoc. (052)",104,2,,10,33,12,29,7,11
"Comercio al por mayor (053)",367,20,,45,123,46,83,24,26
"Comercio al por menor (054)",7812,421,6,2003,2706,642,1286,314,434
"Hoteles y restaurantes (055)",2690,221,2,865,941,212,268,109,72
"Trans., almac. y comunicaciones (056)",309,4,,21,86,45,83,35,35
"Intermediación financiera (057)",160,1,,2,20,11,52,26,48
"Activid.inmobil., empres. y de alquiler (058)",877,10,,38,135,93,255,94,252
"Admin.pub. y defensa; p. segur.soc.afil (059)",610,14,,35,80,65,225,49,142
"Enseñanza (060)",4089,,,10,206,282,2035,238,1318
"Servicios sociales y de salud (061)",990,1,,15,51,69,395,77,382
"Otras activ. serv.comun.soc y personales (062)",1133,119,4,302,343,93,171,47,54
"Hogares privados con servicio doméstico (063)",1992,157,5,757,779,106,116,38,34
"Actividad economica no especificada (065)",1193,76,1,308,351,112,174,67,104
,,,,,,,,,
"URBANA (066)",84924,4191,75,19880,31662,5764,12085,3729,7538
"Agric., ganadería, caza y silvicultura (067)",17741,1869,22,7035,6880,533,677,296,429
"Pesca (068)",296,13,,72,152,18,16,8,17
"Explotación de minas y canteras (069)",268,25,,70,89,10,22,6,46
"Industrias manufactureras (070)",6611,199,10,1560,2961,480,793,255,353
"Suministro de electricidad, gas y agua (071)",230,5,,38,86,15,45,12,29
"Construcción (072)",4269,172,2,1056,1956,288,384,155,256
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",21244,873,18,4939,8694,1623,2877,971,1249
"Venta, mant.y rep. veh.autom.y motoc. (074)",1997,33,2,309,900,146,371,103,133
"Comercio al por mayor (075)",1150,47,,190,466,108,170,75,94
"Comercio al por menor (076)",18097,793,16,4440,7328,1369,2336,793,1022
"Hoteles y restaurantes (077)",3762,244,5,1090,1427,325,344,195,132
"Trans., almac. y comunicaciones (078)",9083,234,5,1606,4598,755,1022,417,446
"Intermediación financiera (079)",367,2,,3,49,26,100,58,129
"Activid.inmobil., empres. y de alquiler (080)",3552,52,1,266,990,393,675,373,802
"Admin.pub. y defensa; p. segur.soc.afil (081)",2416,35,,122,570,219,799,172,499
"Enseñanza (082)",6189,1,,20,343,392,2998,355,2080
"Servicios sociales y de salud (083)",1523,3,,21,106,108,532,118,635
"Otras activ. serv.comun.soc y personales (084)",3249,198,6,767,1244,285,385,183,181
"Hogares privados con servicio doméstico (085)",1970,156,5,728,781,107,119,40,34
"Actividad economica no especificada (087)",2154,110,1,487,736,187,297,115,221
"Hombres (088)",60786,3055,54,15006,25122,3847,6667,2533,4502
"Agric., ganadería, caza y silvicultura (089)",16919,1772,21,6709,6638,495,619,276,389
"Pesca (090)",262,12,,62,140,16,12,7,13
"Explotación de minas y canteras (091)",260,25,,70,88,10,18,6,43
"Industrias manufactureras (092)",5221,158,8,1232,2408,374,570,199,272
"Suministro de electricidad, gas y agua (093)",210,5,,37,81,14,38,9,26
"Construcción (094)",4186,167,2,1041,1928,281,372,152,243
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",13129,446,12,2959,5887,929,1488,628,780
"Venta, mant.y rep. veh.autom.y motoc. (096)",1893,31,2,299,867,134,342,96,122
"Comercio al por mayor (097)",790,27,,147,345,64,88,51,68
"Comercio al por menor (098)",10446,388,10,2513,4675,731,1058,481,590
"Hoteles y restaurantes (099)",1157,36,3,264,513,115,80,86,60
"Trans., almac. y comunicaciones (100)",8777,230,5,1585,4513,711,939,382,412
"Intermediación financiera (101)",208,1,,1,30,15,48,32,81
"Activid.inmobil., empres. y de alquiler (102)",2685,42,1,231,857,300,425,279,550
"Admin.pub. y defensa; p. segur.soc.afil (103)",1813,21,,88,491,155,577,123,358
"Enseñanza (104)",2159,1,,10,142,119,989,120,778
"Servicios sociales y de salud (105)",553,2,,8,57,40,147,46,253
"Otras activ. serv.comun.soc y personales (106)",2142,87,2,473,907,194,216,136,127
"Hogares privados con servicio doméstico (107)",84,8,,23,41,4,5,3,
"Actividad economica no especificada (109)",1021,42,,213,401,75,124,49,117
"Mujeres (110)",24138,1136,21,4874,6540,1917,5418,1196,3036
"Agric., ganadería, caza y silvicultura (111)",822,97,1,326,242,38,58,20,40
"Pesca (112)",34,1,,10,12,2,4,1,4
"Explotación de minas y canteras (113)",8,,,,1,,4,,3
"Industrias manufactureras (114)",1390,41,2,328,553,106,223,56,81
"Suministro de electricidad, gas y agua (115)",20,,,1,5,1,7,3,3
"Construcción (116)",83,5,,15,28,7,12,3,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",8115,427,6,1980,2807,694,1389,343,469
"Venta, mant.y rep. veh.autom.y motoc. (118)",104,2,,10,33,12,29,7,11
"Comercio al por mayor (119)",360,20,,43,121,44,82,24,26
"Comercio al por menor (120)",7651,405,6,1927,2653,638,1278,312,432
"Hoteles y restaurantes (121)",2605,208,2,826,914,210,264,109,72
"Trans., almac. y comunicaciones (122)",306,4,,21,85,44,83,35,34
"Intermediación financiera (123)",159,1,,2,19,11,52,26,48
"Activid.inmobil., empres. y de alquiler (124)",867,10,,35,133,93,250,94,252
"Admin.pub. y defensa; p. segur.soc.afil (125)",603,14,,34,79,64,222,49,141
"Enseñanza (126)",4030,,,10,201,273,2009,235,1302
"Servicios sociales y de salud (127)",970,1,,13,49,68,385,72,382
"Otras activ. serv.comun.soc y personales (128)",1107,111,4,294,337,91,169,47,54
"Hogares privados con servicio doméstico (129)",1886,148,5,705,740,103,114,37,34
"Actividad economica no especificada (131)",1133,68,1,274,335,112,173,66,104
,,,,,,,,,
"RURAL (132)",8544,925,17,4587,2482,141,233,60,99
"Agric., ganadería, caza y silvicultura (133)",6710,813,14,3837,1820,65,100,30,31
"Pesca (134)",89,1,,47,38,1,,1,1
"Explotación de minas y canteras (135)",30,3,,15,5,1,3,,3
"Industrias manufactureras (136)",150,9,1,66,56,6,6,5,1
"Suministro de electricidad, gas y agua (137)",15,,,10,4,1,,,
"Construcción (138)",69,2,,36,26,3,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",422,30,1,202,134,17,20,8,10
"Venta, mant.y rep. veh.autom.y motoc. (140)",28,,,5,10,4,5,,4
"Comercio al por mayor (141)",42,,,18,18,3,1,,2
"Comercio al por menor (142)",352,30,1,179,106,10,14,8,4
"Hoteles y restaurantes (143)",96,13,,47,29,3,4,,
"Trans., almac. y comunicaciones (144)",200,6,1,81,93,6,7,2,4
"Intermediación financiera (145)",2,,,,1,,,,1
"Activid.inmobil., empres. y de alquiler (146)",79,4,,22,37,7,7,,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",73,2,,8,24,3,20,3,13
"Enseñanza (148)",95,,,,9,12,44,3,27
"Servicios sociales y de salud (149)",27,,,2,3,3,11,5,3
"Otras activ. serv.comun.soc y personales (150)",110,12,,48,39,5,5,,1
"Hogares privados con servicio doméstico (151)",116,10,,61,39,3,2,1,
"Actividad economica no especificada (153)",261,20,,105,125,5,3,2,1
"Hombres (154)",7552,822,17,4117,2207,114,159,42,74
"Agric., ganadería, caza y silvicultura (155)",6309,769,14,3600,1717,64,91,28,26
"Pesca (156)",85,1,,45,36,1,,1,1
"Explotación de minas y canteras (157)",27,2,,14,5,1,2,,3
"Industrias manufactureras (158)",115,5,1,55,42,5,5,1,1
"Suministro de electricidad, gas y agua (159)",15,,,10,4,1,,,
"Construcción (160)",65,2,,34,25,3,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",254,14,1,124,79,11,11,6,8
"Venta, mant.y rep. veh.autom.y motoc. (162)",28,,,5,10,4,5,,4
"Comercio al por mayor (163)",35,,,16,16,1,,,2
"Comercio al por menor (164)",191,14,1,103,53,6,6,6,2
"Hoteles y restaurantes (165)",11,,,8,2,1,,,
"Trans., almac. y comunicaciones (166)",197,6,1,81,92,5,7,2,3
"Intermediación financiera (167)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (168)",69,4,,19,35,7,2,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",66,2,,7,23,2,17,3,12
"Enseñanza (170)",36,,,,4,3,18,,11
"Servicios sociales y de salud (171)",7,,,,1,2,1,,3
"Otras activ. serv.comun.soc y personales (172)",84,4,,40,33,3,3,,1
"Hogares privados con servicio doméstico (173)",10,1,,9,,,,,
"Actividad economica no especificada (175)",201,12,,71,109,5,2,1,1
"Mujeres (176)",992,103,,470,275,27,74,18,25
"Agric., ganadería, caza y silvicultura (177)",401,44,,237,103,1,9,2,5
"Pesca (178)",4,,,2,2,,,,
"Explotación de minas y canteras (179)",3,1,,1,,,1,,
"Industrias manufactureras (180)",35,4,,11,14,1,1,4,
"Construcción (182)",4,,,2,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",168,16,,78,55,6,9,2,2
"Comercio al por mayor (185)",7,,,2,2,2,1,,
"Comercio al por menor (186)",161,16,,76,53,4,8,2,2
"Hoteles y restaurantes (187)",85,13,,39,27,2,4,,
"Trans., almac. y comunicaciones (188)",3,,,,1,1,,,1
"Intermediación financiera (189)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",10,,,3,2,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,,,1,1,1,3,,1
"Enseñanza (192)",59,,,,5,9,26,3,16
"Servicios sociales y de salud (193)",20,,,2,2,1,10,5,
"Otras activ. serv.comun.soc y personales (194)",26,8,,8,6,2,2,,
"Hogares privados con servicio doméstico (195)",106,9,,52,39,3,2,1,
"Actividad economica no especificada (197)",60,8,,34,16,,1,1,
