"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia FERREÑAFE (000)",35295,99324,87695,,1854,88.3,1.9
"De 12 a 14 años (001)",3543,14,14,,4,100,28.6
"De 15 a 19 años (002)",4638,754,737,223,97.7,29.6,
"De 20 a 24 años (003)",3968,3563,3426,435,96.2,12.2,
"De 25 a 29 años (004)",3565,6331,5993,450,94.7,7.1,
"De 30 a 34 años (005)",3355,8548,7972,340,93.3,4,
"De 35 a 39 años (006)",3264,10837,9992,272,92.2,2.5,
"De 40 a 44 años (007)",2826,11333,10398,110,91.7,1,
"De 45 a 49 años (008)",2388,10898,9761,20,89.6,0.2,
"De 50 y más años (009)",7748,47046,39402,,83.8,,
"Conviviente (010)",9696,32947,29481,1161,89.5,3.5,
"De 12 a 14 años (011)",58,9,9,3,100,33.3,
"De 15 a 19 años (012)",764,512,499,154,97.5,30.1,
"De 20 a 24 años (013)",1649,2437,2328,310,95.5,12.7,
"De 25 a 29 años (014)",1687,3913,3692,285,94.4,7.3,
"De 30 a 34 años (015)",1408,4528,4169,199,92.1,4.4,
"De 35 a 39 años (016)",1273,5165,4720,144,91.4,2.8,
"De 40 a 44 años (017)",918,4496,4063,61,90.4,1.4,
"De 45 a 49 años (018)",636,3482,3089,5,88.7,0.1,
"De 50 y más años (019)",1303,8405,6912,,82.2,,
"Separado(a) (020)",1740,4961,4608,77,92.9,1.6,
"De 15 a 19 años (022)",75,69,66,19,95.7,27.5,
"De 20 a 24 años (023)",166,216,216,20,100,9.3,
"De 25 a 29 años (024)",216,353,344,17,97.5,4.8,
"De 30 a 34 años (025)",243,491,476,8,96.9,1.6,
"De 35 a 39 años (026)",237,622,588,9,94.5,1.4,
"De 40 a 44 años (027)",196,592,553,1,93.4,0.2,
"De 45 a 49 años (028)",177,637,587,3,92.2,0.5,
"De 50 y más años (029)",430,1981,1778,,89.8,,
"Casado(a) (030)",10212,46494,41274,556,88.8,1.2,
"De 12 a 14 años (031)",2,1,1,,100,,
"De 15 a 19 años (032)",140,118,117,36,99.2,30.5,
"De 20 a 24 años (033)",508,734,709,85,96.6,11.6,
"De 25 a 29 años (034)",840,1819,1722,136,94.7,7.5,
"De 30 a 34 años (035)",1151,3225,3034,128,94.1,4,
"De 35 a 39 años (036)",1308,4578,4260,114,93.1,2.5,
