"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LORETO (000)",17332,2609,3102,8313,154,2914,240
"Sin nivel (001)",1082,56,103,670,4,240,9
"Educación inicial (002)",13,,3,6,,4,
"Primaria (003)",7344,125,889,4440,65,1722,103
"Secundaria (004)",6027,566,1628,2783,64,869,117
"Superior no univ. incompleta (005)",675,292,171,159,6,41,6
"Superior no univ. completa (006)",870,525,199,118,6,18,4
"Superior univ. incompleta (007)",407,261,57,73,3,13,
"Superior univ. completa (008)",914,784,52,64,6,7,1
"Hombres (010)",13225,1771,2792,7027,124,1485,26
"Sin nivel (011)",699,7,69,534,2,86,1
"Educación inicial (012)",11,,2,6,,3,
"Primaria (013)",5404,75,722,3803,52,744,8
"Secundaria (014)",4961,404,1530,2363,54,594,16
"Superior no univ. incompleta (015)",537,199,166,134,5,33,
"Superior no univ. completa (016)",661,366,197,82,6,9,1
"Superior univ. incompleta (017)",314,190,55,57,2,10,
"Superior univ. completa (018)",638,530,51,48,3,6,
"Mujeres (020)",4107,838,310,1286,30,1429,214
"Sin nivel (021)",383,49,34,136,2,154,8
"Educación inicial (022)",2,,1,,,1,
"Primaria (023)",1940,50,167,637,13,978,95
"Secundaria (024)",1066,162,98,420,10,275,101
"Superior no univ. incompleta (025)",138,93,5,25,1,8,6
"Superior no univ. completa (026)",209,159,2,36,,9,3
"Superior univ. incompleta (027)",93,71,2,16,1,3,
"Superior univ. completa (028)",276,254,1,16,3,1,1
,,,,,,,
"URBANA (030)",8495,1892,2279,3160,93,858,213
"Sin nivel (031)",190,7,29,93,2,54,5
"Educación inicial (032)",4,,3,,,1,
"Primaria (033)",2668,106,557,1425,39,445,96
"Secundaria (034)",3518,473,1264,1331,39,310,101
"Superior no univ. incompleta (035)",500,216,152,98,5,23,6
"Superior no univ. completa (036)",690,390,179,101,5,11,4
"Superior univ. incompleta (037)",273,162,46,56,2,7,
"Superior univ. completa (038)",652,538,49,56,1,7,1
"Hombres (040)",6127,1302,2058,2304,73,369,21
"Sin nivel (041)",77,5,11,51,1,9,
"Educación inicial (042)",2,,2,,,,
"Primaria (043)",1692,58,440,1017,30,140,7
"Secundaria (044)",2759,326,1188,1011,31,190,13
"Superior no univ. incompleta (045)",385,140,148,76,4,17,
"Superior no univ. completa (046)",526,274,177,66,5,3,1
"Superior univ. incompleta (047)",211,119,44,42,2,4,
"Superior univ. completa (048)",475,380,48,41,,6,
"Mujeres (050)",2368,590,221,856,20,489,192
"Sin nivel (051)",113,2,18,42,1,45,5
"Educación inicial (052)",2,,1,,,1,
"Primaria (053)",976,48,117,408,9,305,89
"Secundaria (054)",759,147,76,320,8,120,88
"Superior no univ. incompleta (055)",115,76,4,22,1,6,6
"Superior no univ. completa (056)",164,116,2,35,,8,3
"Superior univ. incompleta (057)",62,43,2,14,,3,
"Superior univ. completa (058)",177,158,1,15,1,1,1
,,,,,,,
"RURAL (060)",8837,717,823,5153,61,2056,27
"Sin nivel (061)",892,49,74,577,2,186,4
"Educación inicial (062)",9,,,6,,3,
"Primaria (063)",4676,19,332,3015,26,1277,7
"Secundaria (064)",2509,93,364,1452,25,559,16
"Superior no univ. incompleta (065)",175,76,19,61,1,18,
"Superior no univ. completa (066)",180,135,20,17,1,7,
"Superior univ. incompleta (067)",134,99,11,17,1,6,
"Superior univ. completa (068)",262,246,3,8,5,,
"Hombres (070)",7098,469,734,4723,51,1116,5
"Sin nivel (071)",622,2,58,483,1,77,1
"Educación inicial (072)",9,,,6,,3,
"Primaria (073)",3712,17,282,2786,22,604,1
"Secundaria (074)",2202,78,342,1352,23,404,3
"Superior no univ. incompleta (075)",152,59,18,58,1,16,
"Superior no univ. completa (076)",135,92,20,16,1,6,
"Superior univ. incompleta (077)",103,71,11,15,,6,
"Superior univ. completa (078)",163,150,3,7,3,,
"Mujeres (080)",1739,248,89,430,10,940,22
"Sin nivel (081)",270,47,16,94,1,109,3
"Primaria (083)",964,2,50,229,4,673,6
"Secundaria (084)",307,15,22,100,2,155,13
"Superior no univ. incompleta (085)",23,17,1,3,,2,
"Superior no univ. completa (086)",45,43,,1,,1,
"Superior univ. incompleta (087)",31,28,,2,1,,
"Superior univ. completa (088)",99,96,,1,2,,
