"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",79,144,142,2,98.6,1.4,
"De 40 a 44 años (037)",52,137,135,1,98.5,0.7,
"De 45 a 49 años (038)",38,144,137,,95.1,,
"De 50 y más años (039)",54,236,210,,89,,
"No PEA (040)",36879,87876,80922,2027,92.1,2.3,
"De 12 a 14 años (041)",4141,18,17,3,94.4,16.7,
"De 15 a 19 años (042)",5750,947,933,291,98.5,30.7,
"De 20 a 24 años (043)",4671,3852,3806,584,98.8,15.2,
"De 25 a 29 años (044)",3997,6416,6289,531,98,8.3,
"De 30 a 34 años (045)",3331,7457,7260,380,97.4,5.1,
"De 35 a 39 años (046)",2909,8237,7923,183,96.2,2.2,
"De 40 a 44 años (047)",2422,8019,7650,48,95.4,0.6,
"De 45 a 49 años (048)",2113,8342,7852,7,94.1,0.1,
"De 50 y más años (049)",7545,44588,39192,,87.9,,
,,,,,,,
"URBANA (060)",48568,110814,103292,2333,93.2,2.1,
"De 12 a 14 años (061)",3901,24,23,4,95.8,16.7,
"De 15 a 19 años (062)",6165,1035,1019,293,98.5,28.3,
"De 20 a 24 años (063)",6193,4616,4559,621,98.8,13.5,
"De 25 a 29 años (064)",5797,8231,8082,602,98.2,7.3,
"De 30 a 34 años (065)",5234,10712,10433,486,97.4,4.5,
"De 35 a 39 años (066)",4799,12409,12003,243,96.7,2,
"De 40 a 44 años (067)",4168,12852,12332,74,96,0.6,
"De 45 a 49 años (068)",3387,12204,11507,10,94.3,0.1,
"De 50 y más años (069)",8924,48731,43334,,88.9,,
"PEA (070)",15210,33062,31408,492,95,1.5,
"De 12 a 14 años (071)",115,7,7,1,100,14.3,
"De 15 a 19 años (072)",915,163,161,24,98.8,14.7,
"De 20 a 24 años (073)",1929,1079,1065,90,98.7,8.3,
"De 25 a 29 años (074)",2160,2370,2333,123,98.4,5.2,
"De 30 a 34 años (075)",2224,3966,3867,137,97.5,3.5,
"De 35 a 39 años (076)",2194,5078,4932,81,97.1,1.6,
"De 40 a 44 años (077)",2000,5767,5562,33,96.4,0.6,
"De 45 a 49 años (078)",1458,4664,4393,3,94.2,0.1,
"De 50 y más años (079)",2215,9968,9088,,91.2,,
"Ocupada (080)",14413,31987,30377,451,95,1.4,
"De 12 a 14 años (081)",107,7,7,1,100,14.3,
"De 15 a 19 años (082)",807,146,144,17,98.6,11.6,
"De 20 a 24 años (083)",1731,977,965,80,98.8,8.2,
"De 25 a 29 años (084)",1994,2219,2184,109,98.4,4.9,
"De 30 a 34 años (085)",2125,3803,3707,130,97.5,3.4,
"De 35 a 39 años (086)",2118,4941,4797,79,97.1,1.6,
"De 40 a 44 años (087)",1948,5630,5427,32,96.4,0.6,
"De 45 a 49 años (088)",1421,4526,4262,3,94.2,0.1,
"De 50 y más años (089)",2162,9738,8884,,91.2,,
"Desocupada (090)",797,1075,1031,41,95.9,3.8,
"De 12 a 14 años (091)",8,,,,,,
"De 15 a 19 años (092)",108,17,17,7,100,41.2,
"De 20 a 24 años (093)",198,102,100,10,98,9.8,
"De 25 a 29 años (094)",166,151,149,14,98.7,9.3,
"De 30 a 34 años (095)",99,163,160,7,98.2,4.3,
"De 35 a 39 años (096)",76,137,135,2,98.5,1.5,
"De 40 a 44 años (097)",52,137,135,1,98.5,0.7,
"De 45 a 49 años (098)",37,138,131,,94.9,,
"De 50 y más años (099)",53,230,204,,88.7,,
"No PEA (100)",33358,77752,71884,1841,92.5,2.4,
"De 12 a 14 años (101)",3786,17,16,3,94.1,17.6,
"De 15 a 19 años (102)",5250,872,858,269,98.4,30.8,
"De 20 a 24 años (103)",4264,3537,3494,531,98.8,15,
"De 25 a 29 años (104)",3637,5861,5749,479,98.1,8.2,
"De 30 a 34 años (105)",3010,6746,6566,349,97.3,5.2,
"De 35 a 39 años (106)",2605,7331,7071,162,96.5,2.2,
"De 40 a 44 años (107)",2168,7085,6770,41,95.6,0.6,
"De 45 a 49 años (108)",1929,7540,7114,7,94.4,0.1,
"De 50 y más años (109)",6709,38763,34246,,88.3,,
,,,,,,,
"RURAL (120)",4145,11363,10186,206,89.6,1.8,
"De 12 a 14 años (121)",358,1,1,,100,,
"De 15 a 19 años (122)",558,78,78,22,100,28.2,
"De 20 a 24 años (123)",511,350,347,54,99.1,15.4,
"De 25 a 29 años (124)",458,642,626,58,97.5,9,
"De 30 a 34 años (125)",392,825,801,37,97.1,4.5,
"De 35 a 39 años (126)",388,1095,1029,27,94,2.5,
"De 40 a 44 años (127)",315,1090,1033,8,94.8,0.7,
"De 45 a 49 años (128)",244,1007,923,,91.7,,
"De 50 y más años (129)",921,6275,5348,,85.2,,
"PEA (130)",624,1239,1148,21,92.7,1.7,
"De 12 a 14 años (131)",3,,,,,,
"De 15 a 19 años (132)",58,3,3,,100,,
"De 20 a 24 años (133)",104,35,35,1,100,2.9,
"De 25 a 29 años (134)",98,87,86,6,98.9,6.9,
"De 30 a 34 años (135)",71,114,107,6,93.9,5.3,
"De 35 a 39 años (136)",84,189,177,6,93.7,3.2,
"De 40 a 44 años (137)",61,156,153,2,98.1,1.3,
"De 45 a 49 años (138)",60,205,185,,90.2,,
"De 50 y más años (139)",85,450,402,,89.3,,
"Ocupada (140)",559,1197,1106,19,92.4,1.6,
"De 12 a 14 años (141)",2,,,,,,
"De 15 a 19 años (142)",40,2,2,,100,,
"De 20 a 24 años (143)",87,33,33,1,100,3,
"De 25 a 29 años (144)",80,74,73,5,98.6,6.8,
"De 30 a 34 años (145)",65,107,100,5,93.5,4.7,
"De 35 a 39 años (146)",81,182,170,6,93.4,3.3,
"De 40 a 44 años (147)",61,156,153,2,98.1,1.3,
"De 45 a 49 años (148)",59,199,179,,89.9,,
"De 50 y más años (149)",84,444,396,,89.2,,
"Desocupada (150)",65,42,42,2,100,4.8,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",18,1,1,,100,,
"De 20 a 24 años (153)",17,2,2,,100,,
"De 25 a 29 años (154)",18,13,13,1,100,7.7,
"De 30 a 34 años (155)",6,7,7,1,100,14.3,
"De 35 a 39 años (156)",3,7,7,,100,,
"De 45 a 49 años (158)",1,6,6,,100,,
"De 50 y más años (159)",1,6,6,,100,,
"No PEA (160)",3521,10124,9038,185,89.3,1.8,
"De 12 a 14 años (161)",355,1,1,,100,,
"De 15 a 19 años (162)",500,75,75,22,100,29.3,
"De 20 a 24 años (163)",407,315,312,53,99,16.8,
"De 25 a 29 años (164)",360,555,540,52,97.3,9.4,
"De 30 a 34 años (165)",321,711,694,31,97.6,4.4,
"De 35 a 39 años (166)",304,906,852,21,94,2.3,
"De 40 a 44 años (167)",254,934,880,6,94.2,0.6,
"De 45 a 49 años (168)",184,802,738,,92,,
"De 50 y más años (169)",836,5825,4946,,84.9,,
