"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3829,775,621,1857,22,501,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,35,,,,,
"Profes., científicos e intelectuales (002)",472,434,,38,,,
"Técnicos de nivel medio y trab. asimilados (003)",108,70,,33,3,2,
"Jefes y empleados de oficina (004)",117,115,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",357,27,3,278,3,46,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1049,,,1038,11,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",318,,55,254,2,7,
"Obreros construc.,conf., papel, fab., instr. (008)",157,11,69,75,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1052,52,452,76,,419,53
"Otra (010)",9,9,,,,,
"Ocupación no especificada (011)",155,22,42,63,1,27,
"Hombres (012)",2586,410,547,1359,14,252,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",24,24,,,,,
"Profes., científicos e intelectuales (014)",228,213,,15,,,
"Técnicos de nivel medio y trab. asimilados (015)",65,37,,25,2,1,
"Jefes y empleados de oficina (016)",63,63,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",116,8,2,95,1,10,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",874,,,868,6,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",284,,55,224,2,3,
"Obreros construc.,conf., papel, fab., instr. (020)",153,11,69,71,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",677,30,389,27,,227,4
"Otra (022)",9,9,,,,,
"Ocupación no especificada (023)",93,15,32,34,1,11,
"Mujeres (024)",1243,365,74,498,8,249,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,11,,,,,
"Profes., científicos e intelectuales (026)",244,221,,23,,,
"Técnicos de nivel medio y trab. asimilados (027)",43,33,,8,1,1,
"Jefes y empleados de oficina (028)",54,52,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",241,19,1,183,2,36,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",175,,,170,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",34,,,30,,4,
"Obreros construc.,conf., papel, fab., instr. (032)",4,,,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",375,22,63,49,,192,49
"Ocupación no especificada (035)",62,7,10,29,,16,
,,,,,,,
"URBANA (036)",2823,691,419,1342,19,305,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",420,389,,31,,,
"Técnicos de nivel medio y trab. asimilados (039)",95,63,,27,3,2,
"Jefes y empleados de oficina (040)",115,113,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",302,25,3,232,3,39,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",665,,,656,9,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",280,,50,222,1,7,
"Obreros construc.,conf., papel, fab., instr. (044)",132,9,59,62,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",683,44,285,68,,239,47
"Otra (046)",9,9,,,,,
"Ocupación no especificada (047)",99,16,22,42,1,18,
"Hombres (048)",1828,361,375,943,12,133,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,16,,,,,
"Profes., científicos e intelectuales (050)",197,188,,9,,,
"Técnicos de nivel medio y trab. asimilados (051)",58,34,,21,2,1,
"Jefes y empleados de oficina (052)",62,62,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",94,7,2,78,1,6,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",541,,,536,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",248,,50,194,1,3,
"Obreros construc.,conf., papel, fab., instr. (056)",128,9,59,58,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",417,25,249,23,,116,4
"Otra (058)",9,9,,,,,
"Ocupación no especificada (059)",58,11,15,24,1,7,
"Mujeres (060)",995,330,44,399,7,172,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",223,201,,22,,,
"Técnicos de nivel medio y trab. asimilados (063)",37,29,,6,1,1,
"Jefes y empleados de oficina (064)",53,51,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",208,18,1,154,2,33,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",124,,,120,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",32,,,28,,4,
"Obreros construc.,conf., papel, fab., instr. (068)",4,,,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",266,19,36,45,,123,43
"Ocupación no especificada (071)",41,5,7,18,,11,
,,,,,,,
"RURAL (072)",1006,84,202,515,3,196,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,12,,,,,
"Profes., científicos e intelectuales (074)",52,45,,7,,,
"Técnicos de nivel medio y trab. asimilados (075)",13,7,,6,,,
"Jefes y empleados de oficina (076)",2,2,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",55,2,,46,,7,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",384,,,382,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",38,,5,32,1,,
"Obreros construc.,conf., papel, fab., instr. (080)",25,2,10,13,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",369,8,167,8,,180,6
"Ocupación no especificada (083)",56,6,20,21,,9,
"Hombres (084)",758,49,172,416,2,119,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",31,25,,6,,,
"Técnicos de nivel medio y trab. asimilados (087)",7,3,,4,,,
"Jefes y empleados de oficina (088)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,1,,17,,4,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",333,,,332,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",36,,5,30,1,,
"Obreros construc.,conf., papel, fab., instr. (092)",25,2,10,13,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",260,5,140,4,,111,
"Ocupación no especificada (095)",35,4,17,10,,4,
"Mujeres (096)",248,35,30,99,1,77,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",21,20,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",6,4,,2,,,
"Jefes y empleados de oficina (100)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,1,,29,,3,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",51,,,50,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,,,2,,,
