"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (054)",36,,,,,2,17,17
"De 30 a 34 años (055)",28,,,,,9,14,5
"De 35 a 39 años (056)",22,,,,,5,7,10
"De 40 a 44 años (057)",27,,,,2,9,8,8
"De 45 a 49 años (058)",7,,,,2,2,1,2
"De 50 y más años (059)",17,1,,3,4,3,,6
"Sup. no Univ. completa (060)",491,,4,18,35,87,205,142
"De 20 a 24 años (063)",41,,,,,,20,21
"De 25 a 29 años (064)",83,,,,,3,47,33
"De 30 a 34 años (065)",112,,,,,17,64,31
"De 35 a 39 años (066)",88,,,,,21,49,18
"De 40 a 44 años (067)",58,,,,3,24,19,12
"De 45 a 49 años (068)",32,,,,3,15,6,8
"De 50 y más años (069)",77,,4,18,29,7,,19
"Sup. Univ. incompleta (070)",109,1,,3,11,14,32,48
"De 15 a 19 años (072)",4,,,,,,1,3
"De 20 a 24 años (073)",27,,,,,,9,18
"De 25 a 29 años (074)",14,,,,,,4,10
"De 30 a 34 años (075)",19,,,,,3,9,7
"De 35 a 39 años (076)",9,,,,,2,4,3
"De 40 a 44 años (077)",11,,,,1,4,4,2
"De 45 a 49 años (078)",8,,,,2,4,1,1
"De 50 y más años (079)",17,1,,3,8,1,,4
"Sup. Univ. completa (080)",308,1,9,11,32,52,97,106
"De 20 a 24 años (083)",11,,,,,,3,8
"De 25 a 29 años (084)",51,,,,,,19,32
"De 30 a 34 años (085)",62,,,,,3,33,26
"De 35 a 39 años (086)",42,,,,1,6,25,10
"De 40 a 44 años (087)",42,,,,3,17,14,8
"De 45 a 49 años (088)",29,,,,4,14,3,8
"De 50 y más años (089)",71,1,9,11,24,12,,14
,,,,,,,,
"URBANA (100)",4221,33,120,293,501,798,1223,1253
"De 12 a 14 años (101)",7,,,,,,,7
"De 15 a 19 años (102)",72,,,,,,38,34
"De 20 a 24 años (103)",393,,,,,3,225,165
"De 25 a 29 años (104)",474,,,,,23,281,170
"De 30 a 34 años (105)",509,,,,,101,259,149
"De 35 a 39 años (106)",498,,,,6,143,236,113
"De 40 a 44 años (107)",419,,,,29,168,131,91
"De 45 a 49 años (108)",358,,,2,69,166,41,80
"De 50 y más años (109)",1491,33,120,291,397,194,12,444
"Sin nivel (110)",1355,17,63,153,205,268,211,438
"De 12 a 14 años (111)",3,,,,,,,3
"De 15 a 19 años (112)",6,,,,,,2,4
"De 20 a 24 años (113)",37,,,,,,22,15
"De 25 a 29 años (114)",68,,,,,4,43,21
"De 30 a 34 años (115)",86,,,,,19,41,26
"De 35 a 39 años (116)",123,,,,1,42,50,30
"De 40 a 44 años (117)",114,,,,9,45,29,31
"De 45 a 49 años (118)",137,,,1,27,58,18,33
"De 50 y más años (119)",781,17,63,152,168,100,6,275
"Educacion Inicial (120)",23,,,,,2,13,8
"De 20 a 24 años (123)",3,,,,,,1,2
"De 25 a 29 años (124)",8,,,,,,7,1
"De 30 a 34 años (125)",9,,,,,2,3,4
"De 35 a 39 años (126)",3,,,,,,2,1
"Primaria (130)",1231,12,35,81,163,246,382,312
"De 12 a 14 años (131)",3,,,,,,,3
"De 15 a 19 años (132)",25,,,,,,16,9
"De 20 a 24 años (133)",122,,,,,2,76,44
"De 25 a 29 años (134)",142,,,,,5,92,45
"De 30 a 34 años (135)",147,,,,,30,79,38
"De 35 a 39 años (136)",146,,,,4,49,63,30
"De 40 a 44 años (137)",117,,,,8,50,41,18
"De 45 a 49 años (138)",103,,,,21,50,10,22
"De 50 y más años (139)",426,12,35,81,130,60,5,103
"Secundaria (140)",721,1,9,27,56,130,309,189
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",32,,,,,,18,14
"De 20 a 24 años (143)",138,,,,,1,86,51
"De 25 a 29 años (144)",118,,,,,10,73,35
"De 30 a 34 años (145)",95,,,,,23,54,18
"De 35 a 39 años (146)",94,,,,,23,51,20
"De 40 a 44 años (147)",69,,,,3,29,22,15
"De 45 a 49 años (148)",56,,,1,13,30,4,8
"De 50 y más años (149)",118,1,9,26,40,14,1,27
"Sup. no Univ. incompleta (150)",148,1,,2,6,22,54,63
"De 15 a 19 años (152)",5,,,,,,1,4
"De 20 a 24 años (153)",34,,,,,,16,18
"De 25 a 29 años (154)",29,,,,,2,13,14
"De 30 a 34 años (155)",22,,,,,7,10,5
"De 35 a 39 años (156)",18,,,,,3,5,10
"De 40 a 44 años (157)",23,,,,2,6,8,7
"De 45 a 49 años (158)",5,,,,1,2,1,1
"De 50 y más años (159)",12,1,,2,3,2,,4
"Sup. no Univ. completa (160)",371,,4,16,31,67,144,109
"De 20 a 24 años (163)",26,,,,,,13,13
"De 25 a 29 años (164)",56,,,,,2,34,20
"De 30 a 34 años (165)",80,,,,,14,39,27
"De 35 a 39 años (166)",72,,,,,19,40,13
"De 40 a 44 años (167)",45,,,,3,18,14,10
"De 45 a 49 años (168)",22,,,,2,8,4,8
"De 50 y más años (169)",70,,4,16,26,6,,18
"Sup. Univ. incompleta (170)",96,1,,3,11,13,26,42
"De 15 a 19 años (172)",4,,,,,,1,3
"De 20 a 24 años (173)",23,,,,,,8,15
"De 25 a 29 años (174)",11,,,,,,3,8
"De 30 a 34 años (175)",17,,,,,3,7,7
"De 35 a 39 años (176)",6,,,,,2,2,2
"De 40 a 44 años (177)",10,,,,1,3,4,2
"De 45 a 49 años (178)",8,,,,2,4,1,1
"De 50 y más años (179)",17,1,,3,8,1,,4
"Sup. Univ. completa (180)",276,1,9,11,29,50,84,92
"De 20 a 24 años (183)",10,,,,,,3,7
"De 25 a 29 años (184)",42,,,,,,16,26
"De 30 a 34 años (185)",53,,,,,3,26,24
"De 35 a 39 años (186)",36,,,,1,5,23,7
"De 40 a 44 años (187)",41,,,,3,17,13,8
"De 45 a 49 años (188)",27,,,,3,14,3,7
"De 50 y más años (189)",67,1,9,11,22,11,,13
,,,,,,,,
"RURAL (200)",7961,61,197,557,884,1688,2591,1983
"De 12 a 14 años (201)",5,,,,,,,5
"De 15 a 19 años (202)",220,,,,,,120,100
"De 20 a 24 años (203)",779,,,,,3,484,292
"De 25 a 29 años (204)",898,,,,,60,579,259
"De 30 a 34 años (205)",897,,,,,180,545,172
"De 35 a 39 años (206)",878,,,,7,292,426,153
"De 40 a 44 años (207)",774,,,,45,322,283,124
"De 45 a 49 años (208)",678,,,2,96,355,131,94
"De 50 y más años (209)",2832,61,197,555,736,476,23,784
"Sin nivel (210)",4455,53,175,459,668,980,936,1184
"De 12 a 14 años (211)",2,,,,,,,2
"De 15 a 19 años (212)",37,,,,,,20,17
"De 20 a 24 años (213)",164,,,,,2,105,57
"De 25 a 29 años (214)",283,,,,,15,189,79
"De 30 a 34 años (215)",341,,,,,75,185,81
"De 35 a 39 años (216)",391,,,,2,123,182,84
"De 40 a 44 años (217)",432,,,,23,168,153,88
"De 45 a 49 años (218)",428,,,1,52,229,82,64
"De 50 y más años (219)",2377,53,175,458,591,368,20,712
"Educacion Inicial (220)",44,,,,,6,26,12
"De 20 a 24 años (223)",13,,,,,,5,8
"De 25 a 29 años (224)",14,,,,,3,8,3
"De 30 a 34 años (225)",10,,,,,2,8,
"De 35 a 39 años (226)",7,,,,,1,5,1
"Primaria (230)",2651,8,20,88,194,580,1215,546
"De 12 a 14 años (231)",2,,,,,,,2
"De 15 a 19 años (232)",119,,,,,,67,52
"De 20 a 24 años (233)",420,,,,,1,272,147
"De 25 a 29 años (234)",420,,,,,29,280,111
"De 30 a 34 años (235)",401,,,,,78,253,70
"De 35 a 39 años (236)",394,,,,4,145,195,50
"De 40 a 44 años (237)",281,,,,20,129,103,29
"De 45 a 49 años (238)",205,,,1,36,103,42,23
"De 50 y más años (239)",409,8,20,87,134,95,3,62
"Secundaria (240)",598,,2,7,13,91,315,170
"De 12 a 14 años (241)",1,,,,,,,1
"De 15 a 19 años (242)",61,,,,,,32,29
"De 20 a 24 años (243)",145,,,,,,86,59
"De 25 a 29 años (244)",135,,,,,12,81,42
"De 30 a 34 años (245)",96,,,,,20,61,15
"De 35 a 39 años (246)",57,,,,1,18,29,9
"De 40 a 44 años (247)",42,,,,2,15,21,4
"De 45 a 49 años (248)",31,,,,5,16,5,5
"De 50 y más años (249)",30,,2,7,5,10,,6
"Sup. no Univ. incompleta (250)",48,,,1,2,8,19,18
"De 15 a 19 años (252)",3,,,,,,1,2
"De 20 a 24 años (253)",17,,,,,,8,9
"De 25 a 29 años (254)",7,,,,,,4,3
"De 30 a 34 años (255)",6,,,,,2,4,
"De 35 a 39 años (256)",4,,,,,2,2,
"De 40 a 44 años (257)",4,,,,,3,,1
"De 45 a 49 años (258)",2,,,,1,,,1
"De 50 y más años (259)",5,,,1,1,1,,2
"Sup. no Univ. completa (260)",120,,,2,4,20,61,33
"De 20 a 24 años (263)",15,,,,,,7,8
"De 25 a 29 años (264)",27,,,,,1,13,13
"De 30 a 34 años (265)",32,,,,,3,25,4
"De 35 a 39 años (266)",16,,,,,2,9,5
"De 40 a 44 años (267)",13,,,,,6,5,2
"De 45 a 49 años (268)",10,,,,1,7,2,
"De 50 y más años (269)",7,,,2,3,1,,1
"Sup. Univ. incompleta (270)",13,,,,,1,6,6
"De 20 a 24 años (273)",4,,,,,,1,3
"De 25 a 29 años (274)",3,,,,,,1,2
"De 30 a 34 años (275)",2,,,,,,2,
"De 35 a 39 años (276)",3,,,,,,2,1
"De 40 a 44 años (277)",1,,,,,1,,
"Sup. Univ. completa (280)",32,,,,3,2,13,14
"De 20 a 24 años (283)",1,,,,,,,1
"De 25 a 29 años (284)",9,,,,,,3,6
"De 30 a 34 años (285)",9,,,,,,7,2
"De 35 a 39 años (286)",6,,,,,1,2,3
"De 40 a 44 años (287)",1,,,,,,1,
"De 45 a 49 años (288)",2,,,,1,,,1
"De 50 y más años (289)",4,,,,2,1,,1
