"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,428,6,5848,2149,201,572,82,302
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",36,1,,5,8,5,8,1,8
"Profes., científicos e intelectuales (002)",553,,,,10,35,258,35,215
"Técnicos de nivel medio ytrab.asimilados (003)",162,,,5,23,21,86,10,17
"Jefes y empleados de oficina (004)",106,,,6,29,18,38,4,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",555,11,1,240,218,25,38,6,16
"Agricult.trabaj. calif.agrop. y pesquros (006)",3927,209,2,2892,741,32,40,4,7
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",296,8,,113,137,9,20,2,7
"Obreros. construc., conf., papel, fab., instr (008)",342,,,140,154,18,22,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",3424,186,3,2365,780,32,35,16,7
"Otra (010)",34,,,,11,3,16,1,3
"Ocupación no especificada (011)",153,13,,82,38,3,11,,6
"Hombres (012)",7827,327,4,4961,1815,137,344,52,187
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",29,1,,3,6,5,5,1,8
"Profes., científicos e intelectuales (014)",316,,,,3,23,146,23,121
"Técnicos de nivel medio ytrab.asimilados (015)",97,,,4,16,16,45,4,12
"Jefes y empleados de oficina (016)",58,,,3,20,7,19,1,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",227,2,,82,108,7,16,3,9
"Agricult.trabaj. calif.agrop. y pesquros (018)",3703,179,1,2730,718,31,34,4,6
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",263,6,,98,125,8,17,2,7
"Obreros. construc., conf., papel, fab., instr (020)",339,,,139,154,18,20,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",2714,137,3,1880,638,18,23,10,5
"Otra (022)",34,,,,11,3,16,1,3
"Ocupación no especificada (023)",47,2,,22,16,1,3,,3
"Mujeres (024)",1761,101,2,887,334,64,228,30,115
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",7,,,2,2,,3,,
"Profes., científicos e intelectuales (026)",237,,,,7,12,112,12,94
"Técnicos de nivel medio ytrab.asimilados (027)",65,,,1,7,5,41,6,5
"Jefes y empleados de oficina (028)",48,,,3,9,11,19,3,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",328,9,1,158,110,18,22,3,7
"Agricult.trabaj. calif.agrop. y pesquros (030)",224,30,1,162,23,1,6,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",33,2,,15,12,1,3,,
"Obreros. construc., conf., papel, fab., instr (032)",3,,,1,,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",710,49,,485,142,14,12,6,2
"Ocupación no especificada (035)",106,11,,60,22,2,8,,3
,,,,,,,,,
"URBANA (036)",3239,84,3,1408,886,143,392,68,255
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",29,,,1,8,4,7,1,8
"Profes., científicos e intelectuales (038)",402,,,,5,19,172,28,178
