"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (055)",44,,,,,2,32,10
"De 35 a 39 años (056)",37,,,,,11,21,5
"De 40 a 44 años (057)",34,,,,1,12,16,5
"De 45 a 49 años (058)",11,,,1,2,3,2,3
"De 50 y más años (059)",18,,,1,5,5,,7
"Sup. no Univ. completa (060)",646,,3,9,31,127,309,167
"De 20 a 24 años (063)",55,,,,,1,27,27
"De 25 a 29 años (064)",163,,,,,5,113,45
"De 30 a 34 años (065)",121,,,,,9,73,39
"De 35 a 39 años (066)",95,,,,,21,61,13
"De 40 a 44 años (067)",92,,,,4,40,26,22
"De 45 a 49 años (068)",58,,,2,6,34,8,8
"De 50 y más años (069)",62,,3,7,21,17,1,13
"Sup. Univ. incompleta (070)",129,,,,4,11,61,53
"De 15 a 19 años (072)",2,,,,,,2,
"De 20 a 24 años (073)",41,,,,,,12,29
"De 25 a 29 años (074)",32,,,,,,21,11
"De 30 a 34 años (075)",23,,,,,2,13,8
"De 35 a 39 años (076)",13,,,,1,4,7,1
"De 40 a 44 años (077)",9,,,,1,1,6,1
"De 45 a 49 años (078)",5,,,,,3,,2
"De 50 y más años (079)",4,,,,2,1,,1
"Sup. Univ. completa (080)",258,,1,1,14,60,106,76
"De 20 a 24 años (083)",26,,,,,1,10,15
"De 25 a 29 años (084)",52,,,,,6,30,16
"De 30 a 34 años (085)",51,,,,,7,31,13
"De 35 a 39 años (086)",39,,,,,8,20,11
"De 40 a 44 años (087)",36,,,,,13,11,12
"De 45 a 49 años (088)",32,,,,5,17,4,6
"De 50 y más años (089)",22,,1,1,9,8,,3
,,,,,,,,
"URBANA (100)",7543,19,99,268,530,1333,3535,1759
"De 12 a 14 años (101)",26,,,,,,7,19
"De 15 a 19 años (102)",486,,,,,,287,199
"De 20 a 24 años (103)",1033,,,,,3,650,380
"De 25 a 29 años (104)",1085,,,,,45,787,253
"De 30 a 34 años (105)",988,,,,,102,722,164
"De 35 a 39 años (106)",932,,,,7,195,593,137
"De 40 a 44 años (107)",792,,,,28,294,339,131
"De 45 a 49 años (108)",606,,,7,58,321,128,92
"De 50 y más años (109)",1595,19,99,261,437,373,22,384
"Sin nivel (110)",241,3,11,27,32,32,36,100
"De 15 a 19 años (112)",3,,,,,,1,2
"De 20 a 24 años (113)",3,,,,,,2,1
"De 25 a 29 años (114)",7,,,,,,2,5
"De 30 a 34 años (115)",11,,,,,,9,2
"De 35 a 39 años (116)",17,,,,,4,10,3
"De 40 a 44 años (117)",17,,,,,5,7,5
"De 45 a 49 años (118)",13,,,,2,4,4,3
"De 50 y más años (119)",170,3,11,27,30,19,1,79
"Educacion Inicial (120)",11,,,,,,8,3
"De 20 a 24 años (123)",2,,,,,,1,1
"De 25 a 29 años (124)",4,,,,,,2,2
"De 30 a 34 años (125)",3,,,,,,3,
"De 35 a 39 años (126)",2,,,,,,2,
"Primaria (130)",3317,13,79,193,360,718,1321,633
"De 12 a 14 años (131)",15,,,,,,4,11
"De 15 a 19 años (132)",143,,,,,,96,47
"De 20 a 24 años (133)",249,,,,,,183,66
"De 25 a 29 años (134)",286,,,,,8,225,53
"De 30 a 34 años (135)",337,,,,,32,252,53
"De 35 a 39 años (136)",412,,,,3,73,267,69
"De 40 a 44 años (137)",404,,,,14,146,191,53
"De 45 a 49 años (138)",338,,,3,23,182,86,44
"De 50 y más años (139)",1133,13,79,190,320,277,17,237
"Secundaria (140)",2895,3,5,37,88,380,1673,709
"De 12 a 14 años (141)",11,,,,,,3,8
"De 15 a 19 años (142)",330,,,,,,188,142
"De 20 a 24 años (143)",612,,,,,1,389,222
"De 25 a 29 años (144)",543,,,,,24,399,120
"De 30 a 34 años (145)",460,,,,,55,346,59
"De 35 a 39 años (146)",356,,,,3,85,226,42
"De 40 a 44 años (147)",221,,,,9,82,91,39
"De 45 a 49 años (148)",170,,,1,25,86,28,30
"De 50 y más años (149)",192,3,5,36,51,47,3,47
"Sup. no Univ. incompleta (150)",253,,,2,6,29,136,80
"De 15 a 19 años (152)",10,,,,,,2,8
"De 20 a 24 años (153)",67,,,,,1,36,30
"De 25 a 29 años (154)",63,,,,,4,41,18
"De 30 a 34 años (155)",32,,,,,1,24,7
"De 35 a 39 años (156)",29,,,,,7,17,5
"De 40 a 44 años (157)",30,,,,1,10,14,5
"De 45 a 49 años (158)",7,,,1,1,1,2,2
"De 50 y más años (159)",15,,,1,4,5,,5
"Sup. no Univ. completa (160)",493,,3,8,27,111,220,124
"De 20 a 24 años (163)",40,,,,,,20,20
"De 25 a 29 años (164)",112,,,,,4,75,33
"De 30 a 34 años (165)",83,,,,,6,51,26
"De 35 a 39 años (166)",70,,,,,16,46,8
"De 40 a 44 años (167)",81,,,,3,38,21,19
"De 45 a 49 años (168)",48,,,2,3,31,6,6
"De 50 y más años (169)",59,,3,6,21,16,1,12
"Sup. Univ. incompleta (170)",119,,,,4,10,57,48
"De 20 a 24 años (173)",36,,,,,,11,25
"De 25 a 29 años (174)",31,,,,,,21,10
"De 30 a 34 años (175)",22,,,,,2,12,8
"De 35 a 39 años (176)",13,,,,1,4,7,1
"De 40 a 44 años (177)",8,,,,1,,6,1
"De 45 a 49 años (178)",5,,,,,3,,2
"De 50 y más años (179)",4,,,,2,1,,1
"Sup. Univ. completa (180)",214,,1,1,13,53,84,62
"De 20 a 24 años (183)",24,,,,,1,8,15
"De 25 a 29 años (184)",39,,,,,5,22,12
"De 30 a 34 años (185)",40,,,,,6,25,9
"De 35 a 39 años (186)",33,,,,,6,18,9
"De 40 a 44 años (187)",31,,,,,13,9,9
"De 45 a 49 años (188)",25,,,,4,14,2,5
"De 50 y más años (189)",22,,1,1,9,8,,3
,,,,,,,,
"RURAL (200)",5843,6,38,122,356,776,3276,1269
"De 12 a 14 años (201)",36,,,,,,4,32
"De 15 a 19 años (202)",625,,,,,,380,245
"De 20 a 24 años (203)",906,,,,,2,651,253
"De 25 a 29 años (204)",885,,,,,13,719,153
"De 30 a 34 años (205)",753,,,,1,52,599,101
"De 35 a 39 años (206)",642,,,,3,89,482,68
"De 40 a 44 años (207)",516,,,,15,151,272,78
"De 45 a 49 años (208)",418,,,2,25,188,144,59
"De 50 y más años (209)",1062,6,38,120,312,281,25,280
"Sin nivel (210)",464,2,10,41,78,75,131,127
"De 15 a 19 años (212)",9,,,,,,6,3
"De 20 a 24 años (213)",18,,,,,,12,6
"De 25 a 29 años (214)",26,,,,,,21,5
"De 30 a 34 años (215)",30,,,,,3,25,2
"De 35 a 39 años (216)",30,,,,,1,25,4
"De 40 a 44 años (217)",47,,,,2,11,21,13
"De 45 a 49 años (218)",49,,,1,3,25,13,7
"De 50 y más años (219)",255,2,10,40,73,35,8,87
"Educacion Inicial (220)",2,,,,,,2,
"De 20 a 24 años (223)",1,,,,,,1,
"De 30 a 34 años (225)",1,,,,,,1,
"Primaria (230)",3626,4,26,78,257,578,2004,679
"De 12 a 14 años (231)",20,,,,,,3,17
"De 15 a 19 años (232)",338,,,,,,209,129
"De 20 a 24 años (233)",439,,,,,,330,109
"De 25 a 29 años (234)",477,,,,,6,398,73
"De 30 a 34 años (235)",463,,,,1,31,382,49
"De 35 a 39 años (236)",447,,,,3,60,346,38
"De 40 a 44 años (237)",375,,,,11,116,207,41
"De 45 a 49 años (238)",309,,,1,14,136,114,44
"De 50 y más años (239)",758,4,26,77,228,229,15,179
"Secundaria (240)",1486,,2,2,14,90,992,386
"De 12 a 14 años (241)",16,,,,,,1,15
"De 15 a 19 años (242)",273,,,,,,161,112
"De 20 a 24 años (243)",415,,,,,1,290,124
"De 25 a 29 años (244)",304,,,,,5,246,53
"De 30 a 34 años (245)",197,,,,,13,154,30
"De 35 a 39 años (246)",126,,,,,17,90,19
"De 40 a 44 años (247)",73,,,,1,19,35,18
"De 45 a 49 años (248)",39,,,,3,19,13,4
"De 50 y más años (249)",43,,2,2,10,16,2,11
"Sup. no Univ. incompleta (250)",58,,,,2,9,32,15
"De 15 a 19 años (252)",3,,,,,,2,1
"De 20 a 24 años (253)",11,,,,,,8,3
"De 25 a 29 años (254)",13,,,,,,8,5
"De 30 a 34 años (255)",12,,,,,1,8,3
"De 35 a 39 años (256)",8,,,,,4,4,
"De 40 a 44 años (257)",4,,,,,2,2,
"De 45 a 49 años (258)",4,,,,1,2,,1
"De 50 y más años (259)",3,,,,1,,,2
"Sup. no Univ. completa (260)",153,,,1,4,16,89,43
"De 20 a 24 años (263)",15,,,,,1,7,7
"De 25 a 29 años (264)",51,,,,,1,38,12
"De 30 a 34 años (265)",38,,,,,3,22,13
"De 35 a 39 años (266)",25,,,,,5,15,5
"De 40 a 44 años (267)",11,,,,1,2,5,3
"De 45 a 49 años (268)",10,,,,3,3,2,2
"De 50 y más años (269)",3,,,1,,1,,1
"Sup. Univ. incompleta (270)",10,,,,,1,4,5
"De 15 a 19 años (272)",2,,,,,,2,
"De 20 a 24 años (273)",5,,,,,,1,4
"De 25 a 29 años (274)",1,,,,,,,1
"De 30 a 34 años (275)",1,,,,,,1,
"De 40 a 44 años (277)",1,,,,,1,,
"Sup. Univ. completa (280)",44,,,,1,7,22,14
"De 20 a 24 años (283)",2,,,,,,2,
"De 25 a 29 años (284)",13,,,,,1,8,4
"De 30 a 34 años (285)",11,,,,,1,6,4
"De 35 a 39 años (286)",6,,,,,2,2,2
"De 40 a 44 años (287)",5,,,,,,2,3
"De 45 a 49 años (288)",7,,,,1,3,2,1
