"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANTA (000)",28746,3274,4406,14852,567,3994,323,1330
"Agric., ganadería, caza y silvicultura (001)",17423,14,3105,10550,400,3354,,
"Pesca (002)",9,,6,3,,,,
"Explotación de minas y canteras (003)",25,4,19,1,1,,,
"Industrias manufactureras (004)",573,20,117,385,20,31,,
"Suministro de electricidad, gas y agua (005)",20,6,14,,,,,
"Construcción (006)",1024,41,733,181,18,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2840,305,51,2070,65,349,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",203,19,37,133,7,7,,
"Comercio al por mayor (009)",106,16,5,56,8,21,,
"Comercio al por menor (010)",2531,270,9,1881,50,321,,
"Hoteles y restaurantes (011)",657,186,18,386,21,46,,
"Trans., almac. y comunicaciones (012)",854,215,62,559,8,10,,
"Intermediación financiera (013)",27,26,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",250,166,13,60,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",549,391,158,,,,,
"Enseñanza (016)",1472,1359,2,107,,4,,
"Servicios sociales y de salud (017)",286,245,2,35,4,,,
"Otras activ. serv.comun.soc y personales (018)",318,138,14,152,10,4,,
"Hogares privados con servicio doméstico (019)",323,,,,,,323,
"Actividad economica no especificada (021)",766,158,91,363,10,144,,
"Desocupado (022)",1330,,,,,,,1330
"Hombres (023)",19795,1768,3390,11409,424,1840,29,935
"Agric., ganadería, caza y silvicultura (024)",13443,12,2293,9177,331,1630,,
"Pesca (025)",8,,6,2,,,,
"Explotación de minas y canteras (026)",24,3,19,1,1,,,
"Industrias manufactureras (027)",407,12,97,273,10,15,,
"Suministro de electricidad, gas y agua (028)",18,6,12,,,,,
"Construcción (029)",965,37,691,174,18,45,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1162,156,48,837,33,88,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",182,17,35,122,4,4,,
"Comercio al por mayor (032)",50,10,4,25,7,4,,
"Comercio al por menor (033)",930,129,9,690,22,80,,
"Hoteles y restaurantes (034)",158,60,5,78,6,9,,
"Trans., almac. y comunicaciones (035)",815,191,61,545,8,10,,
"Intermediación financiera (036)",16,15,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",181,114,11,50,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",389,302,87,,,,,
"Enseñanza (039)",657,608,2,46,,1,,
"Servicios sociales y de salud (040)",120,94,,24,2,,,
"Otras activ. serv.comun.soc y personales (041)",144,71,6,59,5,3,,
"Hogares privados con servicio doméstico (042)",29,,,,,,29,
"Actividad economica no especificada (044)",324,87,51,143,4,39,,
"Desocupado (045)",935,,,,,,,935
"Mujeres (046)",8951,1506,1016,3443,143,2154,294,395
"Agric., ganadería, caza y silvicultura (047)",3980,2,812,1373,69,1724,,
"Pesca (048)",1,,,1,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",166,8,20,112,10,16,,
"Suministro de electricidad, gas y agua (051)",2,,2,,,,,
"Construcción (052)",59,4,42,7,,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1678,149,3,1233,32,261,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",21,2,2,11,3,3,,
"Comercio al por mayor (055)",56,6,1,31,1,17,,
"Comercio al por menor (056)",1601,141,,1191,28,241,,
"Hoteles y restaurantes (057)",499,126,13,308,15,37,,
"Trans., almac. y comunicaciones (058)",39,24,1,14,,,,
"Intermediación financiera (059)",11,11,,,,,,
"Activid.inmobil., empres. y alquileres (060)",69,52,2,10,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",160,89,71,,,,,
"Enseñanza (062)",815,751,,61,,3,,
"Servicios sociales y de salud (063)",166,151,2,11,2,,,
"Otras activ. serv.comun.soc y personales (064)",174,67,8,93,5,1,,
"Hogares privados con servicio doméstico (065)",294,,,,,,294,
"Actividad economica no especificada (067)",442,71,40,220,6,105,,
,,,,,,,,
"URBANA (068)",14105,2891,2051,6487,245,1376,253,802
"Agric., ganadería, caza y silvicultura (069)",5126,12,1240,2874,100,900,,
"Pesca (070)",5,,5,,,,,
"Explotación de minas y canteras (071)",13,1,10,1,1,,,
"Industrias manufactureras (072)",483,18,88,330,19,28,,
"Suministro de electricidad, gas y agua (073)",19,6,13,,,,,
"Construcción (074)",626,36,423,134,11,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2513,277,43,1819,59,315,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",191,16,31,130,7,7,,
"Comercio al por mayor (077)",95,13,4,49,8,21,,
"Comercio al por menor (078)",2227,248,8,1640,44,287,,
"Hoteles y restaurantes (079)",603,168,13,363,20,39,,
"Trans., almac. y comunicaciones (080)",737,194,43,484,6,10,,
"Intermediación financiera (081)",27,26,1,,,,,
"Activid.inmobil., empres. y alquileres (082)",232,153,11,57,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",448,347,101,,,,,
"Enseñanza (084)",1258,1183,,73,,2,,
"Servicios sociales y de salud (085)",240,205,2,29,4,,,
"Otras activ. serv.comun.soc y personales (086)",294,125,12,143,10,4,,
"Hogares privados con servicio doméstico (087)",253,,,,,,253,
"Actividad economica no especificada (089)",426,140,46,180,5,55,,
"Desocupado (090)",802,,,,,,,802
"Hombres (091)",8575,1555,1519,4201,158,602,21,519
"Agric., ganadería, caza y silvicultura (092)",3721,10,843,2337,78,453,,
"Pesca (093)",5,,5,,,,,
"Explotación de minas y canteras (094)",13,1,10,1,1,,,
"Industrias manufactureras (095)",340,11,72,234,9,14,,
"Suministro de electricidad, gas y agua (096)",17,6,11,,,,,
"Construcción (097)",592,32,399,130,11,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1033,145,40,735,32,81,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",170,14,29,119,4,4,,
"Comercio al por mayor (100)",46,10,3,22,7,4,,
"Comercio al por menor (101)",817,121,8,594,21,73,,
"Hoteles y restaurantes (102)",145,53,4,74,6,8,,
"Trans., almac. y comunicaciones (103)",702,172,42,472,6,10,,
"Intermediación financiera (104)",16,15,1,,,,,
"Activid.inmobil., empres. y alquileres (105)",164,102,9,47,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",318,269,49,,,,,
"Enseñanza (107)",560,527,,32,,1,,
"Servicios sociales y de salud (108)",94,72,,20,2,,,
"Otras activ. serv.comun.soc y personales (109)",130,65,5,52,5,3,,
"Hogares privados con servicio doméstico (110)",21,,,,,,21,
"Actividad economica no especificada (112)",185,75,29,67,2,12,,
"Desocupado (113)",519,,,,,,,519
"Mujeres (114)",5530,1336,532,2286,87,774,232,283
"Agric., ganadería, caza y silvicultura (115)",1405,2,397,537,22,447,,
