"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia UTCUBAMBA (000)",109043,56969,52074,47064,24329,22735,61979,32640,29339
"Menores de 1 año (001)",2255,1165,1090,855,434,421,1400,731,669
"Menores de 1 mes (002)",160,85,75,65,27,38,95,58,37
"De 1 a 11 meses (003)",2095,1080,1015,790,407,383,1305,673,632
"De 1 a 4 años (004)",10421,5346,5075,3962,2069,1893,6459,3277,3182
"1 año (005)",2473,1282,1191,963,516,447,1510,766,744
"2 años (006)",2831,1460,1371,1052,540,512,1779,920,859
"3 años (007)",2631,1358,1273,988,535,453,1643,823,820
"4 años (008)",2486,1246,1240,959,478,481,1527,768,759
"De 5 a 9 años (009)",13660,6969,6691,5180,2627,2553,8480,4342,4138
"5 años (010)",2395,1250,1145,958,523,435,1437,727,710
"6 años (011)",2532,1263,1269,942,466,476,1590,797,793
"7 años (012)",2905,1484,1421,1110,537,573,1795,947,848
"8 años (013)",2945,1487,1458,1086,533,553,1859,954,905
"9 años (014)",2883,1485,1398,1084,568,516,1799,917,882
"De 10 a 14 años (015)",14134,7197,6937,5729,2912,2817,8405,4285,4120
"10 años (016)",2914,1448,1466,1107,575,532,1807,873,934
"11 años (017)",2760,1403,1357,1084,547,537,1676,856,820
"12 años (018)",2938,1478,1460,1172,587,585,1766,891,875
"13 años (019)",2721,1425,1296,1139,580,559,1582,845,737
"14 años (020)",2801,1443,1358,1227,623,604,1574,820,754
"De 15 a 19 años (021)",11459,6165,5294,5174,2776,2398,6285,3389,2896
"15 años (022)",2797,1472,1325,1197,605,592,1600,867,733
"16 años (023)",2393,1282,1111,1074,570,504,1319,712,607
"17 años (024)",2161,1133,1028,951,480,471,1210,653,557
"18 años (025)",2165,1234,931,987,586,401,1178,648,530
"19 años (026)",1943,1044,899,965,535,430,978,509,469
"De 20 a 24 años (027)",9505,4992,4513,4304,2215,2089,5201,2777,2424
"20 años (028)",2158,1163,995,997,544,453,1161,619,542
"21 años (029)",1589,814,775,768,398,370,821,416,405
"22 años (030)",1958,1060,898,888,454,434,1070,606,464
"23 años (031)",1872,981,891,828,424,404,1044,557,487
"24 años (032)",1928,974,954,823,395,428,1105,579,526
"De 25 a 29 años (033)",8476,4271,4205,3675,1789,1886,4801,2482,2319
"25 años (034)",1770,888,882,732,351,381,1038,537,501
"26 años (035)",1608,793,815,700,321,379,908,472,436
"27 años (036)",1806,928,878,801,397,404,1005,531,474
"28 años (037)",1829,925,904,767,385,382,1062,540,522
"29 años (038)",1463,737,726,675,335,340,788,402,386
"De 30 a 34 años (039)",7634,3910,3724,3529,1712,1817,4105,2198,1907
"30 años (040)",2016,1070,946,848,421,427,1168,649,519
"31 años (041)",1211,616,595,532,258,274,679,358,321
