"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YAROWILCA (000)",30028,1914,4722,4955,3113,3951,3391,5942,2040
"Sabe leer y escribir (001)",23200,,3298,4915,3076,3774,3000,4157,980
"No sabe leer y escribir (002)",6828,1914,1424,40,37,177,391,1785,1060
"Hombres (004)",14446,991,2347,2498,1563,1799,1542,2724,982
"Sabe leer y escribir (005)",12156,,1636,2486,1555,1768,1487,2474,750
"No sabe leer y escribir (006)",2290,991,711,12,8,31,55,250,232
"Mujeres (008)",15582,923,2375,2457,1550,2152,1849,3218,1058
"Sabe leer y escribir (009)",11044,,1662,2429,1521,2006,1513,1683,230
"No sabe leer y escribir (010)",4538,923,713,28,29,146,336,1535,828
,,,,,,,,,
"URBANA (012)",7385,460,1093,1094,772,1151,958,1436,421
"Sabe leer y escribir (013)",6051,,778,1085,764,1125,894,1155,250
"No sabe leer y escribir (014)",1334,460,315,9,8,26,64,281,171
"Hombres (016)",3633,233,560,554,407,534,449,692,204
"Sabe leer y escribir (017)",3163,,403,553,407,529,438,659,174
"No sabe leer y escribir (018)",470,233,157,1,,5,11,33,30
"Mujeres (020)",3752,227,533,540,365,617,509,744,217
"Sabe leer y escribir (021)",2888,,375,532,357,596,456,496,76
"No sabe leer y escribir (022)",864,227,158,8,8,21,53,248,141
,,,,,,,,,
"RURAL (024)",22643,1454,3629,3861,2341,2800,2433,4506,1619
"Sabe leer y escribir (025)",17149,,2520,3830,2312,2649,2106,3002,730
"No sabe leer y escribir (026)",5494,1454,1109,31,29,151,327,1504,889
"Hombres (028)",10813,758,1787,1944,1156,1265,1093,2032,778
"Sabe leer y escribir (029)",8993,,1233,1933,1148,1239,1049,1815,576
"No sabe leer y escribir (030)",1820,758,554,11,8,26,44,217,202
"Mujeres (032)",11830,696,1842,1917,1185,1535,1340,2474,841
"Sabe leer y escribir (033)",8156,,1287,1897,1164,1410,1057,1187,154
"No sabe leer y escribir (034)",3674,696,555,20,21,125,283,1287,687
