"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAÑETE (000)",54829,539,1708,3603,6453,10838,19073,12615
"De 12 a 14 años (001)",57,,,,,,8,49
"De 15 a 19 años (002)",1427,,,,,,857,570
"De 20 a 24 años (003)",5849,,,,,29,3492,2328
"De 25 a 29 años (004)",7179,,,,,390,4580,2209
"De 30 a 34 años (005)",7143,,,,5,1224,4377,1537
"De 35 a 39 años (006)",6677,,,,98,2164,3240,1175
"De 40 a 44 años (007)",5801,,,,472,2538,1842,949
"De 45 a 49 años (008)",4621,,,37,1003,2264,592,725
"De 50 y más años (009)",16075,539,1708,3566,4875,2229,85,3073
"Sin nivel (010)",4439,139,392,736,916,768,505,983
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",11,,,,,,7,4
"De 20 a 24 años (013)",34,,,,,,15,19
"De 25 a 29 años (014)",80,,,,,3,51,26
"De 30 a 34 años (015)",218,,,,,43,140,35
"De 35 a 39 años (016)",245,,,,8,75,109,53
"De 40 a 44 años (017)",345,,,,28,142,123,52
"De 45 a 49 años (018)",324,,,1,52,165,50,56
"De 50 y más años (019)",3180,139,392,735,828,340,10,736
"Educacion Inicial (020)",51,,,,,10,20,21
"De 15 a 19 años (022)",3,,,,,,1,2
"De 20 a 24 años (023)",12,,,,,,4,8
"De 25 a 29 años (024)",6,,,,,,3,3
"De 30 a 34 años (025)",17,,,,,4,7,6
"De 35 a 39 años (026)",13,,,,,6,5,2
"Primaria (030)",14292,315,975,1868,2640,3053,3065,2376
"De 12 a 14 años (031)",14,,,,,,4,10
"De 15 a 19 años (032)",149,,,,,,96,53
"De 20 a 24 años (033)",494,,,,,,343,151
"De 25 a 29 años (034)",810,,,,,55,573,182
"De 30 a 34 años (035)",1159,,,,,224,753,182
"De 35 a 39 años (036)",1320,,,,15,471,647,187
"De 40 a 44 años (037)",1362,,,,114,667,411,170
"De 45 a 49 años (038)",1418,,,16,328,695,202,177
"De 50 y más años (039)",7566,315,975,1852,2183,941,36,1264
"Secundaria (040)",20364,50,180,547,1683,4224,9264,4416
"De 12 a 14 años (041)",41,,,,,,4,37
"De 15 a 19 años (042)",1080,,,,,,657,423
"De 20 a 24 años (043)",3111,,,,,22,2059,1030
"De 25 a 29 años (044)",3387,,,,,225,2353,809
"De 30 a 34 años (045)",3085,,,,3,610,1934,538
"De 35 a 39 años (046)",2840,,,,49,1012,1355,424
"De 40 a 44 años (047)",2295,,,,190,1037,696,372
"De 45 a 49 años (048)",1569,,,13,375,776,187,218
"De 50 y más años (049)",2956,50,180,534,1066,542,19,565
