"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYLAS (000)",16097,2281,3067,7862,255,2417,215
"Sin nivel (001)",2183,18,380,1244,29,483,29
"Educación inicial (002)",22,1,8,9,,3,1
"Primaria (003)",7237,145,1572,3961,118,1327,114
"Secundaria (004)",3656,435,879,1750,47,497,48
"Superior no univ. incompleta (005)",500,164,67,214,13,28,14
"Superior no univ. completa (006)",1242,741,105,341,16,33,6
"Superior univ. incompleta (007)",351,177,20,117,9,26,2
"Superior univ. completa (008)",906,600,36,226,23,20,1
"Hombres (010)",11691,1301,2508,6281,216,1380,5
"Sin nivel (011)",1397,6,252,955,25,158,1
"Educación inicial (012)",15,,4,9,,2,
"Primaria (013)",5632,98,1287,3334,102,808,3
"Secundaria (014)",2849,310,774,1370,36,358,1
"Superior no univ. incompleta (015)",317,85,58,147,12,15,
"Superior no univ. completa (016)",672,347,89,210,13,13,
"Superior univ. incompleta (017)",244,111,17,90,9,17,
"Superior univ. completa (018)",565,344,27,166,19,9,
"Mujeres (020)",4406,980,559,1581,39,1037,210
"Sin nivel (021)",786,12,128,289,4,325,28
"Educación inicial (022)",7,1,4,,,1,1
"Primaria (023)",1605,47,285,627,16,519,111
"Secundaria (024)",807,125,105,380,11,139,47
"Superior no univ. incompleta (025)",183,79,9,67,1,13,14
"Superior no univ. completa (026)",570,394,16,131,3,20,6
"Superior univ. incompleta (027)",107,66,3,27,,9,2
"Superior univ. completa (028)",341,256,9,60,4,11,1
,,,,,,,
"URBANA (030)",6619,1915,1191,2825,90,434,164
"Sin nivel (031)",318,7,92,163,1,35,20
"Educación inicial (032)",7,1,3,2,,,1
"Primaria (033)",1799,95,450,968,21,185,80
"Secundaria (034)",1986,348,477,959,22,138,42
"Superior no univ. incompleta (035)",388,139,46,165,8,17,13
"Superior no univ. completa (036)",995,612,72,269,13,24,5
"Superior univ. incompleta (037)",298,158,15,98,6,19,2
"Superior univ. completa (038)",828,555,36,201,19,16,1
"Hombres (040)",4078,1063,944,1788,69,212,2
"Sin nivel (041)",110,2,51,50,,7,
"Educación inicial (042)",3,,1,2,,,
"Primaria (043)",1120,62,339,608,14,95,2
"Secundaria (044)",1406,243,413,657,15,78,
"Superior no univ. incompleta (045)",229,71,40,105,7,6,
"Superior no univ. completa (046)",501,274,61,148,11,7,
"Superior univ. incompleta (047)",198,97,12,72,6,11,
"Superior univ. completa (048)",511,314,27,146,16,8,
"Mujeres (050)",2541,852,247,1037,21,222,162
"Sin nivel (051)",208,5,41,113,1,28,20
"Educación inicial (052)",4,1,2,,,,1
"Primaria (053)",679,33,111,360,7,90,78
"Secundaria (054)",580,105,64,302,7,60,42
"Superior no univ. incompleta (055)",159,68,6,60,1,11,13
"Superior no univ. completa (056)",494,338,11,121,2,17,5
"Superior univ. incompleta (057)",100,61,3,26,,8,2
"Superior univ. completa (058)",317,241,9,55,3,8,1
,,,,,,,
"RURAL (060)",9478,366,1876,5037,165,1983,51
"Sin nivel (061)",1865,11,288,1081,28,448,9
"Educación inicial (062)",15,,5,7,,3,
"Primaria (063)",5438,50,1122,2993,97,1142,34
"Secundaria (064)",1670,87,402,791,25,359,6
"Superior no univ. incompleta (065)",112,25,21,49,5,11,1
"Superior no univ. completa (066)",247,129,33,72,3,9,1
"Superior univ. incompleta (067)",53,19,5,19,3,7,
"Superior univ. completa (068)",78,45,,25,4,4,
"Hombres (070)",7613,238,1564,4493,147,1168,3
"Sin nivel (071)",1287,4,201,905,25,151,1
"Educación inicial (072)",12,,3,7,,2,
"Primaria (073)",4512,36,948,2726,88,713,1
"Secundaria (074)",1443,67,361,713,21,280,1
"Superior no univ. incompleta (075)",88,14,18,42,5,9,
"Superior no univ. completa (076)",171,73,28,62,2,6,
"Superior univ. incompleta (077)",46,14,5,18,3,6,
"Superior univ. completa (078)",54,30,,20,3,1,
"Mujeres (080)",1865,128,312,544,18,815,48
"Sin nivel (081)",578,7,87,176,3,297,8
"Educación inicial (082)",3,,2,,,1,
"Primaria (083)",926,14,174,267,9,429,33
"Secundaria (084)",227,20,41,78,4,79,5
"Superior no univ. incompleta (085)",24,11,3,7,,2,1
"Superior no univ. completa (086)",76,56,5,10,1,3,1
"Superior univ. incompleta (087)",7,5,,1,,1,
"Superior univ. completa (088)",24,15,,5,1,3,
