"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia COTABAMBAS (000)",45771,23126,22645,12205,6212,5993,33566,16914,16652
"Menores de 1 año (001)",1085,523,562,262,127,135,823,396,427
"Menores de 1 mes (002)",112,57,55,31,15,16,81,42,39
"De 1 a 11 meses (003)",973,466,507,231,112,119,742,354,388
"De 1 a 4 años (004)",5125,2591,2534,1205,601,604,3920,1990,1930
"1 año (005)",1091,547,544,252,130,122,839,417,422
"2 años (006)",1354,672,682,351,160,191,1003,512,491
"3 años (007)",1397,700,697,327,173,154,1070,527,543
"4 años (008)",1283,672,611,275,138,137,1008,534,474
"De 5 a 9 años (009)",6675,3303,3372,1490,736,754,5185,2567,2618
"5 años (010)",1139,557,582,249,114,135,890,443,447
"6 años (011)",1227,607,620,277,155,122,950,452,498
"7 años (012)",1450,738,712,298,150,148,1152,588,564
"8 años (013)",1519,740,779,352,151,201,1167,589,578
"9 años (014)",1340,661,679,314,166,148,1026,495,531
"De 10 a 14 años (015)",6691,3507,3184,1689,861,828,5002,2646,2356
"10 años (016)",1445,769,676,342,181,161,1103,588,515
"11 años (017)",1253,659,594,320,159,161,933,500,433
"12 años (018)",1582,818,764,389,191,198,1193,627,566
"13 años (019)",1240,646,594,318,159,159,922,487,435
"14 años (020)",1171,615,556,320,171,149,851,444,407
"De 15 a 19 años (021)",3779,2014,1765,1082,561,521,2697,1453,1244
"15 años (022)",1000,501,499,296,143,153,704,358,346
"16 años (023)",806,440,366,247,131,116,559,309,250
"17 años (024)",764,422,342,204,115,89,560,307,253
"18 años (025)",703,377,326,191,106,85,512,271,241
"19 años (026)",506,274,232,144,66,78,362,208,154
"De 20 a 24 años (027)",2648,1332,1316,804,405,399,1844,927,917
"20 años (028)",574,305,269,165,85,80,409,220,189
"21 años (029)",425,214,211,122,58,64,303,156,147
"22 años (030)",573,310,263,179,102,77,394,208,186
"23 años (031)",525,247,278,155,81,74,370,166,204
"24 años (032)",551,256,295,183,79,104,368,177,191
"De 25 a 29 años (033)",2795,1364,1431,951,465,486,1844,899,945
"25 años (034)",575,282,293,197,99,98,378,183,195
"26 años (035)",538,241,297,179,86,93,359,155,204
"27 años (036)",604,313,291,200,98,102,404,215,189
"28 años (037)",536,256,280,188,95,93,348,161,187
"29 años (038)",542,272,270,187,87,100,355,185,170
"De 30 a 34 años (039)",2721,1360,1361,940,482,458,1781,878,903
"30 años (040)",674,332,342,232,121,111,442,211,231
"31 años (041)",403,211,192,150,82,68,253,129,124
"32 años (042)",625,320,305,220,110,110,405,210,195
"33 años (043)",524,264,260,179,96,83,345,168,177
"34 años (044)",495,233,262,159,73,86,336,160,176
"De 35 a 39 años (045)",2599,1336,1263,817,433,384,1782,903,879
