"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CONDORCANQUI (000)",43311,39497,3523,291
"Hombres (001)",21806,20176,1489,141
"Mujeres (002)",21505,19321,2034,150
"Menores de 1 año (003)",1551,807,680,64
"Hombres (004)",802,433,336,33
"Mujeres (005)",749,374,344,31
"De 1 a 5 años (006)",8407,6454,1776,177
"Hombres (007)",4147,3173,880,94
"Mujeres (008)",4260,3281,896,83
"De 6 a 14 años (009)",12151,11796,332,23
"Hombres (010)",6131,5983,136,12
"Mujeres (011)",6020,5813,196,11
"De 15 a 29 años (012)",11179,10958,215,6
"Hombres (013)",5394,5337,56,1
"Mujeres (014)",5785,5621,159,5
"De 30 a 44 años (015)",6225,6056,162,7
"Hombres (016)",3276,3253,23,
"Mujeres (017)",2949,2803,139,7
"De 45 a 64 años (018)",3256,3004,241,11
"Hombres (019)",1784,1756,28,
"Mujeres (020)",1472,1248,213,11
"De 65 a más años (021)",542,422,117,3
"Hombres (022)",272,241,30,1
"Mujeres (023)",270,181,87,2
,,,,
"URBANA (024)",6458,6295,117,46
"Hombres (025)",3282,3199,52,31
"Mujeres (026)",3176,3096,65,15
"Menores de 1 año (027)",167,125,32,10
"Hombres (028)",86,65,16,5
"Mujeres (029)",81,60,16,5
"De 1 a 5 años (030)",951,851,70,30
"Hombres (031)",437,379,34,24
"Mujeres (032)",514,472,36,6
"De 6 a 14 años (033)",1788,1781,3,4
"Hombres (034)",889,886,1,2
"Mujeres (035)",899,895,2,2
"De 15 a 29 años (036)",1933,1931,2,
"Hombres (037)",1008,1008,,
"Mujeres (038)",925,923,2,
"De 30 a 44 años (039)",991,989,1,1
"Hombres (040)",514,514,,
"Mujeres (041)",477,475,1,1
"De 45 a 64 años (042)",555,551,3,1
"Hombres (043)",314,314,,
"Mujeres (044)",241,237,3,1
"De 65 a más años (045)",73,67,6,
"Hombres (046)",34,33,1,
"Mujeres (047)",39,34,5,
,,,,
"RURAL (048)",36853,33202,3406,245
"Hombres (049)",18524,16977,1437,110
"Mujeres (050)",18329,16225,1969,135
"Menores de 1 año (051)",1384,682,648,54
"Hombres (052)",716,368,320,28
"Mujeres (053)",668,314,328,26
"De 1 a 5 años (054)",7456,5603,1706,147
"Hombres (055)",3710,2794,846,70
"Mujeres (056)",3746,2809,860,77
"De 6 a 14 años (057)",10363,10015,329,19
"Hombres (058)",5242,5097,135,10
"Mujeres (059)",5121,4918,194,9
"De 15 a 29 años (060)",9246,9027,213,6
"Hombres (061)",4386,4329,56,1
"Mujeres (062)",4860,4698,157,5
"De 30 a 44 años (063)",5234,5067,161,6
"Hombres (064)",2762,2739,23,
"Mujeres (065)",2472,2328,138,6
"De 45 a 64 años (066)",2701,2453,238,10
"Hombres (067)",1470,1442,28,
"Mujeres (068)",1231,1011,210,10
"De 65 a más años (069)",469,355,111,3
"Hombres (070)",238,208,29,1
"Mujeres (071)",231,147,82,2
