"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SANTA CRUZ (000)",32296,5687,5106,5401,5276,3896,6930
"Conviviente (001)",8930,134,1288,2566,2163,1279,1500
"Separado(a) (002)",758,4,105,160,159,145,185
"Casado(a) (003)",9144,16,262,1283,2157,1937,3489
"Viudo(a) (004)",1572,1,9,27,86,162,1287
"Divorciado(a) (005)",77,,6,11,12,8,40
"Soltero(a) (006)",11815,5532,3436,1354,699,365,429
"Hombres (008)",16099,3016,2664,2624,2566,1865,3364
"Conviviente (009)",4355,44,436,1245,1130,659,841
"Separado(a) (010)",148,,15,17,29,31,56
"Casado(a) (011)",4559,8,69,532,1051,976,1923
"Viudo(a) (012)",394,,1,5,18,26,344
"Divorciado(a) (013)",28,,4,4,4,3,13
"Soltero(a) (014)",6615,2964,2139,821,334,170,187
"Mujeres (016)",16197,2671,2442,2777,2710,2031,3566
"Conviviente (017)",4575,90,852,1321,1033,620,659
"Separado(a) (018)",610,4,90,143,130,114,129
"Casado(a) (019)",4585,8,193,751,1106,961,1566
"Viudo(a) (020)",1178,1,8,22,68,136,943
"Divorciado(a) (021)",49,,2,7,8,5,27
"Soltero(a) (022)",5200,2568,1297,533,365,195,242
,,,,,,,
"URBANA (024)",7018,1134,1088,1220,1391,895,1290
"Conviviente (025)",1668,21,253,510,469,206,209
"Separado(a) (026)",183,,22,46,39,34,42
"Casado(a) (027)",2258,7,52,316,660,524,699
"Viudo(a) (028)",274,,5,3,16,33,217
"Divorciado(a) (029)",25,,2,4,5,3,11
"Soltero(a) (030)",2610,1106,754,341,202,95,112
"Hombres (032)",3461,589,497,586,688,467,634
"Conviviente (033)",835,9,81,248,258,116,123
"Separado(a) (034)",41,,5,6,9,10,11
"Casado(a) (035)",1154,3,15,126,325,295,390
"Viudo(a) (036)",60,,1,,,4,55
"Divorciado(a) (037)",13,,1,3,3,2,4
"Soltero(a) (038)",1358,577,394,203,93,40,51
"Mujeres (040)",3557,545,591,634,703,428,656
"Conviviente (041)",833,12,172,262,211,90,86
"Separado(a) (042)",142,,17,40,30,24,31
"Casado(a) (043)",1104,4,37,190,335,229,309
"Viudo(a) (044)",214,,4,3,16,29,162
"Divorciado(a) (045)",12,,1,1,2,1,7
"Soltero(a) (046)",1252,529,360,138,109,55,61
,,,,,,,
"RURAL (048)",25278,4553,4018,4181,3885,3001,5640
"Conviviente (049)",7262,113,1035,2056,1694,1073,1291
"Separado(a) (050)",575,4,83,114,120,111,143
"Casado(a) (051)",6886,9,210,967,1497,1413,2790
"Viudo(a) (052)",1298,1,4,24,70,129,1070
"Divorciado(a) (053)",52,,4,7,7,5,29
"Soltero(a) (054)",9205,4426,2682,1013,497,270,317
"Hombres (056)",12638,2427,2167,2038,1878,1398,2730
"Conviviente (057)",3520,35,355,997,872,543,718
"Separado(a) (058)",107,,10,11,20,21,45
"Casado(a) (059)",3405,5,54,406,726,681,1533
"Viudo(a) (060)",334,,,5,18,22,289
"Divorciado(a) (061)",15,,3,1,1,1,9
"Soltero(a) (062)",5257,2387,1745,618,241,130,136
"Mujeres (064)",12640,2126,1851,2143,2007,1603,2910
"Conviviente (065)",3742,78,680,1059,822,530,573
"Separado(a) (066)",468,4,73,103,100,90,98
"Casado(a) (067)",3481,4,156,561,771,732,1257
"Viudo(a) (068)",964,1,4,19,52,107,781
"Divorciado(a) (069)",37,,1,6,6,4,20
"Soltero(a) (070)",3948,2039,937,395,256,140,181
