"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",6719,6541,1778,668,644,585,996,761,591,518,178,23959
"De 12 a 14 años (001)",660,658,652,6,,,,,,,2,6
"De 15 a 19 años (002)",777,762,649,96,14,2,1,,,,15,134
"De 20 a 24 años (003)",568,527,178,195,109,33,10,2,,,41,568
"De 25 a 29 años (004)",557,512,56,110,144,99,95,6,2,,45,1150
"De 30 a 34 años (005)",556,541,32,74,119,127,126,52,8,3,15,1673
"De 35 a 39 años (006)",526,510,10,35,68,80,163,109,40,5,16,2222
"De 40 a 44 años (007)",568,553,93,31,48,67,136,85,68,25,15,2331
"De 45 a 49 años (008)",387,382,8,25,34,28,87,80,68,52,5,2238
"De 50 y más años (009)",2120,2096,100,96,108,149,378,427,405,433,24,13637
"Sin nivel (010)",1148,1133,90,58,58,72,199,217,196,243,15,7184
"De 12 a 14 años (011)",5,4,4,,,,,,,,1,
"De 15 a 19 años (012)",17,17,12,5,,,,,,,,5
"De 20 a 24 años (013)",13,12,3,3,4,,2,,,,1,19
"De 25 a 29 años (014)",24,21,,1,5,6,8,1,,,3,70
"De 30 a 34 años (015)",24,23,2,2,2,3,6,7,,1,1,99
"De 35 a 39 años (016)",45,43,2,4,3,2,10,13,8,1,2,224
"De 40 a 44 años (017)",96,94,33,4,4,3,14,18,11,7,2,374
"De 45 a 49 años (018)",54,54,1,3,5,3,8,10,11,13,,366
"De 50 y más años (019)",870,865,33,36,35,55,151,168,166,221,5,6027
"Educacion Inicial (020)",14,14,9,,2,2,,1,,,,16
"De 12 a 14 años (021)",8,8,8,,,,,,,,,
"De 15 a 19 años (022)",1,1,1,,,,,,,,,
"De 25 a 29 años (024)",3,3,,,1,2,,,,,,8
