"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia JAUJA (000)",92053,91054,633,366
"Hombres (001)",44311,43915,218,178
"Mujeres (002)",47742,47139,415,188
"Menores de 1 año (003)",1528,1316,160,52
"Hombres (004)",745,634,81,30
"Mujeres (005)",783,682,79,22
"De 1 a 5 años (006)",8993,8534,176,283
"Hombres (007)",4643,4422,83,138
"Mujeres (008)",4350,4112,93,145
"De 6 a 14 años (009)",19380,19367,8,5
"Hombres (010)",9854,9846,4,4
"Mujeres (011)",9526,9521,4,1
"De 15 a 29 años (012)",22418,22405,13,
"Hombres (013)",11063,11058,5,
"Mujeres (014)",11355,11347,8,
"De 30 a 44 años (015)",16030,16009,18,3
"Hombres (016)",7188,7179,6,3
"Mujeres (017)",8842,8830,12,
"De 45 a 64 años (018)",14610,14552,53,5
"Hombres (019)",6663,6652,10,1
"Mujeres (020)",7947,7900,43,4
"De 65 a más años (021)",9094,8871,205,18
"Hombres (022)",4155,4124,29,2
"Mujeres (023)",4939,4747,176,16
,,,,
"URBANA (024)",63941,63251,443,247
"Hombres (025)",30584,30312,149,123
"Mujeres (026)",33357,32939,294,124
"Menores de 1 año (027)",1001,857,113,31
"Hombres (028)",497,421,58,18
"Mujeres (029)",504,436,55,13
"De 1 a 5 años (030)",5905,5579,128,198
"Hombres (031)",3103,2945,59,99
"Mujeres (032)",2802,2634,69,99
"De 6 a 14 años (033)",12760,12754,4,2
"Hombres (034)",6421,6417,2,2
"Mujeres (035)",6339,6337,2,
"De 15 a 29 años (036)",15944,15935,9,
"Hombres (037)",7835,7831,4,
"Mujeres (038)",8109,8104,5,
"De 30 a 44 años (039)",11447,11433,12,2
"Hombres (040)",5050,5044,4,2
"Mujeres (041)",6397,6389,8,
"De 45 a 64 años (042)",10336,10298,35,3
"Hombres (043)",4670,4665,4,1
"Mujeres (044)",5666,5633,31,2
"De 65 a más años (045)",6548,6395,142,11
"Hombres (046)",3008,2989,18,1
"Mujeres (047)",3540,3406,124,10
,,,,
"RURAL (048)",28112,27803,190,119
"Hombres (049)",13727,13603,69,55
"Mujeres (050)",14385,14200,121,64
"Menores de 1 año (051)",527,459,47,21
"Hombres (052)",248,213,23,12
"Mujeres (053)",279,246,24,9
"De 1 a 5 años (054)",3088,2955,48,85
"Hombres (055)",1540,1477,24,39
"Mujeres (056)",1548,1478,24,46
"De 6 a 14 años (057)",6620,6613,4,3
"Hombres (058)",3433,3429,2,2
"Mujeres (059)",3187,3184,2,1
"De 15 a 29 años (060)",6474,6470,4,
"Hombres (061)",3228,3227,1,
"Mujeres (062)",3246,3243,3,
"De 30 a 44 años (063)",4583,4576,6,1
"Hombres (064)",2138,2135,2,1
"Mujeres (065)",2445,2441,4,
"De 45 a 64 años (066)",4274,4254,18,2
"Hombres (067)",1993,1987,6,
"Mujeres (068)",2281,2267,12,2
"De 65 a más años (069)",2546,2476,63,7
"Hombres (070)",1147,1135,11,1
"Mujeres (071)",1399,1341,52,6
