"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CARABAYA (000)",51601,9064,10880,11026,8654,5124,6853
"Conviviente (001)",17044,184,3430,6941,4060,1421,1008
"Separado(a) (002)",1440,10,195,392,351,247,245
"Casado(a) (003)",11150,25,151,1362,3342,2770,3500
"Viudo(a) (004)",2503,3,20,87,244,397,1752
"Divorciado(a) (005)",182,,8,30,40,38,66
"Soltero(a) (006)",19282,8842,7076,2214,617,251,282
"Hombres (008)",26909,4790,5568,5679,4678,2748,3446
"Conviviente (009)",8734,70,1261,3597,2363,847,596
"Separado(a) (010)",385,3,18,87,108,79,90
"Casado(a) (011)",5762,16,52,553,1694,1503,1944
"Viudo(a) (012)",898,3,8,16,86,156,629
"Divorciado(a) (013)",88,,2,11,20,18,37
"Soltero(a) (014)",11042,4698,4227,1415,407,145,150
"Mujeres (016)",24692,4274,5312,5347,3976,2376,3407
"Conviviente (017)",8310,114,2169,3344,1697,574,412
"Separado(a) (018)",1055,7,177,305,243,168,155
"Casado(a) (019)",5388,9,99,809,1648,1267,1556
"Viudo(a) (020)",1605,,12,71,158,241,1123
"Divorciado(a) (021)",94,,6,19,20,20,29
"Soltero(a) (022)",8240,4144,2849,799,210,106,132
,,,,,,,
"URBANA (024)",20992,4031,4315,4579,3616,2048,2403
"Conviviente (025)",7199,95,1286,2893,1874,666,385
"Separado(a) (026)",671,2,93,184,165,119,108
"Casado(a) (027)",3985,15,59,544,1226,989,1152
"Viudo(a) (028)",970,1,8,42,113,169,637
"Divorciado(a) (029)",72,,5,13,11,13,30
"Soltero(a) (030)",8095,3918,2864,903,227,92,91
"Hombres (032)",10575,2114,2126,2208,1898,1093,1136
"Conviviente (033)",3573,42,457,1397,1055,403,219
"Separado(a) (034)",134,2,9,33,30,33,27
"Casado(a) (035)",2052,9,23,218,614,546,642
"Viudo(a) (036)",305,1,3,8,44,59,190
"Divorciado(a) (037)",32,,1,6,6,5,14
"Soltero(a) (038)",4479,2060,1633,546,149,47,44
"Mujeres (040)",10417,1917,2189,2371,1718,955,1267
"Conviviente (041)",3626,53,829,1496,819,263,166
"Separado(a) (042)",537,,84,151,135,86,81
"Casado(a) (043)",1933,6,36,326,612,443,510
"Viudo(a) (044)",665,,5,34,69,110,447
"Divorciado(a) (045)",40,,4,7,5,8,16
"Soltero(a) (046)",3616,1858,1231,357,78,45,47
,,,,,,,
"RURAL (048)",30609,5033,6565,6447,5038,3076,4450
"Conviviente (049)",9845,89,2144,4048,2186,755,623
"Separado(a) (050)",769,8,102,208,186,128,137
"Casado(a) (051)",7165,10,92,818,2116,1781,2348
"Viudo(a) (052)",1533,2,12,45,131,228,1115
"Divorciado(a) (053)",110,,3,17,29,25,36
"Soltero(a) (054)",11187,4924,4212,1311,390,159,191
"Hombres (056)",16334,2676,3442,3471,2780,1655,2310
"Conviviente (057)",5161,28,804,2200,1308,444,377
"Separado(a) (058)",251,1,9,54,78,46,63
"Casado(a) (059)",3710,7,29,335,1080,957,1302
"Viudo(a) (060)",593,2,5,8,42,97,439
"Divorciado(a) (061)",56,,1,5,14,13,23
"Soltero(a) (062)",6563,2638,2594,869,258,98,106
"Mujeres (064)",14275,2357,3123,2976,2258,1421,2140
"Conviviente (065)",4684,61,1340,1848,878,311,246
"Separado(a) (066)",518,7,93,154,108,82,74
"Casado(a) (067)",3455,3,63,483,1036,824,1046
"Viudo(a) (068)",940,,7,37,89,131,676
"Divorciado(a) (069)",54,,2,12,15,12,13
"Soltero(a) (070)",4624,2286,1618,442,132,61,85
