"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHUPACA (000)",19037,3007,3865,8854,193,2813,305
"Sin nivel (001)",969,13,207,481,5,239,24
"Educación inicial (002)",15,2,,7,,5,1
"Primaria (003)",4897,114,1070,2614,32,989,78
"Secundaria (004)",8090,726,2042,3876,85,1204,157
"Superior no univ. incompleta (005)",1077,211,200,508,24,112,22
"Superior no univ. completa (006)",1820,826,182,640,17,139,16
"Superior univ. incompleta (007)",639,196,83,292,11,55,2
"Superior univ. completa (008)",1530,919,81,436,19,70,5
"Hombres (010)",11371,1805,2738,5634,128,1048,18
"Sin nivel (011)",217,1,75,106,1,33,1
"Educación inicial (012)",7,2,,3,,2,
"Primaria (013)",2378,66,615,1425,18,248,6
"Secundaria (014)",5558,510,1604,2798,61,577,8
"Superior no univ. incompleta (015)",715,131,166,350,13,54,1
"Superior no univ. completa (016)",1039,422,149,388,10,68,2
"Superior univ. incompleta (017)",466,128,67,230,11,30,
"Superior univ. completa (018)",991,545,62,334,14,36,
"Mujeres (020)",7666,1202,1127,3220,65,1765,287
"Sin nivel (021)",752,12,132,375,4,206,23
"Educación inicial (022)",8,,,4,,3,1
"Primaria (023)",2519,48,455,1189,14,741,72
"Secundaria (024)",2532,216,438,1078,24,627,149
"Superior no univ. incompleta (025)",362,80,34,158,11,58,21
"Superior no univ. completa (026)",781,404,33,252,7,71,14
"Superior univ. incompleta (027)",173,68,16,62,,25,2
"Superior univ. completa (028)",539,374,19,102,5,34,5
,,,,,,,
"URBANA (030)",12055,2438,2133,5698,153,1474,159
"Sin nivel (031)",550,10,114,297,5,114,10
"Educación inicial (032)",13,2,,6,,4,1
"Primaria (033)",2660,92,574,1488,22,452,32
"Secundaria (034)",4883,551,1088,2461,65,630,88
"Superior no univ. incompleta (035)",805,178,134,379,22,78,14
"Superior no univ. completa (036)",1389,675,109,476,14,103,12
"Superior univ. incompleta (037)",517,156,60,247,9,45,
"Superior univ. completa (038)",1238,774,54,344,16,48,2
"Hombres (040)",7154,1438,1551,3510,101,543,11
"Sin nivel (041)",132,1,47,67,1,16,
"Educación inicial (042)",6,2,,3,,1,
"Primaria (043)",1289,46,342,766,11,122,2
"Secundaria (044)",3244,369,866,1685,48,270,6
"Superior no univ. incompleta (045)",533,114,116,254,11,37,1
"Superior no univ. completa (046)",772,348,87,276,9,50,2
"Superior univ. incompleta (047)",379,103,49,197,9,21,
"Superior univ. completa (048)",799,455,44,262,12,26,
"Mujeres (050)",4901,1000,582,2188,52,931,148
"Sin nivel (051)",418,9,67,230,4,98,10
"Educación inicial (052)",7,,,3,,3,1
"Primaria (053)",1371,46,232,722,11,330,30
"Secundaria (054)",1639,182,222,776,17,360,82
"Superior no univ. incompleta (055)",272,64,18,125,11,41,13
"Superior no univ. completa (056)",617,327,22,200,5,53,10
"Superior univ. incompleta (057)",138,53,11,50,,24,
"Superior univ. completa (058)",439,319,10,82,4,22,2
,,,,,,,
"RURAL (060)",6982,569,1732,3156,40,1339,146
"Sin nivel (061)",419,3,93,184,,125,14
"Educación inicial (062)",2,,,1,,1,
"Primaria (063)",2237,22,496,1126,10,537,46
"Secundaria (064)",3207,175,954,1415,20,574,69
"Superior no univ. incompleta (065)",272,33,66,129,2,34,8
"Superior no univ. completa (066)",431,151,73,164,3,36,4
"Superior univ. incompleta (067)",122,40,23,45,2,10,2
"Superior univ. completa (068)",292,145,27,92,3,22,3
"Hombres (070)",4217,367,1187,2124,27,505,7
"Sin nivel (071)",85,,28,39,,17,1
"Educación inicial (072)",1,,,,,1,
"Primaria (073)",1089,20,273,659,7,126,4
"Secundaria (074)",2314,141,738,1113,13,307,2
"Superior no univ. incompleta (075)",182,17,50,96,2,17,
"Superior no univ. completa (076)",267,74,62,112,1,18,
"Superior univ. incompleta (077)",87,25,18,33,2,9,
"Superior univ. completa (078)",192,90,18,72,2,10,
"Mujeres (080)",2765,202,545,1032,13,834,139
"Sin nivel (081)",334,3,65,145,,108,13
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",1148,2,223,467,3,411,42
"Secundaria (084)",893,34,216,302,7,267,67
"Superior no univ. incompleta (085)",90,16,16,33,,17,8
"Superior no univ. completa (086)",164,77,11,52,2,18,4
"Superior univ. incompleta (087)",35,15,5,12,,1,2
"Superior univ. completa (088)",100,55,9,20,1,12,3
