"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTABAMBA (000)",4294,15038,13181,,261,87.7,1.7
"De 12 a 14 años (001)",428,3,3,,,100,
"De 15 a 19 años (002)",433,88,87,18,98.9,20.5,
"De 20 a 24 años (003)",351,473,451,66,95.3,14,
"De 25 a 29 años (004)",340,714,695,69,97.3,9.7,
"De 30 a 34 años (005)",341,1045,998,41,95.5,3.9,
"De 35 a 39 años (006)",350,1504,1411,39,93.8,2.6,
"De 40 a 44 años (007)",306,1568,1424,24,90.8,1.5,
"De 45 a 49 años (008)",299,1697,1517,4,89.4,0.2,
"De 50 y más años (009)",1446,7946,6595,,83,,
"Conviviente (010)",1110,3423,3156,159,92.2,4.6,
"De 12 a 14 años (011)",7,1,1,,100,,
"De 15 a 19 años (012)",81,61,60,14,98.4,23,
"De 20 a 24 años (013)",214,363,342,53,94.2,14.6,
"De 25 a 29 años (014)",203,466,454,47,97.4,10.1,
"De 30 a 34 años (015)",189,581,558,22,96,3.8,
"De 35 a 39 años (016)",140,587,558,15,95.1,2.6,
"De 40 a 44 años (017)",72,353,316,7,89.5,2,
"De 45 a 49 años (018)",64,346,323,1,93.4,0.3,
"De 50 y más años (019)",140,665,544,,81.8,,
"Separado(a) (020)",167,526,482,8,91.6,1.5,
"De 15 a 19 años (022)",6,5,5,,100,,
"De 20 a 24 años (023)",20,26,26,2,100,7.7,
"De 25 a 29 años (024)",21,32,31,3,96.9,9.4,
"De 30 a 34 años (025)",18,43,40,1,93,2.3,
"De 35 a 39 años (026)",11,44,44,1,100,2.3,
"De 40 a 44 años (027)",14,66,63,1,95.5,1.5,
"De 45 a 49 años (028)",17,74,68,,91.9,,
"De 50 y más años (029)",60,236,205,,86.9,,
"Casado(a) (030)",1498,8220,7250,83,88.2,1,
"De 12 a 14 años (031)",1,1,1,,100,,
"De 15 a 19 años (032)",5,4,4,1,100,25,
"De 20 a 24 años (033)",26,50,50,7,100,14,
"De 25 a 29 años (034)",70,189,183,17,96.8,9,
"De 30 a 34 años (035)",106,381,363,18,95.3,4.7,
"De 35 a 39 años (036)",174,814,757,22,93,2.7,
"De 40 a 44 años (037)",189,1065,965,15,90.6,1.4,
"De 45 a 49 años (038)",180,1113,981,3,88.1,0.3,
"De 50 y más años (039)",747,4603,3946,,85.7,,
