"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",114,7,36,42,26,3
"Secundaria (034)",83,1,52,20,10,
"Superior no univ. incompleta (035)",10,,8,2,,
"Superior no univ. completa (036)",24,,12,9,3,
"Superior univ. incompleta (037)",4,,2,2,,
"Superior univ. completa (038)",6,,2,3,1,
"No PEA (040)",15349,6727,3327,2031,1743,1521
"Sin nivel (041)",2728,121,147,468,893,1099
"Educación inicial (042)",427,395,15,17,,
"Primaria (043)",8352,5263,889,1160,686,354
"Secundaria (044)",3388,948,1959,318,121,42
"Superior no univ. incompleta (045)",229,,187,25,13,4
"Superior no univ. completa (046)",99,,52,25,13,9
"Superior univ. incompleta (047)",78,,67,4,4,3
"Superior univ. completa (048)",48,,11,14,13,10
,,,,,,
"URBANA (060)",12428,3571,2765,2659,2112,1321
"Sin nivel (061)",1868,56,74,266,694,778
"Educación inicial (062)",218,205,4,9,,
"Primaria (063)",5948,2725,603,1254,916,450
"Secundaria (064)",3306,585,1623,723,312,63
"Superior no univ. incompleta (065)",299,,197,68,29,5
"Superior no univ. completa (066)",429,,162,201,56,10
"Superior univ. incompleta (067)",116,,60,25,28,3
"Superior univ. completa (068)",244,,42,113,77,12
"PEA (070)",4648,134,1098,1691,1268,457
"Sin nivel (071)",644,5,34,107,294,204
"Educación inicial (072)",8,2,2,4,,
"Primaria (073)",1869,97,262,710,584,216
"Secundaria (074)",1375,30,563,520,234,28
"Superior no univ. incompleta (075)",120,,53,47,19,1
"Superior no univ. completa (076)",364,,133,182,45,4
"Superior univ. incompleta (077)",67,,19,22,24,2
"Superior univ. completa (078)",201,,32,99,68,2
"Ocupada (080)",4486,129,1025,1645,1235,452
"Sin nivel (081)",628,5,33,106,284,200
"Educación inicial (082)",8,2,2,4,,
"Primaria (083)",1812,93,247,685,572,215
"Secundaria (084)",1319,29,526,511,225,28
"Superior no univ. incompleta (085)",111,,46,45,19,1
"Superior no univ. completa (086)",348,,124,176,44,4
"Superior univ. incompleta (087)",63,,17,20,24,2
"Superior univ. completa (088)",197,,30,98,67,2
"Desocupada (090)",162,5,73,46,33,5
"Sin nivel (091)",16,,1,1,10,4
"Primaria (093)",57,4,15,25,12,1
"Secundaria (094)",56,1,37,9,9,
"Superior no univ. incompleta (095)",9,,7,2,,
"Superior no univ. completa (096)",16,,9,6,1,
"Superior univ. incompleta (097)",4,,2,2,,
"Superior univ. completa (098)",4,,2,1,1,
"No PEA (100)",7780,3437,1667,968,844,864
"Sin nivel (101)",1224,51,40,159,400,574
"Educación inicial (102)",210,203,2,5,,
"Primaria (103)",4079,2628,341,544,332,234
"Secundaria (104)",1931,555,1060,203,78,35
"Superior no univ. incompleta (105)",179,,144,21,10,4
"Superior no univ. completa (106)",65,,29,19,11,6
"Superior univ. incompleta (107)",49,,41,3,4,1
"Superior univ. completa (108)",43,,10,14,9,10
,,,,,,
"RURAL (120)",10820,3362,2540,2277,1700,941
"Sin nivel (121)",2024,72,137,452,688,675
"Educación inicial (122)",222,192,16,14,,
"Primaria (123)",5925,2686,881,1296,823,239
"Secundaria (124)",2337,412,1346,422,137,20
"Superior no univ. incompleta (125)",102,,71,19,12,
"Superior no univ. completa (126)",115,,51,46,15,3
"Superior univ. incompleta (127)",43,,29,6,6,2
"Superior univ. completa (128)",52,,9,22,19,2
"PEA (130)",3251,72,880,1214,801,284
"Sin nivel (131)",520,2,30,143,195,150
"Educación inicial (132)",5,,3,2,,
"Primaria (133)",1652,51,333,680,469,119
"Secundaria (134)",880,19,447,307,94,13
"Superior no univ. incompleta (135)",52,,28,15,9,
"Superior no univ. completa (136)",81,,28,40,13,
"Superior univ. incompleta (137)",14,,3,5,6,
"Superior univ. completa (138)",47,,8,22,15,2
"Ocupada (140)",3147,69,838,1179,779,282
"Sin nivel (141)",511,2,28,141,190,150
"Educación inicial (142)",5,,3,2,,
"Primaria (143)",1595,48,312,663,455,117
"Secundaria (144)",853,19,432,296,93,13
"Superior no univ. incompleta (145)",51,,27,15,9,
"Superior no univ. completa (146)",73,,25,37,11,
"Superior univ. incompleta (147)",14,,3,5,6,
"Superior univ. completa (148)",45,,8,20,15,2
"Desocupada (150)",104,3,42,35,22,2
"Sin nivel (151)",9,,2,2,5,
"Primaria (153)",57,3,21,17,14,2
"Secundaria (154)",27,,15,11,1,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",8,,3,3,2,
"Superior univ. completa (158)",2,,,2,,
"No PEA (160)",7569,3290,1660,1063,899,657
"Sin nivel (161)",1504,70,107,309,493,525
"Educación inicial (162)",217,192,13,12,,
"Primaria (163)",4273,2635,548,616,354,120
"Secundaria (164)",1457,393,899,115,43,7
"Superior no univ. incompleta (165)",50,,43,4,3,
"Superior no univ. completa (166)",34,,23,6,2,3
"Superior univ. incompleta (167)",29,,26,1,,2
"Superior univ. completa (168)",5,,1,,4,
