"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (037)",102,,39,29,22,12
"Desocupado (038)",22,2,14,6,,
,,,,,,
"URBANA (039)",1740,35,459,645,498,103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",24,,5,9,10,
"Profes., científicos e intelectuales (041)",300,,49,180,70,1
"Técnicos de nivel medio y trab.asimilados (042)",47,,16,18,12,1
"Jefes y empleados de oficina (043)",90,,30,37,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",143,4,32,48,48,11
"Agricult.trabaj. calif. agrop. y pesqueros (045)",392,3,65,126,150,48
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",89,1,26,30,24,8
"Obreros construc., conf., papel, fab., instr. (047)",83,1,18,36,25,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",417,23,160,119,93,22
"Otra (049)",10,,1,5,4,
"Ocupación no especificada (050)",75,,21,21,28,5
"Desocupado (051)",70,3,36,16,11,4
"Hombres (052)",1227,21,311,435,375,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",19,,3,6,10,
"Profes., científicos e intelectuales (054)",159,,20,88,50,1
"Técnicos de nivel medio y trab.asimilados (055)",27,,9,12,5,1
"Jefes y empleados de oficina (056)",60,,15,26,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",51,1,15,14,15,6
"Agricult.trabaj. calif. agrop. y pesqueros (058)",382,3,62,124,147,46
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",66,1,24,23,14,4
"Obreros construc., conf., papel, fab., instr. (060)",83,1,18,36,25,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",277,13,109,79,60,16
"Otra (062)",10,,1,5,4,
"Ocupación no especificada (063)",38,,9,10,15,4
"Desocupado (064)",55,2,26,12,11,4
"Mujeres (065)",513,14,148,210,123,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,2,3,,
"Profes., científicos e intelectuales (067)",141,,29,92,20,
"Técnicos de nivel medio y trab.asimilados (068)",20,,7,6,7,
"Jefes y empleados de oficina (069)",30,,15,11,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",92,3,17,34,33,5
"Agricult.trabaj. calif. agrop. y pesqueros (071)",10,,3,2,3,2
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",23,,2,7,10,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",140,10,51,40,33,6
"Ocupación no especificada (076)",37,,12,11,13,1
"Desocupado (077)",15,1,10,4,,
,,,,,,
"RURAL (078)",2642,106,907,811,598,220
"Profes., científicos e intelectuales (080)",86,,32,40,14,
"Técnicos de nivel medio y trab.asimilados (081)",9,,3,3,2,1
"Jefes y empleados de oficina (082)",7,,4,1,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",65,2,23,21,15,4
"Agricult.trabaj. calif. agrop. y pesqueros (084)",1428,17,360,485,403,163
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",40,,8,21,8,3
"Obreros construc., conf., papel, fab., instr. (086)",49,,19,17,10,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",753,81,385,160,104,23
"Ocupación no especificada (089)",149,2,47,49,29,22
"Desocupado (090)",56,4,26,14,11,1
"Hombres (091)",2333,94,795,707,540,197
"Profes., científicos e intelectuales (093)",50,,19,20,11,
"Técnicos de nivel medio y trab.asimilados (094)",5,,1,2,2,
"Jefes y empleados de oficina (095)",6,,3,1,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",22,1,7,5,5,4
"Agricult.trabaj. calif. agrop. y pesqueros (097)",1390,16,353,471,393,157
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",31,,7,16,5,3
"Obreros construc., conf., papel, fab., instr. (099)",49,,19,17,10,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",647,72,344,132,81,18
"Ocupación no especificada (102)",84,2,20,31,20,11
"Desocupado (103)",49,3,22,12,11,1
"Mujeres (104)",309,12,112,104,58,23
"Profes., científicos e intelectuales (106)",36,,13,20,3,
"Técnicos de nivel medio y trab.asimilados (107)",4,,2,1,,1
"Jefes y empleados de oficina (108)",1,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",43,1,16,16,10,
"Agricult.trabaj. calif. agrop. y pesqueros (110)",38,1,7,14,10,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",9,,1,5,3,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",106,9,41,28,23,5
"Ocupación no especificada (115)",65,,27,18,9,11
"Desocupado (116)",7,1,4,2,,
