"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",315,297,8,6,4
,,,,,
"URBANA (036)",5261,2877,368,481,1535
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",31,2,4,3,22
"Profes., científicos e intelectuales (038)",774,219,128,217,210
"Técnicos de nivel medio y trab. asimilados (039)",217,74,20,24,99
"Jefes y empleados de oficina (040)",306,34,10,14,248
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",708,662,23,4,19
"Agricult.trabaj.calif.agrop.y pesqueros (042)",447,439,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",876,299,48,41,488
"Obreros construc.,conf.,papel, fab., instr. (044)",425,224,42,51,108
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1266,772,75,117,302
"Otra (046)",18,,,,18
"Ocupación no especificada (047)",193,152,10,10,21
"Hombres (048)",3651,1778,269,348,1256
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,3,3,14
"Profes., científicos e intelectuales (050)",429,102,72,122,133
"Técnicos de nivel medio y trab. asimilados (051)",151,46,14,22,69
"Jefes y empleados de oficina (052)",167,19,7,10,131
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",279,251,11,3,14
"Agricult.trabaj.calif.agrop.y pesqueros (054)",429,422,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",802,240,42,40,480
"Obreros construc.,conf.,papel, fab., instr. (056)",408,216,42,47,103
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",855,419,65,95,276
"Otra (058)",18,,,,18
"Ocupación no especificada (059)",93,63,6,6,18
"Mujeres (060)",1610,1099,99,133,279
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,2,1,,8
"Profes., científicos e intelectuales (062)",345,117,56,95,77
"Técnicos de nivel medio y trab. asimilados (063)",66,28,6,2,30
"Jefes y empleados de oficina (064)",139,15,3,4,117
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",429,411,12,1,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",18,17,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",74,59,6,1,8
"Obreros construc.,conf.,papel, fab., instr. (068)",17,8,,4,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",411,353,10,22,26
"Ocupación no especificada (071)",100,89,4,4,3
,,,,,
"RURAL (072)",10160,7572,362,323,1903
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,,1,2,12
"Profes., científicos e intelectuales (074)",199,46,16,31,106
"Técnicos de nivel medio y trab. asimilados (075)",261,17,11,33,200
"Jefes y empleados de oficina (076)",148,11,5,8,124
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",229,171,14,14,30
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4822,4755,67,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1038,223,68,82,665
"Obreros construc.,conf.,papel, fab., instr. (080)",744,153,46,88,457
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2363,1913,126,59,265
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",337,283,8,6,40
"Hombres (084)",9036,6603,344,302,1787
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",14,,1,2,11
"Profes., científicos e intelectuales (086)",134,22,13,24,75
"Técnicos de nivel medio y trab. asimilados (087)",241,14,10,30,187
"Jefes y empleados de oficina (088)",131,10,4,6,111
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",128,78,13,9,28
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4652,4587,65,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",946,169,68,82,627
"Obreros construc.,conf.,papel, fab., instr. (092)",741,153,45,87,456
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1923,1495,121,58,249
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",122,75,4,4,39
"Mujeres (096)",1124,969,18,21,116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",65,24,3,7,31
"Técnicos de nivel medio y trab. asimilados (099)",20,3,1,3,13
"Jefes y empleados de oficina (100)",17,1,1,2,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",101,93,1,5,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",170,168,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",92,54,,,38
"Obreros construc.,conf.,papel, fab., instr. (104)",3,,1,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",440,418,5,1,16
"Ocupación no especificada (107)",215,208,4,2,1
