"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",596,3760,2919,,77.6,,
"Secundaria (040)",2358,2198,2089,143,95,6.5,
"De 12 a 14 años (041)",475,4,4,,100,,
"De 15 a 19 años (042)",896,128,127,48,99.2,37.5,
"De 20 a 24 años (043)",381,368,357,51,97,13.9,
"De 25 a 29 años (044)",217,386,372,28,96.4,7.3,
"De 30 a 34 años (045)",113,304,282,10,92.8,3.3,
"De 35 a 39 años (046)",92,276,266,4,96.4,1.4,
"De 40 a 44 años (047)",80,313,296,2,94.6,0.6,
"De 45 a 49 años (048)",43,161,149,,92.5,,
"De 50 y más años (049)",61,258,236,,91.5,,
"Sup. no Univ. incompleta (050)",123,123,122,4,99.2,3.3,
"De 15 a 19 años (052)",16,1,1,,100,,
"De 20 a 24 años (053)",53,20,20,2,100,10,
"De 25 a 29 años (054)",15,12,12,1,100,8.3,
"De 30 a 34 años (055)",14,17,17,1,100,5.9,
"De 35 a 39 años (056)",9,19,19,,100,,
"De 40 a 44 años (057)",7,22,22,,100,,
"De 45 a 49 años (058)",5,17,17,,100,,
"De 50 y más años (059)",4,15,14,,93.3,,
"Sup. no Univ. completa (060)",191,258,252,15,97.7,5.8,
"De 20 a 24 años (063)",30,14,14,5,100,35.7,
"De 25 a 29 años (064)",68,55,54,5,98.2,9.1,
"De 30 a 34 años (065)",37,55,54,3,98.2,5.5,
"De 35 a 39 años (066)",26,54,54,,100,,
"De 40 a 44 años (067)",15,44,41,2,93.2,4.5,
"De 45 a 49 años (068)",4,8,8,,100,,
"De 50 y más años (069)",11,28,27,,96.4,,
"Sup. Univ. incompleta (070)",39,56,55,1,98.2,1.8,
"De 15 a 19 años (072)",4,,,,,,
"De 20 a 24 años (073)",13,3,3,,100,,
"De 25 a 29 años (074)",5,5,5,1,100,20,
"De 30 a 34 años (075)",3,4,4,,100,,
"De 35 a 39 años (076)",6,12,12,,100,,
"De 40 a 44 años (077)",3,7,7,,100,,
"De 45 a 49 años (078)",3,13,13,,100,,
"De 50 y más años (079)",2,12,11,,91.7,,
"Sup. Univ. completa (080)",113,114,112,6,98.2,5.3,
"De 20 a 24 años (083)",14,1,1,,100,,
"De 25 a 29 años (084)",30,14,13,1,92.9,7.1,
"De 30 a 34 años (085)",24,23,23,2,100,8.7,
"De 35 a 39 años (086)",13,15,15,2,100,13.3,
"De 40 a 44 años (087)",16,33,33,1,100,3,
"De 45 a 49 años (088)",7,12,12,,100,,
"De 50 y más años (089)",9,16,15,,93.8,,
,,,,,,,
"URBANA (100)",3021,8064,7106,160,88.1,2,
"De 12 a 14 años (101)",381,3,3,,100,,
"De 15 a 19 años (102)",396,71,69,24,97.2,33.8,
"De 20 a 24 años (103)",338,344,339,36,98.5,10.5,
"De 25 a 29 años (104)",341,618,592,40,95.8,6.5,
"De 30 a 34 años (105)",328,931,879,32,94.4,3.4,
"De 35 a 39 años (106)",290,1042,979,17,94,1.6,
"De 40 a 44 años (107)",228,975,896,9,91.9,0.9,
"De 45 a 49 años (108)",169,869,791,2,91,0.2,
"De 50 y más años (109)",550,3211,2558,,79.7,,
"Sin nivel (110)",549,2904,2373,16,81.7,0.6,
"De 12 a 14 años (111)",3,,,,,,
"De 15 a 19 años (112)",6,4,3,,75,,
"De 20 a 24 años (113)",10,15,15,1,100,6.7,
"De 25 a 29 años (114)",28,72,68,3,94.4,4.2,
"De 30 a 34 años (115)",49,167,162,6,97,3.6,
"De 35 a 39 años (116)",55,252,229,2,90.9,0.8,
"De 40 a 44 años (117)",45,242,213,3,88,1.2,
"De 45 a 49 años (118)",51,310,274,1,88.4,0.3,
"De 50 y más años (119)",302,1842,1409,,76.5,,
"Educacion Inicial (120)",16,49,47,3,95.9,6.1,
"De 20 a 24 años (123)",3,5,5,,100,,
"De 25 a 29 años (124)",4,9,8,,88.9,,
"De 30 a 34 años (125)",6,19,18,2,94.7,10.5,
"De 35 a 39 años (126)",3,16,16,1,100,6.3,
"Primaria (130)",1115,3519,3158,62,89.7,1.8,
"De 12 a 14 años (131)",192,,,,,,
"De 15 a 19 años (132)",80,26,25,8,96.2,30.8,
"De 20 a 24 años (133)",81,142,140,12,98.6,8.5,
"De 25 a 29 años (134)",123,301,289,19,96,6.3,
"De 30 a 34 años (135)",141,472,442,11,93.6,2.3,
"De 35 a 39 años (136)",129,518,486,8,93.8,1.5,
"De 40 a 44 años (137)",105,493,449,3,91.1,0.6,
"De 45 a 49 años (138)",74,407,375,1,92.1,0.2,
"De 50 y más años (139)",190,1160,952,,82.1,,
"Secundaria (140)",971,1155,1100,57,95.2,4.9,
"De 12 a 14 años (141)",186,3,3,,100,,
"De 15 a 19 años (142)",296,40,40,16,100,40,
"De 20 a 24 años (143)",152,154,151,17,98.1,11,
"De 25 a 29 años (144)",96,168,161,11,95.8,6.5,
"De 30 a 34 años (145)",70,192,177,8,92.2,4.2,
"De 35 a 39 años (146)",60,175,167,4,95.4,2.3,
"De 40 a 44 años (147)",45,158,155,1,98.1,0.6,
"De 45 a 49 años (148)",31,118,108,,91.5,,
"De 50 y más años (149)",35,147,138,,93.9,,
"Sup. no Univ. incompleta (150)",97,100,99,3,99,3,
"De 15 a 19 años (152)",10,1,1,,100,,
"De 20 a 24 años (153)",42,12,12,1,100,8.3,
"De 25 a 29 años (154)",13,11,11,1,100,9.1,
"De 30 a 34 años (155)",11,13,13,1,100,7.7,
"De 35 a 39 años (156)",6,13,13,,100,,
"De 40 a 44 años (157)",7,22,22,,100,,
"De 45 a 49 años (158)",4,13,13,,100,,
"De 50 y más años (159)",4,15,14,,93.3,,
"Sup. no Univ. completa (160)",157,218,212,14,97.2,6.4,
"De 20 a 24 años (163)",26,13,13,5,100,38.5,
"De 25 a 29 años (164)",51,45,44,4,97.8,8.9,
"De 30 a 34 años (165)",32,49,48,3,98,6.1,
"De 35 a 39 años (166)",23,47,47,,100,,
"De 40 a 44 años (167)",12,36,33,2,91.7,5.6,
"De 45 a 49 años (168)",3,6,6,,100,,
"De 50 y más años (169)",10,22,21,,95.5,,
"Sup. Univ. incompleta (170)",32,42,41,1,97.6,2.4,
"De 15 a 19 años (172)",4,,,,,,
"De 20 a 24 años (173)",12,2,2,,100,,
"De 25 a 29 años (174)",3,2,2,1,100,50,
"De 30 a 34 años (175)",3,4,4,,100,,
"De 35 a 39 años (176)",4,10,10,,100,,
"De 40 a 44 años (177)",3,7,7,,100,,
"De 45 a 49 años (178)",1,5,5,,100,,
"De 50 y más años (179)",2,12,11,,91.7,,
"Sup. Univ. completa (180)",84,77,76,4,98.7,5.2,
"De 20 a 24 años (183)",12,1,1,,100,,
"De 25 a 29 años (184)",23,10,9,1,90,10,
"De 30 a 34 años (185)",16,15,15,1,100,6.7,
"De 35 a 39 años (186)",10,11,11,2,100,18.2,
"De 40 a 44 años (187)",11,17,17,,100,,
"De 45 a 49 años (188)",5,10,10,,100,,
"De 50 y más años (189)",7,13,13,,100,,
,,,,,,,
"RURAL (200)",11923,39994,32798,895,82,2.2,
"De 12 a 14 años (201)",1546,8,7,1,87.5,12.5,
"De 15 a 19 años (202)",1539,389,378,125,97.2,32.1,
"De 20 a 24 años (203)",1298,1790,1685,219,94.1,12.2,
"De 25 a 29 años (204)",1222,3228,2996,202,92.8,6.3,
"De 30 a 34 años (205)",1158,4481,4014,176,89.6,3.9,
"De 35 a 39 años (206)",1059,5219,4634,117,88.8,2.2,
"De 40 a 44 años (207)",945,5470,4657,43,85.1,0.8,
"De 45 a 49 años (208)",760,4741,3804,12,80.2,0.3,
"De 50 y más años (209)",2396,14668,10623,,72.4,,
"Sin nivel (210)",4801,24335,19161,297,78.7,1.2,
"De 12 a 14 años (211)",49,1,1,1,100,100,
"De 15 a 19 años (212)",139,66,63,15,95.5,22.7,
"De 20 a 24 años (213)",251,401,377,36,94,9,
"De 25 a 29 años (214)",392,1158,1057,73,91.3,6.3,
"De 30 a 34 años (215)",490,2029,1783,80,87.9,3.9,
"De 35 a 39 años (216)",504,2557,2249,58,88,2.3,
"De 40 a 44 años (217)",512,3007,2549,25,84.8,0.8,
"De 45 a 49 años (218)",503,3168,2532,9,79.9,0.3,
"De 50 y más años (219)",1961,11948,8550,,71.6,,
"Educacion Inicial (220)",97,292,268,15,91.8,5.1,
"De 12 a 14 años (221)",5,,,,,,
"De 15 a 19 años (222)",13,1,1,1,100,100,
"De 20 a 24 años (223)",15,24,20,3,83.3,12.5,
"De 25 a 29 años (224)",19,63,58,4,92.1,6.3,
"De 30 a 34 años (225)",29,128,116,6,90.6,4.7,
"De 35 a 39 años (226)",16,76,73,1,96.1,1.3,
"Primaria (230)",5542,14210,12267,494,86.3,3.5,
"De 12 a 14 años (231)",1203,6,5,,83.3,,
"De 15 a 19 años (232)",781,234,227,78,97,33.3,
"De 20 a 24 años (233)",785,1141,1072,145,94,12.7,
"De 25 a 29 años (234)",662,1771,1652,107,93.3,6,
"De 30 a 34 años (235)",580,2194,1992,87,90.8,4,
"De 35 a 39 años (236)",496,2466,2194,58,89,2.4,
"De 40 a 44 años (237)",390,2284,1943,16,85.1,0.7,
"De 45 a 49 años (238)",239,1514,1215,3,80.3,0.2,
"De 50 y más años (239)",406,2600,1967,,75.7,,
"Secundaria (240)",1387,1043,989,85,94.8,8.1,
"De 12 a 14 años (241)",289,1,1,,100,,
"De 15 a 19 años (242)",600,88,87,31,98.9,35.2,
"De 20 a 24 años (243)",229,214,206,34,96.3,15.9,
"De 25 a 29 años (244)",121,218,211,17,96.8,7.8,
"De 30 a 34 años (245)",43,112,105,2,93.8,1.8,
"De 35 a 39 años (246)",32,101,99,,98,,
"De 40 a 44 años (247)",35,155,141,1,91,0.6,
"De 45 a 49 años (248)",12,43,41,,95.3,,
"De 50 y más años (249)",26,111,98,,88.3,,
"Sup. no Univ. incompleta (250)",26,23,23,1,100,4.3,
"De 15 a 19 años (252)",6,,,,,,
"De 20 a 24 años (253)",11,8,8,1,100,12.5,
"De 25 a 29 años (254)",2,1,1,,100,,
"De 30 a 34 años (255)",3,4,4,,100,,
"De 35 a 39 años (256)",3,6,6,,100,,
"De 45 a 49 años (258)",1,4,4,,100,,
"Sup. no Univ. completa (260)",34,40,40,1,100,2.5,
"De 20 a 24 años (263)",4,1,1,,100,,
"De 25 a 29 años (264)",17,10,10,1,100,10,
"De 30 a 34 años (265)",5,6,6,,100,,
"De 35 a 39 años (266)",3,7,7,,100,,
"De 40 a 44 años (267)",3,8,8,,100,,
"De 45 a 49 años (268)",1,2,2,,100,,
"De 50 y más años (269)",1,6,6,,100,,
"Sup. Univ. incompleta (270)",7,14,14,,100,,
"De 20 a 24 años (273)",1,1,1,,100,,
"De 25 a 29 años (274)",2,3,3,,100,,
"De 35 a 39 años (276)",2,2,2,,100,,
"De 45 a 49 años (278)",2,8,8,,100,,
"Sup. Univ. completa (280)",29,37,36,2,97.3,5.4,
"De 20 a 24 años (283)",2,,,,,,
"De 25 a 29 años (284)",7,4,4,,100,,
"De 30 a 34 años (285)",8,8,8,1,100,12.5,
"De 35 a 39 años (286)",3,4,4,,100,,
"De 40 a 44 años (287)",5,16,16,1,100,6.3,
"De 45 a 49 años (288)",2,2,2,,100,,
"De 50 y más años (289)",2,3,2,,66.7,,
