"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia COTABAMBAS (000)",45771,44843,607,321
"Hombres (001)",23126,22754,217,155
"Mujeres (002)",22645,22089,390,166
"Menores de 1 año (003)",1085,891,121,73
"Hombres (004)",523,425,62,36
"Mujeres (005)",562,466,59,37
"De 1 a 5 años (006)",6264,5980,68,216
"Hombres (007)",3148,3003,35,110
"Mujeres (008)",3116,2977,33,106
"De 6 a 14 años (009)",12227,12214,5,8
"Hombres (010)",6253,6248,1,4
"Mujeres (011)",5974,5966,4,4
"De 15 a 29 años (012)",9222,9205,15,2
"Hombres (013)",4710,4703,6,1
"Mujeres (014)",4512,4502,9,1
"De 30 a 44 años (015)",7731,7711,16,4
"Hombres (016)",3928,3922,6,
"Mujeres (017)",3803,3789,10,4
"De 45 a 64 años (018)",6109,5997,106,6
"Hombres (019)",3062,3032,28,2
"Mujeres (020)",3047,2965,78,4
"De 65 a más años (021)",3133,2845,276,12
"Hombres (022)",1502,1421,79,2
"Mujeres (023)",1631,1424,197,10
,,,,
"URBANA (024)",12205,11994,122,89
"Hombres (025)",6212,6123,49,40
"Mujeres (026)",5993,5871,73,49
"Menores de 1 año (027)",262,218,33,11
"Hombres (028)",127,103,17,7
"Mujeres (029)",135,115,16,4
"De 1 a 5 años (030)",1454,1362,18,74
"Hombres (031)",715,673,10,32
"Mujeres (032)",739,689,8,42
"De 6 a 14 años (033)",2930,2930,,
"Hombres (034)",1483,1483,,
"Mujeres (035)",1447,1447,,
"De 15 a 29 años (036)",2837,2834,3,
"Hombres (037)",1431,1428,3,
"Mujeres (038)",1406,1406,,
"De 30 a 44 años (039)",2465,2464,1,
"Hombres (040)",1307,1307,,
"Mujeres (041)",1158,1157,1,
"De 45 a 64 años (042)",1542,1532,8,2
"Hombres (043)",819,815,3,1
"Mujeres (044)",723,717,5,1
"De 65 a más años (045)",715,654,59,2
"Hombres (046)",330,314,16,
"Mujeres (047)",385,340,43,2
,,,,
"RURAL (048)",33566,32849,485,232
"Hombres (049)",16914,16631,168,115
"Mujeres (050)",16652,16218,317,117
"Menores de 1 año (051)",823,673,88,62
"Hombres (052)",396,322,45,29
"Mujeres (053)",427,351,43,33
"De 1 a 5 años (054)",4810,4618,50,142
"Hombres (055)",2433,2330,25,78
"Mujeres (056)",2377,2288,25,64
"De 6 a 14 años (057)",9297,9284,5,8
"Hombres (058)",4770,4765,1,4
"Mujeres (059)",4527,4519,4,4
"De 15 a 29 años (060)",6385,6371,12,2
"Hombres (061)",3279,3275,3,1
"Mujeres (062)",3106,3096,9,1
"De 30 a 44 años (063)",5266,5247,15,4
"Hombres (064)",2621,2615,6,
"Mujeres (065)",2645,2632,9,4
"De 45 a 64 años (066)",4567,4465,98,4
"Hombres (067)",2243,2217,25,1
"Mujeres (068)",2324,2248,73,3
"De 65 a más años (069)",2418,2191,217,10
"Hombres (070)",1172,1107,63,2
"Mujeres (071)",1246,1084,154,8
