"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",92,80,1,57,18,4,,,,,12,105
"De 25 a 29 años (024)",106,96,,55,31,9,1,,,,10,148
"De 30 a 34 años (025)",96,88,,32,28,21,4,2,1,,8,191
"De 35 a 39 años (026)",90,84,1,21,30,19,9,2,2,,6,209
"De 40 a 44 años (027)",62,58,,13,18,11,12,2,2,,4,164
"De 45 a 49 años (028)",46,45,,7,8,3,22,4,1,,1,162
"De 50 y más años (029)",149,147,,24,26,15,33,33,13,3,2,632
"Casado(a) (030)",5292,5214,27,402,684,859,1529,1097,449,167,78,23725
"De 12 a 14 años (031)",2,,,,,,,,,,2,
"De 15 a 19 años (032)",26,17,1,11,1,2,2,,,,9,27
"De 20 a 24 años (033)",139,128,,65,51,9,3,,,,11,207
"De 25 a 29 años (034)",294,287,,72,104,80,29,1,1,,7,657
"De 30 a 34 años (035)",514,499,5,63,141,120,138,25,5,2,15,1513
"De 35 a 39 años (036)",725,718,7,41,119,179,268,90,11,3,7,2701
"De 40 a 44 años (037)",698,692,2,27,66,130,256,155,45,11,6,3167
"De 45 a 49 años (038)",715,709,1,29,50,113,246,191,57,22,6,3492
"De 50 y más años (039)",2179,2164,11,94,152,226,587,635,330,129,15,11961
"Viudo(a) (040)",1387,1350,11,136,163,150,424,296,137,33,37,6222
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",3,,,,,,,,,,3,
"De 20 a 24 años (043)",9,9,,8,,,1,,,,,13
"De 25 a 29 años (044)",13,13,,2,8,,3,,,,,31
"De 30 a 34 años (045)",29,26,,7,7,7,4,1,,,3,66
"De 35 a 39 años (046)",60,56,,6,12,11,18,5,4,,4,205
"De 40 a 44 años (047)",65,62,,2,10,9,23,14,4,,3,269
"De 45 a 49 años (048)",87,83,2,8,10,12,32,13,6,,4,338
"De 50 y más años (049)",1120,1101,9,103,116,111,343,263,123,33,19,5300
"Divorciado(a) (050)",64,54,1,10,10,12,14,6,1,,10,175
"De 20 a 24 años (053)",7,5,,3,1,,1,,,,2,9
"De 25 a 29 años (054)",7,2,,1,1,,,,,,5,3
"De 30 a 34 años (055)",5,4,1,1,1,1,,,,,1,6
"De 35 a 39 años (056)",2,2,,,1,,1,,,,,6
"De 40 a 44 años (057)",7,7,,,2,3,1,1,,,,25
"De 45 a 49 años (058)",11,11,,2,1,1,3,3,1,,,47
"De 50 y más años (059)",25,23,,3,3,7,8,2,,,2,79
"Soltero(a) (060)",1517,505,9,307,128,38,23,,,,1012,769
"De 12 a 14 años (061)",6,5,1,1,3,,,,,,1,7
"De 15 a 19 años (062)",25,24,1,20,2,,1,,,,1,28
"De 20 a 24 años (063)",495,94,1,74,15,3,1,,,,401,117
"De 25 a 29 años (064)",441,112,2,79,21,5,5,,,,329,156
"De 30 a 34 años (065)",194,73,1,38,24,7,3,,,,121,119
"De 35 a 39 años (066)",126,57,2,32,19,3,1,,,,69,83
"De 40 a 44 años (067)",71,39,,15,14,6,4,,,,32,77
"De 45 a 49 años (068)",48,28,,14,6,6,2,,,,20,52
"De 50 y más años (069)",111,73,1,34,24,8,6,,,,38,130
,,,,,,,,,,,,
"URBANA (080)",7443,6558,39,1235,1174,1050,1599,971,369,121,885,24427
"De 12 a 14 años (081)",13,4,,2,2,,,,,,9,6
"De 15 a 19 años (082)",103,77,1,59,10,3,4,,,,26,104
"De 20 a 24 años (083)",771,476,3,324,109,30,8,2,,,295,680
"De 25 a 29 años (084)",921,671,2,294,228,105,40,1,1,,250,1245
"De 30 a 34 años (085)",832,716,5,163,243,173,110,14,5,3,116,1797
"De 35 a 39 años (086)",920,841,5,96,187,209,264,63,14,3,79,2807
"De 40 a 44 años (087)",714,678,2,63,97,139,222,119,28,8,36,2725
"De 45 a 49 años (088)",689,660,5,51,76,113,220,143,40,12,29,2875
"De 50 y más años (089)",2480,2435,16,183,222,278,731,629,281,95,45,12188
"Conviviente (090)",1786,1701,8,511,432,300,304,111,24,11,85,4610
"De 12 a 14 años (091)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (092)",66,47,,38,5,2,2,,,,19,62
"De 20 a 24 años (093)",305,288,2,195,66,19,4,2,,,17,415
"De 25 a 29 años (094)",404,381,1,157,134,60,28,1,,,23,726
"De 30 a 34 años (095)",308,300,1,54,110,79,49,4,2,1,8,775
"De 35 a 39 años (096)",271,262,,25,66,63,82,23,3,,9,870
"De 40 a 44 años (097)",150,147,1,18,16,32,53,21,3,3,3,566
"De 45 a 49 años (098)",107,104,2,4,17,20,29,27,4,1,3,435
"De 50 y más años (099)",170,170,1,18,18,25,57,33,12,6,,759
"Separado(a) (100)",405,382,2,145,94,51,51,29,8,2,23,996
"De 12 a 14 años (101)",2,,,,,,,,,,2,
"De 15 a 19 años (102)",14,13,,11,2,,,,,,1,15
"De 20 a 24 años (103)",43,38,1,29,7,1,,,,,5,46
"De 25 a 29 años (104)",60,58,,36,16,5,1,,,,2,87
"De 30 a 34 años (105)",66,60,,26,18,13,2,,1,,6,118
"De 35 a 39 años (106)",52,49,1,16,15,11,5,1,,,3,108
"De 40 a 44 años (107)",46,44,,9,15,10,7,2,1,,2,121
"De 45 a 49 años (108)",28,27,,5,5,1,13,2,1,,1,95
"De 50 y más años (109)",94,93,,13,16,10,23,24,5,2,1,406
"Casado(a) (110)",3311,3254,15,287,456,562,925,649,269,91,57,14390
"De 12 a 14 años (111)",2,,,,,,,,,,2,
"De 15 a 19 años (112)",13,8,,5,1,1,1,,,,5,14
"De 20 a 24 años (113)",88,81,,44,27,7,3,,,,7,132
"De 25 a 29 años (114)",159,153,,47,58,38,9,,1,,6,324
"De 30 a 34 años (115)",304,291,2,49,95,76,55,10,2,2,13,798
"De 35 a 39 años (116)",468,461,4,32,84,127,165,39,7,3,7,1652
"De 40 a 44 años (117)",418,413,1,22,50,82,143,88,22,5,5,1798
"De 45 a 49 años (118)",445,440,1,24,40,79,153,102,30,11,5,2035
"De 50 y más años (119)",1414,1407,7,64,101,152,396,410,207,70,7,7637
"Viudo(a) (120)",891,866,9,92,105,104,293,178,68,17,25,3824
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 20 a 24 años (123)",5,5,,5,,,,,,,,5
"De 25 a 29 años (124)",6,6,,2,4,,,,,,,10
"De 30 a 34 años (125)",17,14,,7,3,2,2,,,,3,28
"De 35 a 39 años (126)",39,35,,5,9,6,11,,4,,4,123
"De 40 a 44 años (127)",41,40,,2,6,8,14,8,2,,1,166
"De 45 a 49 años (128)",63,60,2,7,7,7,23,9,5,,3,240
"De 50 y más años (129)",719,706,7,64,76,81,243,161,57,17,13,3252
"Divorciado(a) (130)",43,36,1,6,7,9,9,4,,,7,113
"De 20 a 24 años (133)",1,,,,,,,,,,1,
"De 25 a 29 años (134)",4,1,,,1,,,,,,3,2
"De 30 a 34 años (135)",4,3,1,1,1,,,,,,1,3
"De 35 a 39 años (136)",1,1,,,1,,,,,,,2
"De 40 a 44 años (137)",5,5,,,2,2,1,,,,,15
"De 45 a 49 años (138)",9,9,,2,1,1,2,3,,,,34
"De 50 y más años (139)",19,17,,3,1,6,6,1,,,2,57
"Soltero(a) (140)",1007,319,4,194,80,24,17,,,,688,494
"De 12 a 14 años (141)",3,2,,,2,,,,,,1,4
"De 15 a 19 años (142)",10,9,1,5,2,,1,,,,1,13
"De 20 a 24 años (143)",329,64,,51,9,3,1,,,,265,82
"De 25 a 29 años (144)",288,72,1,52,15,2,2,,,,216,96
"De 30 a 34 años (145)",133,48,1,26,16,3,2,,,,85,75
"De 35 a 39 años (146)",89,33,,18,12,2,1,,,,56,52
"De 40 a 44 años (147)",54,29,,12,8,5,4,,,,25,59
"De 45 a 49 años (148)",37,20,,9,6,5,,,,,17,36
"De 50 y más años (149)",64,42,1,21,10,4,6,,,,22,77
,,,,,,,,,,,,
"RURAL (160)",4701,4268,27,691,731,648,1085,685,298,103,433,16885
"De 12 a 14 años (161)",13,7,1,5,1,,,,,,6,7
"De 15 a 19 años (162)",130,110,1,85,12,8,4,,,,20,149
"De 20 a 24 años (163)",528,373,3,210,118,28,13,1,,,155,591
"De 25 a 29 años (164)",666,536,3,148,186,121,75,3,,,130,1217
"De 30 a 34 años (165)",565,524,3,68,135,130,157,28,3,,41,1607
"De 35 a 39 años (166)",546,524,5,40,92,106,192,76,11,2,22,1977
"De 40 a 44 años (167)",449,432,1,18,39,70,162,102,33,7,17,2028
"De 45 a 49 años (168)",407,401,,16,23,57,144,110,40,11,6,2036
"De 50 y más años (169)",1397,1361,10,101,125,128,338,365,211,83,36,7273
"Conviviente (170)",1423,1376,8,325,327,257,309,103,37,10,47,4170
"De 12 a 14 años (171)",10,4,,4,,,,,,,6,4
"De 15 a 19 años (172)",81,71,,49,12,7,3,,,,10,106
"De 20 a 24 años (173)",252,245,2,132,76,23,11,1,,,7,405
"De 25 a 29 años (174)",322,316,2,76,115,72,49,2,,,6,741
"De 30 a 34 años (175)",251,250,,36,67,68,69,10,,,1,734
"De 35 a 39 años (176)",192,186,,11,32,40,77,19,5,2,6,710
"De 40 a 44 años (177)",110,105,,6,10,18,35,28,7,1,5,485
"De 45 a 49 años (178)",82,81,,3,7,15,30,15,11,,1,385
"De 50 y más años (179)",123,118,4,8,8,14,35,28,14,7,5,600
"Separado(a) (180)",270,244,,90,67,31,30,14,11,1,26,645
"De 15 a 19 años (182)",18,15,,15,,,,,,,3,15
"De 20 a 24 años (183)",49,42,,28,11,3,,,,,7,59
"De 25 a 29 años (184)",46,38,,19,15,4,,,,,8,61
"De 30 a 34 años (185)",30,28,,6,10,8,2,2,,,2,73
"De 35 a 39 años (186)",38,35,,5,15,8,4,1,2,,3,101
"De 40 a 44 años (187)",16,14,,4,3,1,5,,1,,2,43
"De 45 a 49 años (188)",18,18,,2,3,2,9,2,,,,67
"De 50 y más años (189)",55,54,,11,10,5,10,9,8,1,1,226
"Casado(a) (190)",1981,1960,12,115,228,297,604,448,180,76,21,9335
"De 15 a 19 años (192)",13,9,1,6,,1,1,,,,4,13
"De 20 a 24 años (193)",51,47,,21,24,2,,,,,4,75
"De 25 a 29 años (194)",135,134,,25,46,42,20,1,,,1,333
"De 30 a 34 años (195)",210,208,3,14,46,44,83,15,3,,2,715
"De 35 a 39 años (196)",257,257,3,9,35,52,103,51,4,,,1049
"De 40 a 44 años (197)",280,279,1,5,16,48,113,67,23,6,1,1369
"De 45 a 49 años (198)",270,269,,5,10,34,93,89,27,11,1,1457
"De 50 y más años (199)",765,757,4,30,51,74,191,225,123,59,8,4324
"Viudo(a) (200)",496,484,2,44,58,46,131,118,69,16,12,2398
"De 15 a 19 años (202)",3,,,,,,,,,,3,
"De 20 a 24 años (203)",4,4,,3,,,1,,,,,8
"De 25 a 29 años (204)",7,7,,,4,,3,,,,,21
"De 30 a 34 años (205)",12,12,,,4,5,2,1,,,,38
"De 35 a 39 años (206)",21,21,,1,3,5,7,5,,,,82
"De 40 a 44 años (207)",24,22,,,4,1,9,6,2,,2,103
"De 45 a 49 años (208)",24,23,,1,3,5,9,4,1,,1,98
"De 50 y más años (209)",401,395,2,39,40,30,100,102,66,16,6,2048
"Divorciado(a) (210)",21,18,,4,3,3,5,2,1,,3,62
"De 20 a 24 años (213)",6,5,,3,1,,1,,,,1,9
"De 25 a 29 años (214)",3,1,,1,,,,,,,2,1
"De 30 a 34 años (215)",1,1,,,,1,,,,,,3
"De 35 a 39 años (216)",1,1,,,,,1,,,,,4
"De 40 a 44 años (217)",2,2,,,,1,,1,,,,10
"De 45 a 49 años (218)",2,2,,,,,1,,1,,,13
"De 50 y más años (219)",6,6,,,2,1,2,1,,,,22
"Soltero(a) (220)",510,186,5,113,48,14,6,,,,324,275
"De 12 a 14 años (221)",3,3,1,1,1,,,,,,,3
"De 15 a 19 años (222)",15,15,,15,,,,,,,,15
"De 20 a 24 años (223)",166,30,1,23,6,,,,,,136,35
"De 25 a 29 años (224)",153,40,1,27,6,3,3,,,,113,60
"De 30 a 34 años (225)",61,25,,12,8,4,1,,,,36,44
"De 35 a 39 años (226)",37,24,2,14,7,1,,,,,13,31
"De 40 a 44 años (227)",17,10,,3,6,1,,,,,7,18
"De 45 a 49 años (228)",11,8,,5,,1,2,,,,3,16
"De 50 y más años (229)",47,31,,13,14,4,,,,,16,53
