"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",252,39,84,90,34,5
"Hogares privados con servicio doméstico (041)",44,6,30,4,2,2
"Organiz. y organos extraterritoriales (042)",1,,,1,,
"Actividad economica no especificada (043)",538,8,196,190,111,33
"Mujeres (045)",14119,537,4607,5248,2998,729
"Agric., ganadería, caza y silvicultura (046)",5995,330,1746,1871,1542,506
"Pesca (047)",2,,1,,1,
"Explotación de minas y canteras (048)",4,,,3,1,
"Industrias manufactureras (049)",322,19,138,107,48,10
"Suministro de electricidad, gas y agua (050)",6,,2,2,1,1
"Construcción (051)",56,1,21,25,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2718,95,872,1064,569,118
"Venta, mant.y rep. veh.autom.y motoc. (053)",29,,17,8,4,
"Comercio al por mayor (054)",61,,20,31,10,
"Comercio al por menor (055)",2628,95,835,1025,555,118
"Hoteles y restaurantes (056)",875,40,334,295,178,28
"Trans., almac. y comunicaciones (057)",124,11,73,29,11,
"Intermediación financiera (058)",37,,24,9,4,
"Activid.inmobil., empres. y alquileres (059)",156,1,72,62,21,
"Admin.pub. y defensa; p. segur.soc.afil (060)",336,,109,173,53,1
"Enseñanza (061)",1406,,318,825,262,1
"Servicios sociales y de salud (062)",646,,200,366,79,1
"Otras activ. serv.comun.soc y personales (063)",246,9,107,90,31,9
"Hogares privados con servicio doméstico (064)",592,28,383,114,56,11
"Actividad economica no especificada (066)",598,3,207,213,132,43
,,,,,,
"URBANA (067)",21984,714,7057,8711,4617,885
"Agric., ganadería, caza y silvicultura (068)",6405,308,1946,2089,1578,484
"Pesca (069)",5,,,2,3,
"Explotación de minas y canteras (070)",39,,13,16,10,
"Industrias manufactureras (071)",1036,35,430,341,191,39
"Suministro de electricidad, gas y agua (072)",23,,5,9,6,3
"Construcción (073)",810,8,244,344,194,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4027,184,1347,1502,822,172
"Venta, mant.y rep. veh.autom.y motoc. (075)",316,2,159,109,40,6
"Comercio al por mayor (076)",131,,58,51,22,
"Comercio al por menor (077)",3580,182,1130,1342,760,166
"Hoteles y restaurantes (078)",1019,48,412,331,195,33
"Trans., almac. y comunicaciones (079)",1360,43,632,491,177,17
"Intermediación financiera (080)",89,,54,23,12,
"Activid.inmobil., empres. y alquileres (081)",547,1,194,231,111,10
"Admin.pub. y defensa; p. segur.soc.afil (082)",1099,,240,570,268,21
"Enseñanza (083)",2806,,467,1674,654,11
"Servicios sociales y de salud (084)",864,,218,515,126,5
"Otras activ. serv.comun.soc y personales (085)",465,46,177,167,61,14
"Hogares privados con servicio doméstico (086)",517,30,353,85,40,9
"Organiz. y organos extraterritoriales (087)",1,,,1,,
"Actividad economica no especificada (088)",872,11,325,320,169,47
"Hombres (089)",13350,438,4180,5186,2971,575
"Agric., ganadería, caza y silvicultura (090)",4849,218,1496,1560,1209,366
"Pesca (091)",4,,,2,2,
"Explotación de minas y canteras (092)",36,,13,14,9,
"Industrias manufactureras (093)",801,19,328,270,155,29
"Suministro de electricidad, gas y agua (094)",18,,3,7,6,2
"Construcción (095)",760,7,225,321,187,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1645,97,590,576,318,64
"Venta, mant.y rep. veh.autom.y motoc. (097)",291,2,144,103,36,6
"Comercio al por mayor (098)",74,,39,22,13,
"Comercio al por menor (099)",1280,95,407,451,269,58
"Hoteles y restaurantes (100)",261,13,131,69,41,7
"Trans., almac. y comunicaciones (101)",1240,33,560,463,167,17
"Intermediación financiera (102)",52,,30,14,8,
"Activid.inmobil., empres. y alquileres (103)",393,,123,170,90,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",801,,150,414,217,20
"Enseñanza (105)",1470,,193,872,395,10
"Servicios sociales y de salud (106)",321,,74,193,49,5
"Otras activ. serv.comun.soc y personales (107)",234,37,78,81,33,5
"Hogares privados con servicio doméstico (108)",37,6,25,3,2,1
"Organiz. y organos extraterritoriales (109)",1,,,1,,
"Actividad economica no especificada (110)",427,8,161,156,83,19
"Mujeres (112)",8634,276,2877,3525,1646,310
"Agric., ganadería, caza y silvicultura (113)",1556,90,450,529,369,118
"Pesca (114)",1,,,,1,
"Explotación de minas y canteras (115)",3,,,2,1,
"Industrias manufactureras (116)",235,16,102,71,36,10
"Suministro de electricidad, gas y agua (117)",5,,2,2,,1
"Construcción (118)",50,1,19,23,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2382,87,757,926,504,108
"Venta, mant.y rep. veh.autom.y motoc. (120)",25,,15,6,4,
"Comercio al por mayor (121)",57,,19,29,9,
"Comercio al por menor (122)",2300,87,723,891,491,108
"Hoteles y restaurantes (123)",758,35,281,262,154,26
"Trans., almac. y comunicaciones (124)",120,10,72,28,10,
"Intermediación financiera (125)",37,,24,9,4,
"Activid.inmobil., empres. y alquileres (126)",154,1,71,61,21,
"Admin.pub. y defensa; p. segur.soc.afil (127)",298,,90,156,51,1
"Enseñanza (128)",1336,,274,802,259,1
"Servicios sociales y de salud (129)",543,,144,322,77,
"Otras activ. serv.comun.soc y personales (130)",231,9,99,86,28,9
"Hogares privados con servicio doméstico (131)",480,24,328,82,38,8
"Actividad economica no especificada (133)",445,3,164,164,86,28
,,,,,,
"RURAL (134)",20308,618,6456,6728,4958,1548
"Agric., ganadería, caza y silvicultura (135)",17537,568,5353,5709,4439,1468
"Pesca (136)",5,,2,2,1,
"Explotación de minas y canteras (137)",26,,9,11,6,
"Industrias manufactureras (138)",401,19,173,126,71,12
"Suministro de electricidad, gas y agua (139)",10,,4,4,1,1
"Construcción (140)",412,2,124,164,112,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",537,14,205,208,95,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",34,,21,10,3,
"Comercio al por mayor (143)",9,,3,4,2,
"Comercio al por menor (144)",494,14,181,194,90,15
"Hoteles y restaurantes (145)",136,6,63,39,26,2
"Trans., almac. y comunicaciones (146)",286,3,151,99,33,
"Intermediación financiera (147)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (148)",25,,10,12,2,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",184,,74,76,31,3
"Enseñanza (150)",204,,71,91,40,2
"Servicios sociales y de salud (151)",127,,64,57,5,1
"Otras activ. serv.comun.soc y personales (152)",33,2,14,13,4,
"Hogares privados con servicio doméstico (153)",119,4,60,33,18,4
"Actividad economica no especificada (155)",264,,78,83,74,29
"Hombres (156)",14823,357,4726,5005,3606,1129
"Agric., ganadería, caza y silvicultura (157)",13098,328,4057,4367,3266,1080
"Pesca (158)",4,,1,2,1,
"Explotación de minas y canteras (159)",25,,9,10,6,
"Industrias manufactureras (160)",314,16,137,90,59,12
"Suministro de electricidad, gas y agua (161)",9,,4,4,,1
"Construcción (162)",406,2,122,162,110,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",201,6,90,70,30,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",30,,19,8,3,
"Comercio al por mayor (165)",5,,2,2,1,
"Comercio al por menor (166)",166,6,69,60,26,5
"Hoteles y restaurantes (167)",19,1,10,6,2,
"Trans., almac. y comunicaciones (168)",282,2,150,98,32,
"Intermediación financiera (169)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (170)",23,,9,11,2,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",146,,55,59,29,3
"Enseñanza (172)",134,,27,68,37,2
"Servicios sociales y de salud (173)",24,,8,13,3,
"Otras activ. serv.comun.soc y personales (174)",18,2,6,9,1,
"Hogares privados con servicio doméstico (175)",7,,5,1,,1
"Actividad economica no especificada (177)",111,,35,34,28,14
"Mujeres (179)",5485,261,1730,1723,1352,419
"Agric., ganadería, caza y silvicultura (180)",4439,240,1296,1342,1173,388
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",1,,,1,,
"Industrias manufactureras (183)",87,3,36,36,12,
"Suministro de electricidad, gas y agua (184)",1,,,,1,
"Construcción (185)",6,,2,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",336,8,115,138,65,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",4,,2,2,,
"Comercio al por mayor (188)",4,,1,2,1,
"Comercio al por menor (189)",328,8,112,134,64,10
"Hoteles y restaurantes (190)",117,5,53,33,24,2
"Trans., almac. y comunicaciones (191)",4,1,1,1,1,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",38,,19,17,2,
"Enseñanza (195)",70,,44,23,3,
"Servicios sociales y de salud (196)",103,,56,44,2,1
"Otras activ. serv.comun.soc y personales (197)",15,,8,4,3,
"Hogares privados con servicio doméstico (198)",112,4,55,32,18,3
"Actividad economica no especificada (200)",153,,43,49,46,15
