"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Servicios sociales y de salud (017)",202,,62,93,11,27,,,3,6,,
"Otras activ. serv.comun.soc y personales (018)",137,,11,60,5,18,,1,,42,,
"Hogares privados con servicio doméstico (019)",156,,,,,,,,,156,,
"Actividad economica no especificada (021)",531,,,1,8,,,,,,,522
"Hombres (022)",13303,48,777,167,219,613,6912,584,732,2935,94,222
"Agric., ganadería, caza y silvicultura (023)",9052,,4,8,,,6865,4,13,2158,,
"Pesca (024)",95,,,,,,47,,,48,,
"Explotación de minas y canteras (025)",99,,1,1,,1,,73,,23,,
"Industrias manufactureras (026)",436,,,3,,2,,400,25,6,,
"Suministro de electricidad, gas y agua (027)",21,,1,2,1,,,1,10,6,,
"Construcción (028)",663,,5,5,,,,9,393,251,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",752,,4,9,,519,,92,7,121,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",64,,,1,,10,,47,6,,,
"Comercio al por mayor (031)",48,,,1,,46,,,,1,,
"Comercio al por menor (032)",640,,4,7,,463,,45,1,120,,
"Hoteles y restaurantes (033)",62,,,4,1,39,,,,18,,
"Trans., almac. y comunicaciones (034)",473,,2,1,2,,,,269,199,,
"Intermediación financiera (035)",9,,,,9,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",96,,32,14,12,25,,3,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",403,43,20,13,170,8,,1,10,44,94,
"Enseñanza (038)",700,5,674,2,9,,,,1,9,,
"Servicios sociales y de salud (039)",100,,23,50,8,11,,,3,5,,
"Otras activ. serv.comun.soc y personales (040)",95,,11,54,3,8,,1,,18,,
"Hogares privados con servicio doméstico (041)",20,,,,,,,,,20,,
"Actividad economica no especificada (043)",227,,,1,4,,,,,,,222
"Mujeres (044)",9587,8,284,70,81,946,2684,366,21,4812,15,300
"Agric., ganadería, caza y silvicultura (045)",6974,,,,,,2679,,1,4294,,
"Pesca (046)",5,,,,,,5,,,,,
"Explotación de minas y canteras (047)",2,,,,,,,2,,,,
"Industrias manufactureras (048)",378,,,3,,6,,360,7,2,,
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,,,,
"Construcción (050)",20,,1,,1,,,1,9,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",979,,,5,,780,,3,,191,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,,,7,,2,,,,
"Comercio al por mayor (053)",50,,,1,,49,,,,,,
"Comercio al por menor (054)",920,,,4,,724,,1,,191,,
"Hoteles y restaurantes (055)",244,,,5,,134,,,,105,,
"Trans., almac. y comunicaciones (056)",24,,1,,1,,,,4,18,,
"Intermediación financiera (057)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",20,,4,5,3,,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",113,8,1,3,62,,,,,24,15,
"Enseñanza (060)",241,,238,,3,,,,,,,
"Servicios sociales y de salud (061)",102,,39,43,3,16,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",42,,,6,2,10,,,,24,,
"Hogares privados con servicio doméstico (063)",136,,,,,,,,,136,,
"Actividad economica no especificada (065)",304,,,,4,,,,,,,300
,,,,,,,,,,,,
"URBANA (066)",4665,22,683,170,176,1074,658,301,318,965,101,197
"Agric., ganadería, caza y silvicultura (067)",1015,,2,2,,,654,1,3,353,,
"Pesca (068)",6,,,,,,4,,,2,,
"Explotación de minas y canteras (069)",45,,,1,,1,,34,,9,,
"Industrias manufactureras (070)",230,,,3,,8,,201,18,,,
"Suministro de electricidad, gas y agua (071)",17,,,2,2,,,1,10,2,,
"Construcción (072)",188,,4,4,1,,,3,118,58,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1158,,4,10,,894,,59,5,186,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",46,,,1,,11,,30,4,,,
"Comercio al por mayor (075)",37,,,2,,35,,,,,,
"Comercio al por menor (076)",1075,,4,7,,848,,29,1,186,,
"Hoteles y restaurantes (077)",225,,,9,,123,,,,93,,
"Trans., almac. y comunicaciones (078)",274,,2,,3,,,,152,117,,
"Intermediación financiera (079)",9,,,,8,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",76,,22,16,13,14,,1,1,9,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",324,18,17,13,120,5,,,7,43,101,
"Enseñanza (082)",587,4,571,,7,,,,1,4,,
"Servicios sociales y de salud (083)",162,,54,74,10,18,,,3,3,,
"Otras activ. serv.comun.soc y personales (084)",84,,7,35,5,11,,1,,25,,
"Hogares privados con servicio doméstico (085)",60,,,,,,,,,60,,
"Actividad economica no especificada (087)",205,,,1,7,,,,,,,197
"Hombres (088)",2649,20,442,111,114,367,441,220,309,431,87,107
"Agric., ganadería, caza y silvicultura (089)",574,,2,2,,,437,1,3,129,,
"Pesca (090)",6,,,,,,4,,,2,,
"Explotación de minas y canteras (091)",43,,,1,,1,,32,,9,,
"Industrias manufactureras (092)",144,,,2,,2,,126,14,,,
"Suministro de electricidad, gas y agua (093)",16,,,2,1,,,1,10,2,,
"Construcción (094)",179,,3,4,,,,2,116,54,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",435,,4,5,,305,,56,5,60,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",39,,,1,,6,,28,4,,,
"Comercio al por mayor (097)",14,,,1,,13,,,,,,
"Comercio al por menor (098)",382,,4,3,,286,,28,1,60,,
"Hoteles y restaurantes (099)",45,,,4,,28,,,,13,,
"Trans., almac. y comunicaciones (100)",256,,2,,2,,,,149,103,,
"Intermediación financiera (101)",7,,,,7,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",61,,18,11,11,14,,1,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",241,16,16,10,76,5,,,7,24,87,
"Enseñanza (104)",385,4,372,,4,,,,1,4,,
"Servicios sociales y de salud (105)",77,,18,40,7,6,,,3,3,,
"Otras activ. serv.comun.soc y personales (106)",58,,7,29,3,6,,1,,12,,
"Hogares privados con servicio doméstico (107)",11,,,,,,,,,11,,
"Actividad economica no especificada (109)",111,,,1,3,,,,,,,107
"Mujeres (110)",2016,2,241,59,62,707,217,81,9,534,14,90
"Agric., ganadería, caza y silvicultura (111)",441,,,,,,217,,,224,,
"Explotación de minas y canteras (113)",2,,,,,,,2,,,,
"Industrias manufactureras (114)",86,,,1,,6,,75,4,,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",9,,1,,1,,,1,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",723,,,5,,589,,3,,126,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,,5,,2,,,,
"Comercio al por mayor (119)",23,,,1,,22,,,,,,
"Comercio al por menor (120)",693,,,4,,562,,1,,126,,
"Hoteles y restaurantes (121)",180,,,5,,95,,,,80,,
"Trans., almac. y comunicaciones (122)",18,,,,1,,,,3,14,,
"Intermediación financiera (123)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",15,,4,5,2,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",83,2,1,3,44,,,,,19,14,
"Enseñanza (126)",202,,199,,3,,,,,,,
"Servicios sociales y de salud (127)",85,,36,34,3,12,,,,,,
"Otras activ. serv.comun.soc y personales (128)",26,,,6,2,5,,,,13,,
"Hogares privados con servicio doméstico (129)",49,,,,,,,,,49,,
"Actividad economica no especificada (131)",94,,,,4,,,,,,,90
,,,,,,,,,,,,
"RURAL (132)",18225,34,378,67,124,485,8938,649,435,6782,8,325
"Agric., ganadería, caza y silvicultura (133)",15011,,2,6,,,8890,3,11,6099,,
"Pesca (134)",94,,,,,,48,,,46,,
"Explotación de minas y canteras (135)",56,,1,,,,,41,,14,,
"Industrias manufactureras (136)",584,,,3,,,,559,14,8,,
"Suministro de electricidad, gas y agua (137)",5,,1,,,,,,,4,,
"Construcción (138)",495,,2,1,,,,7,284,201,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",573,,,4,,405,,36,2,126,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",27,,,,,6,,19,2,,,
"Comercio al por mayor (141)",61,,,,,60,,,,1,,
"Comercio al por menor (142)",485,,,4,,339,,17,,125,,
"Hoteles y restaurantes (143)",81,,,,1,50,,,,30,,
"Trans., almac. y comunicaciones (144)",223,,1,1,,,,,121,100,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",40,,14,3,2,11,,2,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",192,33,4,3,112,3,,1,3,25,8,
"Enseñanza (148)",354,1,341,2,5,,,,,5,,
"Servicios sociales y de salud (149)",40,,8,19,1,9,,,,3,,
"Otras activ. serv.comun.soc y personales (150)",53,,4,25,,7,,,,17,,
"Hogares privados con servicio doméstico (151)",96,,,,,,,,,96,,
"Actividad economica no especificada (153)",326,,,,1,,,,,,,325
"Hombres (154)",10654,28,335,56,105,246,6471,364,423,2504,7,115
"Agric., ganadería, caza y silvicultura (155)",8478,,2,6,,,6428,3,10,2029,,
"Pesca (156)",89,,,,,,43,,,46,,
"Explotación de minas y canteras (157)",56,,1,,,,,41,,14,,
"Industrias manufactureras (158)",292,,,1,,,,274,11,6,,
"Suministro de electricidad, gas y agua (159)",5,,1,,,,,,,4,,
"Construcción (160)",484,,2,1,,,,7,277,197,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",317,,,4,,214,,36,2,61,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",25,,,,,4,,19,2,,,
"Comercio al por mayor (163)",34,,,,,33,,,,1,,
"Comercio al por menor (164)",258,,,4,,177,,17,,60,,
"Hoteles y restaurantes (165)",17,,,,1,11,,,,5,,
"Trans., almac. y comunicaciones (166)",217,,,1,,,,,120,96,,
"Intermediación financiera (167)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",35,,14,3,1,11,,2,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",162,27,4,3,94,3,,1,3,20,7,
"Enseñanza (170)",315,1,302,2,5,,,,,5,,
"Servicios sociales y de salud (171)",23,,5,10,1,5,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",37,,4,25,,2,,,,6,,
"Hogares privados con servicio doméstico (173)",9,,,,,,,,,9,,
"Actividad economica no especificada (175)",116,,,,1,,,,,,,115
"Mujeres (176)",7571,6,43,11,19,239,2467,285,12,4278,1,210
"Agric., ganadería, caza y silvicultura (177)",6533,,,,,,2462,,1,4070,,
"Pesca (178)",5,,,,,,5,,,,,
"Industrias manufactureras (180)",292,,,2,,,,285,3,2,,
"Construcción (182)",11,,,,,,,,7,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",256,,,,,191,,,,65,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por mayor (185)",27,,,,,27,,,,,,
"Comercio al por menor (186)",227,,,,,162,,,,65,,
"Hoteles y restaurantes (187)",64,,,,,39,,,,25,,
"Trans., almac. y comunicaciones (188)",6,,1,,,,,,1,4,,
"Activid.inmobil., empres. y alquileres (190)",5,,,,1,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",30,6,,,18,,,,,5,1,
"Enseñanza (192)",39,,39,,,,,,,,,
"Servicios sociales y de salud (193)",17,,3,9,,4,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",16,,,,,5,,,,11,,
"Hogares privados con servicio doméstico (195)",87,,,,,,,,,87,,
"Actividad economica no especificada (197)",210,,,,,,,,,,,210
