"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",4,1,1,2,,
"Primaria (033)",475,10,154,174,106,31
"Secundaria (034)",465,9,322,103,25,6
"Superior no univ. incompleta (035)",38,,19,13,6,
"Superior no univ. completa (036)",33,,23,9,1,
"Superior univ. incompleta (037)",18,,15,2,1,
"Superior univ. completa (038)",48,,21,23,4,
"No PEA (040)",37949,16550,10923,4582,3654,2240
"Sin nivel (041)",5627,340,401,1243,1973,1670
"Educación inicial (042)",925,876,23,26,,
"Primaria (043)",20258,12982,3109,2347,1338,482
"Secundaria (044)",9784,2352,6348,753,270,61
"Superior no univ. incompleta (045)",507,,435,52,17,3
"Superior no univ. completa (046)",191,,96,62,23,10
"Superior univ. incompleta (047)",507,,458,37,9,3
"Superior univ. completa (048)",150,,53,62,24,11
,,,,,,
"URBANA (060)",16833,4647,5162,3613,2424,987
"Sin nivel (061)",1619,71,90,318,627,513
"Educación inicial (062)",272,246,8,18,,
"Primaria (063)",7191,3469,882,1437,1037,366
"Secundaria (064)",5592,861,3097,1070,485,79
"Superior no univ. incompleta (065)",473,,309,121,40,3
"Superior no univ. completa (066)",487,,177,233,69,8
"Superior univ. incompleta (067)",514,,407,72,32,3
"Superior univ. completa (068)",685,,192,344,134,15
"PEA (070)",5534,88,1693,2152,1267,334
"Sin nivel (071)",493,4,32,134,208,115
"Educación inicial (072)",11,2,1,8,,
"Primaria (073)",1819,56,353,706,536,168
"Secundaria (074)",1956,26,904,680,305,41
"Superior no univ. incompleta (075)",183,,69,88,24,2
"Superior no univ. completa (076)",355,,112,188,54,1
"Superior univ. incompleta (077)",145,,69,52,24,
"Superior univ. completa (078)",572,,153,296,116,7
"Ocupada (080)",4951,82,1440,1954,1170,305
"Sin nivel (081)",458,3,26,123,196,110
"Educación inicial (082)",9,2,1,6,,
"Primaria (083)",1623,55,315,625,478,150
"Secundaria (084)",1713,22,751,616,289,35
"Superior no univ. incompleta (085)",154,,57,76,19,2
"Superior no univ. completa (086)",332,,98,180,53,1
"Superior univ. incompleta (087)",129,,56,50,23,
"Superior univ. completa (088)",533,,136,278,112,7
"Desocupada (090)",583,6,253,198,97,29
"Sin nivel (091)",35,1,6,11,12,5
"Educación inicial (092)",2,,,2,,
"Primaria (093)",196,1,38,81,58,18
"Secundaria (094)",243,4,153,64,16,6
"Superior no univ. incompleta (095)",29,,12,12,5,
"Superior no univ. completa (096)",23,,14,8,1,
"Superior univ. incompleta (097)",16,,13,2,1,
"Superior univ. completa (098)",39,,17,18,4,
"No PEA (100)",11299,4559,3469,1461,1157,653
"Sin nivel (101)",1126,67,58,184,419,398
"Educación inicial (102)",261,244,7,10,,
"Primaria (103)",5372,3413,529,731,501,198
"Secundaria (104)",3636,835,2193,390,180,38
"Superior no univ. incompleta (105)",290,,240,33,16,1
"Superior no univ. completa (106)",132,,65,45,15,7
"Superior univ. incompleta (107)",369,,338,20,8,3
"Superior univ. completa (108)",113,,39,48,18,8
,,,,,,
"RURAL (120)",37707,12189,11627,6495,5029,2367
"Sin nivel (121)",6601,279,494,1528,2539,1761
"Educación inicial (122)",678,637,23,18,,
"Primaria (123)",20216,9714,4263,3562,2131,546
"Secundaria (124)",9368,1559,6298,1157,306,48
"Superior no univ. incompleta (125)",300,,250,44,4,2
"Superior no univ. completa (126)",192,,89,75,24,4
"Superior univ. incompleta (127)",181,,149,27,5,
"Superior univ. completa (128)",171,,61,84,20,6
"PEA (130)",11057,198,4173,3374,2532,780
"Sin nivel (131)",2100,6,151,469,985,489
"Educación inicial (132)",14,5,7,2,,
"Primaria (133)",5330,145,1683,1946,1294,262
"Secundaria (134)",3220,42,2143,794,216,25
"Superior no univ. incompleta (135)",83,,55,25,3,
"Superior no univ. completa (136)",133,,58,58,16,1
"Superior univ. incompleta (137)",43,,29,10,4,
"Superior univ. completa (138)",134,,47,70,14,3
"Ocupada (140)",10459,180,3856,3218,2451,754
"Sin nivel (141)",2035,3,142,452,962,476
"Educación inicial (142)",12,4,6,2,,
"Primaria (143)",5051,136,1567,1853,1246,249
"Secundaria (144)",2998,37,1974,755,207,25
"Superior no univ. incompleta (145)",74,,48,24,2,
"Superior no univ. completa (146)",123,,49,57,16,1
"Superior univ. incompleta (147)",41,,27,10,4,
"Superior univ. completa (148)",125,,43,65,14,3
"Desocupada (150)",598,18,317,156,81,26
"Sin nivel (151)",65,3,9,17,23,13
"Educación inicial (152)",2,1,1,,,
"Primaria (153)",279,9,116,93,48,13
"Secundaria (154)",222,5,169,39,9,
"Superior no univ. incompleta (155)",9,,7,1,1,
"Superior no univ. completa (156)",10,,9,1,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",9,,4,5,,
"No PEA (160)",26650,11991,7454,3121,2497,1587
"Sin nivel (161)",4501,273,343,1059,1554,1272
"Educación inicial (162)",664,632,16,16,,
"Primaria (163)",14886,9569,2580,1616,837,284
"Secundaria (164)",6148,1517,4155,363,90,23
"Superior no univ. incompleta (165)",217,,195,19,1,2
"Superior no univ. completa (166)",59,,31,17,8,3
"Superior univ. incompleta (167)",138,,120,17,1,
"Superior univ. completa (168)",37,,14,14,6,3
