"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AYMARAES (000)",9224,1262,1910,3868,35,2083,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",68,68,,,,,
"Profes., científicos e intelectuales (002)",649,605,,41,3,,
"Técnicos de nivel medio y trab. asimilados (003)",171,139,,30,2,,
"Jefes y empleados de oficina (004)",184,184,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",561,44,10,426,7,74,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2869,,2,2852,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",559,,436,102,1,20,
"Obreros construc.,conf.,papel, fab., instr. (008)",481,59,245,166,6,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3469,109,1192,164,1,1937,66
"Otra (010)",43,43,,,,,
"Ocupación no especificada (011)",170,11,25,87,,47,
"Hombres (012)",7025,835,1730,2890,27,1535,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",58,58,,,,,
"Profes., científicos e intelectuales (014)",397,371,,23,3,,
"Técnicos de nivel medio y trab. asimilados (015)",119,96,,21,2,,
"Jefes y empleados de oficina (016)",118,118,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",194,30,4,140,3,17,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2403,,2,2390,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",524,,430,78,1,15,
"Obreros construc.,conf.,papel, fab., instr. (020)",476,59,243,163,6,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2639,56,1036,54,1,1484,8
"Otra (022)",43,43,,,,,
"Ocupación no especificada (023)",54,4,15,21,,14,
"Mujeres (024)",2199,427,180,978,8,548,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",10,10,,,,,
"Profes., científicos e intelectuales (026)",252,234,,18,,,
"Técnicos de nivel medio y trab. asimilados (027)",52,43,,9,,,
"Jefes y empleados de oficina (028)",66,66,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",367,14,6,286,4,57,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",466,,,462,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",35,,6,24,,5,
"Obreros construc.,conf.,papel, fab., instr. (032)",5,,2,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",830,53,156,110,,453,58
"Ocupación no especificada (035)",116,7,10,66,,33,
,,,,,,,
"URBANA (036)",4144,814,628,1646,17,995,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",43,43,,,,,
"Profes., científicos e intelectuales (038)",440,406,,32,2,,
"Técnicos de nivel medio y trab. asimilados (039)",94,68,,25,1,,
"Jefes y empleados de oficina (040)",124,124,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",395,29,7,297,5,57,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",977,,1,971,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",118,,39,68,,11,
"Obreros construc.,conf.,papel, fab., instr. (044)",246,39,95,108,3,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1616,71,471,123,1,906,44
"Otra (046)",30,30,,,,,
"Ocupación no especificada (047)",61,4,15,22,,20,
"Hombres (048)",2849,487,531,1134,13,678,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",38,38,,,,,
"Profes., científicos e intelectuales (050)",241,219,,20,2,,
"Técnicos de nivel medio y trab. asimilados (051)",54,36,,17,1,,
"Jefes y empleados de oficina (052)",71,71,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",138,20,3,98,2,15,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",809,,1,804,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",96,,38,52,,6,
"Obreros construc.,conf.,papel, fab., instr. (056)",242,39,93,106,3,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1110,33,388,32,1,650,6
"Otra (058)",30,30,,,,,
"Ocupación no especificada (059)",20,1,8,5,,6,
"Mujeres (060)",1295,327,97,512,4,317,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",199,187,,12,,,
"Técnicos de nivel medio y trab. asimilados (063)",40,32,,8,,,
"Jefes y empleados de oficina (064)",53,53,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",257,9,4,199,3,42,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",168,,,167,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",22,,1,16,,5,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,,2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",506,38,83,91,,256,38
"Ocupación no especificada (071)",41,3,7,17,,14,
,,,,,,,
"RURAL (072)",5080,448,1282,2222,18,1088,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",25,25,,,,,
"Profes., científicos e intelectuales (074)",209,199,,9,1,,
"Técnicos de nivel medio y trab. asimilados (075)",77,71,,5,1,,
"Jefes y empleados de oficina (076)",60,60,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",166,15,3,129,2,17,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1892,,1,1881,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",441,,397,34,1,9,
"Obreros construc.,conf.,papel, fab., instr. (080)",235,20,150,58,3,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1853,38,721,41,,1031,22
"Otra (082)",13,13,,,,,
"Ocupación no especificada (083)",109,7,10,65,,27,
"Hombres (084)",4176,348,1199,1756,14,857,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,20,,,,,
"Profes., científicos e intelectuales (086)",156,152,,3,1,,
"Técnicos de nivel medio y trab. asimilados (087)",65,60,,4,1,,
"Jefes y empleados de oficina (088)",47,47,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",56,10,1,42,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1594,,1,1586,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",428,,392,26,1,9,
"Obreros construc.,conf.,papel, fab., instr. (092)",234,20,150,57,3,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1529,23,648,22,,834,2
"Otra (094)",13,13,,,,,
"Ocupación no especificada (095)",34,3,7,16,,8,
"Mujeres (096)",904,100,83,466,4,231,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",53,47,,6,,,
"Técnicos de nivel medio y trab. asimilados (099)",12,11,,1,,,
"Jefes y empleados de oficina (100)",13,13,,,,,
