"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",3088,,35,158,22,1493,,709,51,620,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",659,,8,24,3,59,,516,28,21,,
"Comercio al por mayor (031)",247,,3,22,7,146,,4,6,59,,
"Comercio al por menor (032)",2182,,24,112,12,1288,,189,17,540,,
"Hoteles y restaurantes (033)",359,,7,29,6,165,,1,1,150,,
"Trans., almac. y comunicaciones (034)",3391,2,14,69,80,7,,31,2725,463,,
"Intermediación financiera (035)",76,,7,17,41,,,,,11,,
"Activid.inmobil., empres. y alquileres (036)",1306,3,196,283,88,493,,26,38,179,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",746,20,38,44,235,59,,5,45,176,124,
"Enseñanza (038)",778,22,654,15,35,,,,1,51,,
"Servicios sociales y de salud (039)",198,,74,80,14,1,,4,5,20,,
"Otras activ. serv.comun.soc y personales (040)",480,,56,130,14,63,,9,3,205,,
"Hogares privados con servicio doméstico (041)",24,,,,,,,,,24,,
"Actividad economica no especificada (043)",336,,2,3,15,,,1,,9,,306
"Mujeres (044)",10044,23,1343,550,787,3279,146,340,87,3127,3,359
"Agric., ganadería, caza y silvicultura (045)",806,,2,17,10,,143,,3,631,,
"Pesca (046)",12,,2,,,,3,1,,6,,
"Explotación de minas y canteras (047)",9,,4,3,,,,,,2,,
"Industrias manufactureras (048)",508,,18,33,40,22,,323,26,46,,
"Suministro de electricidad, gas y agua (049)",16,,1,1,7,,,,4,3,,
"Construcción (050)",49,,2,5,4,,,1,18,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3270,,18,109,32,2471,,11,2,627,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",45,,1,4,4,27,,5,1,3,,
"Comercio al por mayor (053)",147,,5,28,11,101,,,,2,,
"Comercio al por menor (054)",3078,,12,77,17,2343,,6,1,622,,
"Hoteles y restaurantes (055)",1267,,2,37,24,654,,,,550,,
"Trans., almac. y comunicaciones (056)",205,,4,36,55,4,,3,26,77,,
"Intermediación financiera (057)",52,,4,11,35,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",354,,61,75,155,8,,,1,54,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",399,10,18,24,281,3,,,7,53,3,
"Enseñanza (060)",1193,13,1090,6,57,,,,,27,,
"Servicios sociales y de salud (061)",338,,104,158,43,21,,,,12,,
"Otras activ. serv.comun.soc y personales (062)",335,,12,31,26,95,,1,,170,,
"Hogares privados con servicio doméstico (063)",852,,1,4,,1,,,,846,,
"Actividad economica no especificada (065)",379,,,,18,,,,,2,,359
,,,,,,,,,,,,
"URBANA (066)",32967,67,2520,1651,1521,5307,2159,3442,4575,10960,127,638
"Agric., ganadería, caza y silvicultura (067)",7726,1,47,77,41,,2074,27,105,5354,,
"Pesca (068)",393,,3,4,10,,85,58,20,213,,
"Explotación de minas y canteras (069)",64,,7,8,2,,,30,6,11,,
"Industrias manufactureras (070)",3879,,109,239,215,57,,2363,279,617,,
"Suministro de electricidad, gas y agua (071)",86,,2,7,12,,,22,18,25,,
"Construcción (072)",2333,,28,37,16,,,185,1463,604,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",6061,,51,257,53,3763,,680,53,1204,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",659,,9,26,7,80,,486,29,22,,
"Comercio al por mayor (075)",371,,8,49,18,225,,4,6,61,,
"Comercio al por menor (076)",5031,,34,182,28,3458,,190,18,1121,,
"Hoteles y restaurantes (077)",1579,,9,66,28,786,,1,1,688,,
"Trans., almac. y comunicaciones (078)",3346,2,17,105,132,9,,33,2533,515,,
"Intermediación financiera (079)",124,,11,27,73,,,,,13,,
"Activid.inmobil., empres. y alquileres (080)",1581,3,251,349,235,458,,25,38,222,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1096,28,56,64,491,61,,4,50,215,127,
"Enseñanza (082)",1903,33,1686,21,88,,,,1,74,,
"Servicios sociales y de salud (083)",518,,174,228,55,21,,4,5,31,,
"Otras activ. serv.comun.soc y personales (084)",782,,66,157,39,151,,9,3,357,,
"Hogares privados con servicio doméstico (085)",813,,1,4,,1,,,,807,,
"Actividad economica no especificada (087)",683,,2,1,31,,,1,,10,,638
"Hombres (088)",23597,45,1218,1128,773,2194,2064,3118,4493,8148,124,292
"Agric., ganadería, caza y silvicultura (089)",7178,1,45,62,32,,1982,27,102,4927,,
"Pesca (090)",381,,1,4,10,,82,57,20,207,,
"Explotación de minas y canteras (091)",56,,3,6,2,,,30,6,9,,
"Industrias manufactureras (092)",3392,,92,208,175,36,,2054,254,573,,
"Suministro de electricidad, gas y agua (093)",70,,1,6,5,,,22,14,22,,
"Construcción (094)",2289,,26,33,13,,,185,1446,586,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2948,,33,152,22,1419,,670,51,601,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",617,,8,22,3,56,,481,28,19,,
"Comercio al por mayor (097)",234,,3,22,7,133,,4,6,59,,
"Comercio al por menor (098)",2097,,22,108,12,1230,,185,17,523,,
"Hoteles y restaurantes (099)",351,,7,29,6,161,,1,1,146,,
"Trans., almac. y comunicaciones (100)",3148,2,13,69,78,5,,30,2510,441,,
"Intermediación financiera (101)",73,,7,17,38,,,,,11,,
"Activid.inmobil., empres. y alquileres (102)",1239,3,191,279,84,451,,25,37,169,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",726,19,38,44,232,58,,4,43,164,124,
"Enseñanza (104)",749,20,632,15,33,,,,1,48,,
"Servicios sociales y de salud (105)",192,,73,76,14,1,,4,5,19,,
"Otras activ. serv.comun.soc y personales (106)",462,,54,127,14,63,,8,3,193,,
"Hogares privados con servicio doméstico (107)",24,,,,,,,,,24,,
"Actividad economica no especificada (109)",319,,2,1,15,,,1,,8,,292
"Mujeres (110)",9370,22,1302,523,748,3113,95,324,82,2812,3,346
"Agric., ganadería, caza y silvicultura (111)",548,,2,15,9,,92,,3,427,,
"Pesca (112)",12,,2,,,,3,1,,6,,
"Explotación de minas y canteras (113)",8,,4,2,,,,,,2,,
"Industrias manufactureras (114)",487,,17,31,40,21,,309,25,44,,
"Suministro de electricidad, gas y agua (115)",16,,1,1,7,,,,4,3,,
"Construcción (116)",44,,2,4,3,,,,17,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3113,,18,105,31,2344,,10,2,603,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",42,,1,4,4,24,,5,1,3,,
"Comercio al por mayor (119)",137,,5,27,11,92,,,,2,,
"Comercio al por menor (120)",2934,,12,74,16,2228,,5,1,598,,
"Hoteles y restaurantes (121)",1228,,2,37,22,625,,,,542,,
"Trans., almac. y comunicaciones (122)",198,,4,36,54,4,,3,23,74,,
"Intermediación financiera (123)",51,,4,10,35,,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",342,,60,70,151,7,,,1,53,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",370,9,18,20,259,3,,,7,51,3,
"Enseñanza (126)",1154,13,1054,6,55,,,,,26,,
"Servicios sociales y de salud (127)",326,,101,152,41,20,,,,12,,
"Otras activ. serv.comun.soc y personales (128)",320,,12,30,25,88,,1,,164,,
"Hogares privados con servicio doméstico (129)",789,,1,4,,1,,,,783,,
"Actividad economica no especificada (131)",364,,,,16,,,,,2,,346
,,,,,,,,,,,,
"RURAL (132)",4786,4,78,59,59,294,1004,132,313,2816,,27
"Agric., ganadería, caza y silvicultura (133)",3593,,4,6,1,,1004,4,15,2559,,
"Pesca (134)",12,,,1,,,,,,11,,
"Explotación de minas y canteras (135)",4,,,1,,,,2,,1,,
"Industrias manufactureras (136)",143,,1,9,6,6,,77,10,34,,
"Construcción (138)",94,,,2,1,,,5,67,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",297,,2,10,1,201,,40,,43,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",45,,,2,,6,,35,,2,,
"Comercio al por mayor (141)",23,,,1,,22,,,,,,
"Comercio al por menor (142)",229,,2,7,1,173,,5,,41,,
"Hoteles y restaurantes (143)",47,,,,2,33,,,,12,,
"Trans., almac. y comunicaciones (144)",250,,1,,3,2,,1,218,25,,
"Intermediación financiera (145)",4,,,1,3,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",79,,6,9,8,43,,1,1,11,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",49,2,,4,25,1,,1,2,14,,
"Enseñanza (148)",68,2,58,,4,,,,,4,,
"Servicios sociales y de salud (149)",18,,4,10,2,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",33,,2,4,1,7,,1,,18,,
"Hogares privados con servicio doméstico (151)",63,,,,,,,,,63,,
"Actividad economica no especificada (153)",32,,,2,2,,,,,1,,27
"Hombres (154)",4112,3,37,32,20,128,953,116,308,2501,,14
"Agric., ganadería, caza y silvicultura (155)",3335,,4,4,,,953,4,15,2355,,
"Pesca (156)",12,,,1,,,,,,11,,
"Explotación de minas y canteras (157)",3,,,,,,,2,,1,,
"Industrias manufactureras (158)",122,,,7,6,5,,63,9,32,,
"Construcción (160)",89,,,1,,,,4,66,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",140,,2,6,,74,,39,,19,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",42,,,2,,3,,35,,2,,
"Comercio al por mayor (163)",13,,,,,13,,,,,,
"Comercio al por menor (164)",85,,2,4,,58,,4,,17,,
"Hoteles y restaurantes (165)",8,,,,,4,,,,4,,
"Trans., almac. y comunicaciones (166)",243,,1,,2,2,,1,215,22,,
"Intermediación financiera (167)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",67,,5,4,4,42,,1,1,10,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",20,1,,,3,1,,1,2,12,,
"Enseñanza (170)",29,2,22,,2,,,,,3,,
"Servicios sociales y de salud (171)",6,,1,4,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",18,,2,3,,,,1,,12,,
"Actividad economica no especificada (175)",17,,,2,,,,,,1,,14
"Mujeres (176)",674,1,41,27,39,166,51,16,5,315,,13
"Agric., ganadería, caza y silvicultura (177)",258,,,2,1,,51,,,204,,
"Explotación de minas y canteras (179)",1,,,1,,,,,,,,
"Industrias manufactureras (180)",21,,1,2,,1,,14,1,2,,
"Construcción (182)",5,,,1,1,,,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",157,,,4,1,127,,1,,24,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,,3,,,,,,
"Comercio al por mayor (185)",10,,,1,,9,,,,,,
"Comercio al por menor (186)",144,,,3,1,115,,1,,24,,
"Hoteles y restaurantes (187)",39,,,,2,29,,,,8,,
"Trans., almac. y comunicaciones (188)",7,,,,1,,,,3,3,,
"Intermediación financiera (189)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",12,,1,5,4,1,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",29,1,,4,22,,,,,2,,
"Enseñanza (192)",39,,36,,2,,,,,1,,
"Servicios sociales y de salud (193)",12,,3,6,2,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",15,,,1,1,7,,,,6,,
"Hogares privados con servicio doméstico (195)",63,,,,,,,,,63,,
"Actividad economica no especificada (197)",15,,,,2,,,,,,,13
