"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",21,,2,15,4,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",2814,110,830,901,762,211
"Otra (036)",5,,2,2,1,
"Ocupación no especificada (037)",301,1,84,94,94,28
"Desocupado (038)",262,7,168,65,16,6
,,,,,,
"URBANA (039)",11574,233,3451,3970,3036,884
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",46,,3,17,24,2
"Profes., científicos e intelectuales (041)",1016,,238,475,285,18
"Técnicos de nivel medio y trab.asimilados (042)",436,2,153,164,108,9
"Jefes y empleados de oficina (043)",264,,105,95,62,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1512,18,459,528,404,103
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2059,12,322,650,726,349
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",835,6,310,279,197,43
"Obreros construc., conf., papel, fab., instr. (047)",957,3,310,397,218,29
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",3629,184,1203,1081,879,282
"Otra (049)",70,,9,50,11,
"Ocupación no especificada (050)",299,2,98,99,69,31
"Desocupado (051)",451,6,241,135,53,16
"Hombres (052)",6722,135,2057,2242,1757,531
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",39,,,16,21,2
"Profes., científicos e intelectuales (054)",495,,98,224,161,12
"Técnicos de nivel medio y trab.asimilados (055)",276,1,95,95,78,7
"Jefes y empleados de oficina (056)",108,,33,34,39,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",559,12,202,174,132,39
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1392,7,209,436,499,241
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",653,5,235,215,163,35
"Obreros construc., conf., papel, fab., instr. (060)",937,3,308,383,214,29
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",1817,104,703,493,378,139
"Otra (062)",65,,7,48,10,
"Ocupación no especificada (063)",117,1,47,37,18,14
"Desocupado (064)",264,2,120,87,44,11
"Mujeres (065)",4852,98,1394,1728,1279,353
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,,3,1,3,
"Profes., científicos e intelectuales (067)",521,,140,251,124,6
"Técnicos de nivel medio y trab.asimilados (068)",160,1,58,69,30,2
"Jefes y empleados de oficina (069)",156,,72,61,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",953,6,257,354,272,64
"Agricult.trabaj. calif. agrop. y pesqueros (071)",667,5,113,214,227,108
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",182,1,75,64,34,8
"Obreros construc., conf., papel, fab., instr. (073)",20,,2,14,4,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1812,80,500,588,501,143
"Otra (075)",5,,2,2,1,
"Ocupación no especificada (076)",182,1,51,62,51,17
"Desocupado (077)",187,4,121,48,9,5
,,,,,,
"RURAL (078)",8179,111,2672,2714,1968,714
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,,1,3,4,
"Profes., científicos e intelectuales (080)",235,,66,105,63,1
"Técnicos de nivel medio y trab.asimilados (081)",101,,38,49,13,1
"Jefes y empleados de oficina (082)",49,,24,18,6,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",203,,76,88,36,3
"Agricult.trabaj. calif. agrop. y pesqueros (084)",2896,14,610,929,925,418
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",378,1,149,170,52,6
"Obreros construc., conf., papel, fab., instr. (086)",353,,142,148,56,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",3426,87,1328,1059,714,238
"Otra (088)",5,,2,2,1,
"Ocupación no especificada (089)",184,,52,55,57,20
"Desocupado (090)",341,9,184,88,41,19
"Hombres (091)",6274,74,2057,2088,1484,571
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,,1,3,3,
"Profes., científicos e intelectuales (093)",132,,28,59,45,
"Técnicos de nivel medio y trab.asimilados (094)",73,,21,40,11,1
"Jefes y empleados de oficina (095)",33,,12,15,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",89,,36,41,11,1
"Agricult.trabaj. calif. agrop. y pesqueros (097)",2501,10,533,790,808,360
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",327,1,128,151,42,5
"Obreros construc., conf., papel, fab., instr. (099)",352,,142,147,56,7
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2424,57,998,746,453,170
"Otra (101)",5,,2,2,1,
"Ocupación no especificada (102)",65,,19,23,14,9
"Desocupado (103)",266,6,137,71,34,18
"Mujeres (104)",1905,37,615,626,484,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,,1,
"Profes., científicos e intelectuales (106)",103,,38,46,18,1
"Técnicos de nivel medio y trab.asimilados (107)",28,,17,9,2,
"Jefes y empleados de oficina (108)",16,,12,3,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",114,,40,47,25,2
"Agricult.trabaj. calif. agrop. y pesqueros (110)",395,4,77,139,117,58
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",51,,21,19,10,1
"Obreros construc., conf., papel, fab., instr. (112)",1,,,1,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1002,30,330,313,261,68
"Ocupación no especificada (115)",119,,33,32,43,11
"Desocupado (116)",75,3,47,17,7,1
