"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",7719,7484,2231,777,742,647,1139,857,611,480,235,25308
"De 12 a 14 años (001)",902,893,892,1,,,,,,,9,1
"De 15 a 19 años (002)",1109,1081,929,129,19,3,1,,,,28,180
"De 20 a 24 años (003)",754,680,202,276,147,42,13,,,,74,750
"De 25 a 29 años (004)",704,653,67,159,185,146,81,15,,,51,1407
"De 30 a 34 años (005)",663,644,31,86,151,125,183,58,10,,19,2025
"De 35 a 39 años (006)",562,555,7,25,71,89,199,119,36,9,7,2471
"De 40 a 44 años (007)",519,513,12,17,37,71,151,117,70,38,6,2732
"De 45 a 49 años (008)",453,449,14,6,26,37,101,123,69,73,4,2810
"De 50 y más años (009)",2053,2016,77,78,106,134,410,425,426,360,37,12932
"Sin nivel (010)",3074,3009,162,162,212,245,671,636,504,417,65,17372
"De 12 a 14 años (011)",20,19,19,,,,,,,,1,
"De 15 a 19 años (012)",28,27,17,6,3,1,,,,,1,15
"De 20 a 24 años (013)",80,71,20,28,12,8,3,,,,9,89
"De 25 a 29 años (014)",104,99,11,16,28,20,20,4,,,5,245
"De 30 a 34 años (015)",233,226,9,28,39,36,77,31,6,,7,802
"De 35 a 39 años (016)",245,241,2,7,20,26,89,70,21,6,4,1210
"De 40 a 44 años (017)",283,279,8,6,11,27,78,75,47,27,4,1639
"De 45 a 49 años (018)",307,304,9,3,11,19,65,85,53,59,3,2038
"De 50 y más años (019)",1774,1743,67,68,88,108,339,371,377,325,31,11334
"Educacion Inicial (020)",22,22,6,5,4,2,3,1,1,,,46
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 15 a 19 años (022)",3,3,3,,,,,,,,,
