"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",4033,70,1148,1266,1060,489
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,,3,21,9,2
"Profes., científicos e intelectuales (002)",472,,78,245,148,1
"Técnicos de nivel medio y trab.asimilados (003)",108,,44,45,17,2
"Jefes y empleados de oficina (004)",117,,46,44,27,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",357,3,102,121,101,30
"Agricult.trabaj. calif. agrop. y pesqueros (006)",1052,4,163,257,343,285
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",319,3,142,89,65,20
"Obreros construc., conf., papel, fab., instr. (008)",157,1,47,58,39,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",1085,54,391,286,252,102
"Otra (010)",9,,4,5,,
"Ocupación no especificada (011)",158,4,56,43,30,25
"Desocupado (012)",164,1,72,52,29,10
"Hombres (013)",2746,50,783,819,743,351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,,1,14,7,2
"Profes., científicos e intelectuales (015)",228,,34,98,95,1
"Técnicos de nivel medio y trab.asimilados (016)",65,,26,26,11,2
"Jefes y empleados de oficina (017)",63,,17,29,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",116,,30,37,38,11
"Agricult.trabaj. calif. agrop. y pesqueros (019)",877,4,130,221,286,236
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",285,3,132,78,56,16
"Obreros construc., conf., papel, fab., instr. (021)",153,1,46,57,38,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",699,37,276,182,156,48
"Otra (023)",9,,4,5,,
"Ocupación no especificada (024)",96,4,35,29,14,14
"Desocupado (025)",131,1,52,43,25,10
"Mujeres (026)",1287,20,365,447,317,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,,2,7,2,
"Profes., científicos e intelectuales (028)",244,,44,147,53,
"Técnicos de nivel medio y trab.asimilados (029)",43,,18,19,6,
"Jefes y empleados de oficina (030)",54,,29,15,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",241,3,72,84,63,19
"Agricult.trabaj. calif. agrop. y pesqueros (032)",175,,33,36,57,49
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",34,,10,11,9,4
"Obreros construc., conf., papel, fab., instr. (034)",4,,1,1,1,1
