"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",1206,773,65,90,278
"Agric., ganadería, caza y silvicultura (045)",221,207,6,3,5
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",10,,,,10
"Industrias manufactureras (048)",18,10,2,4,2
"Suministro de electricidad, gas y agua (049)",4,,,3,1
"Construcción (050)",147,10,7,30,100
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",219,207,8,2,2
"Venta, mant.y rep. veh.autom y motoc. (052)",5,4,1,,
"Comercio al por mayor (053)",14,9,2,1,2
"Comercio al por menor (054)",200,194,5,1,
"Hoteles y restaurantes (055)",217,174,13,8,22
"Trans., almac. y comunicaciones (056)",16,9,3,4,
"Intermediación financiera (057)",5,3,,,2
"Activid.inmobil., empres. y alquileres (058)",17,10,,,7
"Admin.pub. y defensa; p. segur soc.afil (059)",52,,,,52
"Enseñanza (060)",86,16,16,30,24
"Servicios sociales y de salud (061)",53,4,,1,48
"Otras activ. serv.comun.soc y personales (062)",39,30,5,2,2
"Hogares privados con servicio doméstico (063)",44,44,,,
"Actividad economica no especificada (065)",57,48,5,3,1
,,,,,
"URBANA (066)",3848,1528,244,422,1654
"Agric., ganadería, caza y silvicultura (067)",581,452,35,32,62
"Pesca (068)",11,9,1,,1
"Explotación de minas y canteras (069)",339,3,1,1,334
"Industrias manufactureras (070)",156,100,26,12,18
"Suministro de electricidad, gas y agua (071)",10,2,,7,1
"Construcción (072)",1274,135,69,250,820
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",330,298,12,10,10
"Venta, mant.y rep. veh.autom y motoc. (074)",39,27,2,4,6
"Comercio al por mayor (075)",31,19,4,4,4
"Comercio al por menor (076)",260,252,6,2,
"Hoteles y restaurantes (077)",253,200,15,5,33
"Trans., almac. y comunicaciones (078)",218,150,33,20,15
"Intermediación financiera (079)",10,5,,,5
"Activid.inmobil., empres. y alquileres (080)",69,19,6,13,31
"Admin.pub. y defensa; p. segur soc.afil (081)",195,,,,195
"Enseñanza (082)",153,18,30,58,47
"Servicios sociales y de salud (083)",78,6,,1,71
"Otras activ. serv.comun.soc y personales (084)",80,60,7,6,7
"Hogares privados con servicio doméstico (085)",40,40,,,
"Actividad economica no especificada (087)",51,31,9,7,4
"Hombres (088)",2924,988,184,347,1405
"Agric., ganadería, caza y silvicultura (089)",519,400,31,30,58
"Pesca (090)",10,8,1,,1
"Explotación de minas y canteras (091)",329,3,1,1,324
"Industrias manufactureras (092)",142,91,24,10,17
"Suministro de electricidad, gas y agua (093)",6,2,,4,
"Construcción (094)",1144,126,63,223,732
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",135,115,4,8,8
"Venta, mant.y rep. veh.autom y motoc. (096)",36,25,1,4,6
"Comercio al por mayor (097)",17,10,2,3,2
"Comercio al por menor (098)",82,80,1,1,
"Hoteles y restaurantes (099)",59,42,2,3,12
"Trans., almac. y comunicaciones (100)",202,141,30,16,15
"Intermediación financiera (101)",5,2,,,3
"Activid.inmobil., empres. y alquileres (102)",52,9,6,13,24
"Admin.pub. y defensa; p. segur soc.afil (103)",144,,,,144
"Enseñanza (104)",82,6,16,31,29
"Servicios sociales y de salud (105)",32,2,,,30
"Otras activ. serv.comun.soc y personales (106)",41,30,2,4,5
"Hogares privados con servicio doméstico (107)",3,3,,,
"Actividad economica no especificada (109)",19,8,4,4,3
"Mujeres (110)",924,540,60,75,249
"Agric., ganadería, caza y silvicultura (111)",62,52,4,2,4
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",10,,,,10
"Industrias manufactureras (114)",14,9,2,2,1
"Suministro de electricidad, gas y agua (115)",4,,,3,1
"Construcción (116)",130,9,6,27,88
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",195,183,8,2,2
"Venta, mant.y rep. veh.autom y motoc. (118)",3,2,1,,
"Comercio al por mayor (119)",14,9,2,1,2
"Comercio al por menor (120)",178,172,5,1,
"Hoteles y restaurantes (121)",194,158,13,2,21
"Trans., almac. y comunicaciones (122)",16,9,3,4,
"Intermediación financiera (123)",5,3,,,2
"Activid.inmobil., empres. y alquileres (124)",17,10,,,7
"Admin.pub. y defensa; p. segur soc.afil (125)",51,,,,51
"Enseñanza (126)",71,12,14,27,18
"Servicios sociales y de salud (127)",46,4,,1,41
"Otras activ. serv.comun.soc y personales (128)",39,30,5,2,2
"Hogares privados con servicio doméstico (129)",37,37,,,
"Actividad economica no especificada (131)",32,23,5,3,1
,,,,,
"RURAL (132)",1693,1130,64,137,362
"Agric., ganadería, caza y silvicultura (133)",1021,945,26,31,19
"Pesca (134)",2,2,,,
"Explotación de minas y canteras (135)",2,,,,2
"Industrias manufactureras (136)",110,18,8,56,28
"Suministro de electricidad, gas y agua (137)",1,,,,1
"Construcción (138)",321,20,14,19,268
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",53,52,,,1
"Venta, mant.y rep. veh.autom y motoc. (140)",6,5,,,1
"Comercio al por mayor (141)",2,2,,,
"Comercio al por menor (142)",45,45,,,
"Hoteles y restaurantes (143)",26,18,,7,1
"Trans., almac. y comunicaciones (144)",41,26,3,11,1
"Activid.inmobil., empres. y alquileres (146)",4,1,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (147)",18,,,,18
"Enseñanza (148)",38,8,8,11,11
"Servicios sociales y de salud (149)",13,1,1,,11
"Otras activ. serv.comun.soc y personales (150)",7,3,3,1,
"Hogares privados con servicio doméstico (151)",7,7,,,
"Actividad economica no especificada (153)",29,29,,,
"Hombres (154)",1411,897,59,122,333
"Agric., ganadería, caza y silvicultura (155)",862,790,24,30,18
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",2,,,,2
"Industrias manufactureras (158)",106,17,8,54,27
"Suministro de electricidad, gas y agua (159)",1,,,,1
"Construcción (160)",304,19,13,16,256
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",29,28,,,1
"Venta, mant.y rep. veh.autom y motoc. (162)",4,3,,,1
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",23,23,,,
"Hoteles y restaurantes (165)",3,2,,1,
"Trans., almac. y comunicaciones (166)",41,26,3,11,1
"Activid.inmobil., empres. y alquileres (168)",4,1,1,1,1
"Admin.pub. y defensa; p. segur soc.afil (169)",17,,,,17
"Enseñanza (170)",23,4,6,8,5
"Servicios sociales y de salud (171)",6,1,1,,4
"Otras activ. serv.comun.soc y personales (172)",7,3,3,1,
"Actividad economica no especificada (175)",4,4,,,
"Mujeres (176)",282,233,5,15,29
"Agric., ganadería, caza y silvicultura (177)",159,155,2,1,1
"Industrias manufactureras (180)",4,1,,2,1
"Construcción (182)",17,1,1,3,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,24,,,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por menor (186)",22,22,,,
"Hoteles y restaurantes (187)",23,16,,6,1
"Admin.pub. y defensa; p. segur soc.afil (191)",1,,,,1
"Enseñanza (192)",15,4,2,3,6
"Servicios sociales y de salud (193)",7,,,,7
"Hogares privados con servicio doméstico (195)",7,7,,,
"Actividad economica no especificada (197)",25,25,,,
