"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARISCAL NIETO (000)",28885,55416,51796,,953,93.5,1.7
"De 12 a 14 años (001)",1995,8,8,,1,100,12.5
"De 15 a 19 años (002)",3095,332,322,90,97,27.1,
"De 20 a 24 años (003)",3532,1837,1813,231,98.7,12.6,
"De 25 a 29 años (004)",3359,3491,3435,251,98.4,7.2,
"De 30 a 34 años (005)",3015,4944,4839,217,97.9,4.4,
"De 35 a 39 años (006)",3025,6222,6081,118,97.7,1.9,
"De 40 a 44 años (007)",2469,6303,6059,38,96.1,0.6,
"De 45 a 49 años (008)",1978,5710,5464,7,95.7,0.1,
"De 50 y más años (009)",6417,26569,23775,,89.5,,
"Sin nivel (010)",3216,13845,12022,20,86.8,0.1,
"De 12 a 14 años (011)",16,1,1,,100,,
"De 15 a 19 años (012)",18,3,3,,100,,
"De 20 a 24 años (013)",28,22,22,2,100,9.1,
"De 25 a 29 años (014)",41,59,54,1,91.5,1.7,
"De 30 a 34 años (015)",131,280,267,4,95.4,1.4,
"De 35 a 39 años (016)",169,441,419,7,95,1.6,
"De 40 a 44 años (017)",223,692,659,3,95.2,0.4,
"De 45 a 49 años (018)",236,815,771,3,94.6,0.4,
"De 50 y más años (019)",2354,11532,9826,,85.2,,
"Educacion Inicial (020)",44,43,40,2,93,4.7,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",4,,,,,,
"De 20 a 24 años (023)",9,4,4,2,100,50,
"De 25 a 29 años (024)",6,11,10,,90.9,,
"De 30 a 34 años (025)",8,14,13,,92.9,,
"De 35 a 39 años (026)",7,14,13,,92.9,,
"Primaria (030)",5230,15177,14139,92,93.2,0.6,
"De 12 a 14 años (031)",581,3,3,,100,,
"De 15 a 19 años (032)",132,39,37,10,94.9,25.6,
"De 20 a 24 años (033)",157,190,184,13,96.8,6.8,
"De 25 a 29 años (034)",250,400,397,15,99.3,3.8,
"De 30 a 34 años (035)",408,893,870,24,97.4,2.7,
"De 35 a 39 años (036)",591,1521,1482,24,97.4,1.6,
"De 40 a 44 años (037)",580,1756,1661,6,94.6,0.3,
"De 45 a 49 años (038)",568,1911,1804,,94.4,,
"De 50 y más años (039)",1963,8464,7701,,91,,
"Secundaria (040)",9145,11554,11200,325,96.9,2.8,
