"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",25,1,10,5,6,3
"Actividad economica no especificada (043)",204,,70,75,37,22
"Mujeres (045)",6981,225,2418,2329,1633,376
"Agric., ganadería, caza y silvicultura (046)",2883,162,1037,747,732,205
"Explotación de minas y canteras (048)",3,,1,1,1,
"Industrias manufactureras (049)",699,22,297,202,146,32
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",21,1,9,7,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",575,7,156,221,156,35
"Venta, mant.y rep. veh.autom.y motoc. (053)",11,1,3,4,2,1
"Comercio al por mayor (054)",28,,6,10,8,4
"Comercio al por menor (055)",536,6,147,207,146,30
"Hoteles y restaurantes (056)",233,3,73,71,73,13
"Trans., almac. y comunicaciones (057)",31,,21,6,4,
"Intermediación financiera (058)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (059)",99,,42,39,18,
"Admin.pub. y defensa; p. segur.soc.afil (060)",145,,59,60,25,1
"Enseñanza (061)",906,,194,533,177,2
"Servicios sociales y de salud (062)",138,,53,70,14,1
"Otras activ. serv.comun.soc y personales (063)",116,1,27,47,31,10
"Hogares privados con servicio doméstico (064)",497,29,255,119,74,20
"Actividad economica no especificada (066)",627,,191,202,177,57
,,,,,,
"URBANA (067)",5402,84,1507,2145,1359,307
"Agric., ganadería, caza y silvicultura (068)",970,26,266,242,310,126
"Pesca (069)",1,,1,,,
"Explotación de minas y canteras (070)",6,,1,4,1,
"Industrias manufactureras (071)",249,3,69,87,63,27
"Suministro de electricidad, gas y agua (072)",7,,1,4,2,
"Construcción (073)",290,4,85,112,75,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",926,24,231,331,263,77
"Venta, mant.y rep. veh.autom.y motoc. (075)",77,4,33,29,9,2
"Comercio al por mayor (076)",45,,11,15,14,5
"Comercio al por menor (077)",804,20,187,287,240,70
"Hoteles y restaurantes (078)",205,7,51,70,65,12
"Trans., almac. y comunicaciones (079)",410,9,186,159,51,5
"Intermediación financiera (080)",15,,4,8,3,
"Activid.inmobil., empres. y alquileres (081)",196,,64,86,43,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",364,,97,174,85,8
"Enseñanza (083)",1056,,169,614,265,8
"Servicios sociales y de salud (084)",165,,47,86,31,1
"Otras activ. serv.comun.soc y personales (085)",143,1,42,56,35,9
"Hogares privados con servicio doméstico (086)",244,10,143,51,31,9
"Actividad economica no especificada (088)",155,,50,61,36,8
"Hombres (089)",3318,65,916,1249,861,227
"Agric., ganadería, caza y silvicultura (090)",840,23,233,213,263,108
"Pesca (091)",1,,1,,,
"Explotación de minas y canteras (092)",4,,1,3,,
"Industrias manufactureras (093)",197,3,57,69,46,22
"Suministro de electricidad, gas y agua (094)",7,,1,4,2,
"Construcción (095)",281,4,83,107,73,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",511,19,126,172,147,47
"Venta, mant.y rep. veh.autom.y motoc. (097)",67,3,30,26,7,1
"Comercio al por mayor (098)",22,,6,7,7,2
"Comercio al por menor (099)",422,16,90,139,133,44
"Hoteles y restaurantes (100)",54,6,17,15,12,4
"Trans., almac. y comunicaciones (101)",384,9,170,153,47,5
"Intermediación financiera (102)",8,,1,5,2,
"Activid.inmobil., empres. y alquileres (103)",110,,28,52,27,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",254,,56,128,63,7
"Enseñanza (105)",440,,68,233,133,6
"Servicios sociales y de salud (106)",74,,18,35,20,1
"Otras activ. serv.comun.soc y personales (107)",78,1,29,31,12,5
"Hogares privados con servicio doméstico (108)",5,,2,1,2,
"Actividad economica no especificada (110)",70,,25,28,12,5
"Mujeres (112)",2084,19,591,896,498,80
"Agric., ganadería, caza y silvicultura (113)",130,3,33,29,47,18
"Explotación de minas y canteras (115)",2,,,1,1,
"Industrias manufactureras (116)",52,,12,18,17,5
"Construcción (118)",9,,2,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",415,5,105,159,116,30
"Venta, mant.y rep. veh.autom.y motoc. (120)",10,1,3,3,2,1
"Comercio al por mayor (121)",23,,5,8,7,3
"Comercio al por menor (122)",382,4,97,148,107,26
"Hoteles y restaurantes (123)",151,1,34,55,53,8
"Trans., almac. y comunicaciones (124)",26,,16,6,4,
"Intermediación financiera (125)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (126)",86,,36,34,16,
"Admin.pub. y defensa; p. segur.soc.afil (127)",110,,41,46,22,1
"Enseñanza (128)",616,,101,381,132,2
"Servicios sociales y de salud (129)",91,,29,51,11,
"Otras activ. serv.comun.soc y personales (130)",65,,13,25,23,4
"Hogares privados con servicio doméstico (131)",239,10,141,50,29,9
"Actividad economica no especificada (133)",85,,25,33,24,3
,,,,,,
"RURAL (134)",25912,727,8750,7646,6528,2261
"Agric., ganadería, caza y silvicultura (135)",21464,670,7089,6065,5569,2071
"Pesca (136)",7,,4,3,,
"Explotación de minas y canteras (137)",9,,6,3,,
"Industrias manufactureras (138)",935,23,398,279,188,47
"Suministro de electricidad, gas y agua (139)",30,,17,8,4,1
"Construcción (140)",530,3,163,206,138,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",501,6,171,182,127,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",26,2,7,11,6,
"Comercio al por mayor (143)",24,,7,7,9,1
"Comercio al por menor (144)",451,4,157,164,112,14
"Hoteles y restaurantes (145)",127,3,64,30,25,5
"Trans., almac. y comunicaciones (146)",204,,106,69,27,2
"Activid.inmobil., empres. y alquileres (148)",61,,21,28,12,
"Admin.pub. y defensa; p. segur.soc.afil (149)",140,,51,60,25,4
"Enseñanza (150)",755,,248,352,155,
"Servicios sociales y de salud (151)",102,,42,43,15,2
"Otras activ. serv.comun.soc y personales (152)",93,2,37,29,16,9
"Hogares privados con servicio doméstico (153)",278,20,122,73,49,14
"Actividad economica no especificada (155)",676,,211,216,178,71
"Hombres (156)",21015,521,6923,6213,5393,1965
"Agric., ganadería, caza y silvicultura (157)",18711,511,6085,5347,4884,1884
"Pesca (158)",7,,4,3,,
"Explotación de minas y canteras (159)",8,,5,3,,
"Industrias manufactureras (160)",288,1,113,95,59,20
"Suministro de electricidad, gas y agua (161)",29,,17,7,4,1
"Construcción (162)",518,2,156,204,136,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",341,4,120,120,87,10
"Venta, mant.y rep. veh.autom.y motoc. (164)",25,2,7,10,6,
"Comercio al por mayor (165)",19,,6,5,8,
"Comercio al por menor (166)",297,2,107,105,73,10
"Hoteles y restaurantes (167)",45,1,25,14,5,
"Trans., almac. y comunicaciones (168)",199,,101,69,27,2
"Activid.inmobil., empres. y alquileres (170)",48,,15,23,10,
"Admin.pub. y defensa; p. segur.soc.afil (171)",105,,33,46,22,4
"Enseñanza (172)",465,,155,200,110,
"Servicios sociales y de salud (173)",55,,18,24,12,1
"Otras activ. serv.comun.soc y personales (174)",42,1,23,7,8,3
"Hogares privados con servicio doméstico (175)",20,1,8,4,4,3
"Actividad economica no especificada (177)",134,,45,47,25,17
"Mujeres (179)",4897,206,1827,1433,1135,296
"Agric., ganadería, caza y silvicultura (180)",2753,159,1004,718,685,187
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",647,22,285,184,129,27
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",12,1,7,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",160,2,51,62,40,5
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",5,,1,2,1,1
"Comercio al por menor (189)",154,2,50,59,39,4
"Hoteles y restaurantes (190)",82,2,39,16,20,5
"Trans., almac. y comunicaciones (191)",5,,5,,,
"Activid.inmobil., empres. y alquileres (193)",13,,6,5,2,
"Admin.pub. y defensa; p. segur.soc.afil (194)",35,,18,14,3,
"Enseñanza (195)",290,,93,152,45,
"Servicios sociales y de salud (196)",47,,24,19,3,1
"Otras activ. serv.comun.soc y personales (197)",51,1,14,22,8,6
"Hogares privados con servicio doméstico (198)",258,19,114,69,45,11
"Actividad economica no especificada (200)",542,,166,169,153,54
