"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONDESUYOS (000)",6355,6193,1668,796,842,671,892,613,390,321,162,19257
"De 12 a 14 años (001)",605,597,594,3,,,,,,,8,3
"De 15 a 19 años (002)",703,694,601,79,11,2,1,,,,9,111
"De 20 a 24 años (003)",657,610,193,262,119,25,7,4,,,47,630
"De 25 a 29 años (004)",593,559,93,156,171,85,46,7,1,,34,998
"De 30 a 34 años (005)",544,525,44,87,151,109,105,21,7,1,19,1379
"De 35 a 39 años (006)",564,556,26,54,140,133,126,51,17,9,8,1845
"De 40 a 44 años (007)",510,503,19,43,89,100,148,70,23,11,7,1941
"De 45 a 49 años (008)",402,391,13,31,45,56,99,80,42,25,11,1865
"De 50 y más años (009)",1777,1758,85,81,116,161,360,380,300,275,19,10485
"Sin nivel (010)",1279,1265,69,59,94,105,265,269,202,202,14,7462
"De 12 a 14 años (011)",6,6,5,1,,,,,,,,1
"De 15 a 19 años (012)",8,7,5,2,,,,,,,1,2
"De 20 a 24 años (013)",12,11,4,2,3,1,,1,,,1,18
"De 25 a 29 años (014)",20,18,5,3,1,4,2,2,1,,2,46
"De 30 a 34 años (015)",58,56,3,5,10,6,17,9,5,1,2,224
"De 35 a 39 años (016)",73,73,5,2,12,11,16,13,11,3,,338
"De 40 a 44 años (017)",108,106,2,4,10,12,39,20,10,9,2,554
"De 45 a 49 años (018)",105,105,4,3,5,4,27,22,20,20,,671
"De 50 y más años (019)",889,883,36,37,53,67,164,202,155,169,6,5608
"Educacion Inicial (020)",6,6,2,2,1,1,,,,,,7
"De 12 a 14 años (021)",2,2,2,,,,,,,,,
"De 20 a 24 años (023)",1,1,,1,,,,,,,,1
"De 25 a 29 años (024)",1,1,,,1,,,,,,,2
