"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAMBAYEQUE (000)",96217,91699,30769,10959,10626,8963,12239,7436,4991,5716,4518,269144
"De 12 a 14 años (001)",9701,9656,9622,28,6,,,,,,45,40
"De 15 a 19 años (002)",13466,13207,11681,1275,226,20,5,,,,259,1807
"De 20 a 24 años (003)",11416,10114,4554,3149,1639,579,179,14,,,1302,9013
"De 25 a 29 años (004)",9786,8723,1566,2163,2367,1470,1039,112,6,,1063,16508
"De 30 a 34 años (005)",9240,8653,876,1391,2043,1799,1977,478,74,15,587,23271
"De 35 a 39 años (006)",8311,7924,569,814,1421,1497,2340,936,267,80,387,27516
"De 40 a 44 años (007)",7283,7056,418,625,977,1214,1895,1211,496,220,227,28965
"De 45 a 49 años (008)",6443,6233,379,441,728,831,1505,1118,761,470,210,29940
"De 50 y más años (009)",20571,20133,1104,1073,1219,1553,3299,3567,3387,4931,438,132084
"Conviviente (010)",24103,23513,1770,4991,4687,3358,4042,2212,1284,1169,590,80566
"De 12 a 14 años (011)",94,58,36,18,4,,,,,,36,26
"De 15 a 19 años (012)",1879,1667,583,885,183,12,4,,,,212,1303
"De 20 a 24 años (013)",3997,3821,536,1854,994,331,99,7,,,176,5298
"De 25 a 29 años (014)",3994,3905,227,1067,1312,740,500,56,3,,89,8425
"De 30 a 34 años (015)",3562,3528,106,492,960,815,886,213,46,10,34,10537
"De 35 a 39 años (016)",2904,2885,65,250,532,582,907,388,119,42,19,11016
"De 40 a 44 años (017)",2301,2298,56,150,310,393,625,446,223,95,3,10496
"De 45 a 49 años (018)",1725,1721,48,89,185,215,427,345,250,162,4,9142
"De 50 y más años (019)",3647,3630,113,186,207,270,594,757,643,860,17,24323
"Separado(a) (020)",5043,4975,83,1816,985,626,729,371,206,159,68,14796
