"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",14765,2792,2669,2658,2055,1624,2967
"Conviviente (001)",3279,52,771,1273,619,279,285
"Separado(a) (002)",309,2,51,92,53,44,67
"Casado(a) (003)",5031,9,176,806,1182,1123,1735
"Viudo(a) (004)",961,,10,26,68,118,739
"Divorciado(a) (005)",40,,2,7,11,6,14
"Soltero(a) (006)",5145,2729,1659,454,122,54,127
"Hombres (008)",7046,1409,1287,1291,974,752,1333
"Conviviente (009)",1592,20,277,652,338,153,152
"Separado(a) (010)",53,2,3,13,5,10,20
"Casado(a) (011)",2475,5,56,358,550,548,958
"Viudo(a) (012)",167,,1,2,11,13,140
"Divorciado(a) (013)",14,,,3,3,2,6
"Soltero(a) (014)",2745,1382,950,263,67,26,57
"Mujeres (016)",7719,1383,1382,1367,1081,872,1634
"Conviviente (017)",1687,32,494,621,281,126,133
"Separado(a) (018)",256,,48,79,48,34,47
"Casado(a) (019)",2556,4,120,448,632,575,777
"Viudo(a) (020)",794,,9,24,57,105,599
"Divorciado(a) (021)",26,,2,4,8,4,8
"Soltero(a) (022)",2400,1347,709,191,55,28,70
,,,,,,,
"URBANA (024)",2481,379,438,588,386,293,397
"Conviviente (025)",615,8,124,262,130,58,33
"Separado(a) (026)",56,,5,15,8,12,16
"Casado(a) (027)",826,4,21,150,212,201,238
"Viudo(a) (028)",96,,1,4,7,8,76
"Divorciado(a) (029)",8,,,3,2,,3
"Soltero(a) (030)",880,367,287,154,27,14,31
"Hombres (032)",1213,201,192,282,187,152,199
"Conviviente (033)",302,3,31,138,71,39,20
"Separado(a) (034)",9,,,2,1,2,4
"Casado(a) (035)",404,2,6,56,98,102,140
"Viudo(a) (036)",17,,,,,1,16
"Divorciado(a) (037)",5,,,2,2,,1
"Soltero(a) (038)",476,196,155,84,15,8,18
"Mujeres (040)",1268,178,246,306,199,141,198
"Conviviente (041)",313,5,93,124,59,19,13
"Separado(a) (042)",47,,5,13,7,10,12
"Casado(a) (043)",422,2,15,94,114,99,98
"Viudo(a) (044)",79,,1,4,7,7,60
"Divorciado(a) (045)",3,,,1,,,2
"Soltero(a) (046)",404,171,132,70,12,6,13
,,,,,,,
"RURAL (048)",12284,2413,2231,2070,1669,1331,2570
"Conviviente (049)",2664,44,647,1011,489,221,252
"Separado(a) (050)",253,2,46,77,45,32,51
"Casado(a) (051)",4205,5,155,656,970,922,1497
"Viudo(a) (052)",865,,9,22,61,110,663
"Divorciado(a) (053)",32,,2,4,9,6,11
"Soltero(a) (054)",4265,2362,1372,300,95,40,96
"Hombres (056)",5833,1208,1095,1009,787,600,1134
"Conviviente (057)",1290,17,246,514,267,114,132
"Separado(a) (058)",44,2,3,11,4,8,16
"Casado(a) (059)",2071,3,50,302,452,446,818
"Viudo(a) (060)",150,,1,2,11,12,124
"Divorciado(a) (061)",9,,,1,1,2,5
"Soltero(a) (062)",2269,1186,795,179,52,18,39
"Mujeres (064)",6451,1205,1136,1061,882,731,1436
"Conviviente (065)",1374,27,401,497,222,107,120
"Separado(a) (066)",209,,43,66,41,24,35
"Casado(a) (067)",2134,2,105,354,518,476,679
"Viudo(a) (068)",715,,8,20,50,98,539
"Divorciado(a) (069)",23,,2,3,8,4,6
"Soltero(a) (070)",1996,1176,577,121,43,22,57
