"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BOLOGNESI (000)",10942,31956,28962,,514,90.6,1.6
"De 12 a 14 años (001)",988,5,5,,,100,
"De 15 a 19 años (002)",1256,177,170,55,96,31.1,
"De 20 a 24 años (003)",1161,1010,987,130,97.7,12.9,
"De 25 a 29 años (004)",1053,1787,1732,122,96.9,6.8,
"De 30 a 34 años (005)",960,2405,2309,100,96,4.2,
"De 35 a 39 años (006)",939,3121,2969,71,95.1,2.3,
"De 40 a 44 años (007)",793,3238,3066,31,94.7,1,
"De 45 a 49 años (008)",662,3217,3030,5,94.2,0.2,
"De 50 y más años (009)",3130,16996,14694,,86.5,,
"Conviviente (010)",3075,9642,9020,350,93.5,3.6,
"De 12 a 14 años (011)",11,3,3,,100,,
"De 15 a 19 años (012)",151,108,101,32,93.5,29.6,
"De 20 a 24 años (013)",526,714,699,108,97.9,15.1,
"De 25 a 29 años (014)",566,1189,1147,90,96.5,7.6,
"De 30 a 34 años (015)",469,1341,1289,65,96.1,4.8,
"De 35 a 39 años (016)",405,1525,1454,35,95.3,2.3,
"De 40 a 44 años (017)",285,1307,1236,16,94.6,1.2,
"De 45 a 49 años (018)",207,1124,1049,4,93.3,0.4,
"De 50 y más años (019)",455,2331,2042,,87.6,,
"Separado(a) (020)",469,1540,1415,24,91.9,1.6,
"De 15 a 19 años (022)",13,13,13,7,100,53.8,
"De 20 a 24 años (023)",39,51,51,2,100,3.9,
"De 25 a 29 años (024)",56,97,95,6,97.9,6.2,
"De 30 a 34 años (025)",47,99,94,3,94.9,3,
"De 35 a 39 años (026)",59,145,145,6,100,4.1,
"De 40 a 44 años (027)",47,157,156,,99.4,,
"De 45 a 49 años (028)",47,214,200,,93.5,,
"De 50 y más años (029)",161,764,661,,86.5,,
"Casado(a) (030)",3039,14626,13262,101,90.7,0.7,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",18,11,11,2,100,18.2,
"De 20 a 24 años (033)",73,103,102,8,99,7.8,
"De 25 a 29 años (034)",155,340,331,22,97.4,6.5,
"De 30 a 34 años (035)",241,770,738,28,95.8,3.6,
"De 35 a 39 años (036)",345,1228,1154,25,94,2,
"De 40 a 44 años (037)",340,1495,1422,15,95.1,1,
"De 45 a 49 años (038)",318,1594,1525,1,95.7,0.1,
